GO.ID	Term	Annotated	Significant	Expected	pval_test	pval_adj	ontology
GO:1903136	cuprous ion binding	2	1	0.05	0.04487	1	MF
GO:0032567	dGTP binding	2	1	0.05	0.04487	1	MF
GO:0102116	laurate hydroxylase activity	2	1	0.05	0.04487	1	MF
GO:0032767	copper-dependent protein binding	2	1	0.05	0.04487	1	MF
GO:0090556	phosphatidylserine-translocating ATPase ...	2	1	0.05	0.04487	1	MF
GO:0034186	apolipoprotein A-I binding	2	1	0.05	0.04487	1	MF
GO:0034188	apolipoprotein A-I receptor activity	2	1	0.05	0.04487	1	MF
GO:0005315	inorganic phosphate transmembrane transp...	2	1	0.05	0.04487	1	MF
GO:0008832	dGTPase activity	2	1	0.05	0.04487	1	MF
GO:0019808	polyamine binding	16	2	0.36	0.0499	1	MF
GO:0004435	phosphatidylinositol phospholipase C act...	17	2	0.39	0.05573	1	MF
GO:0004842	ubiquitin-protein transferase activity	331	13	7.51	0.0598	1	MF
GO:0035254	glutamate receptor binding	41	3	0.93	0.06539	1	MF
GO:0015140	malate transmembrane transporter activit...	3	1	0.07	0.06655	1	MF
GO:0050544	arachidonic acid binding	3	1	0.07	0.06655	1	MF
GO:0060002	plus-end directed microfilament motor ac...	3	1	0.07	0.06655	1	MF
GO:0001851	complement component C3b binding	3	1	0.07	0.06655	1	MF
GO:0070853	myosin VI binding	3	1	0.07	0.06655	1	MF
GO:0061714	folic acid receptor activity	3	1	0.07	0.06655	1	MF
GO:0070290	N-acylphosphatidylethanolamine-specific ...	3	1	0.07	0.06655	1	MF
GO:0043199	sulfate binding	3	1	0.07	0.06655	1	MF
GO:0016532	superoxide dismutase copper chaperone ac...	3	1	0.07	0.06655	1	MF
GO:0032093	SAM domain binding	21	2	0.48	0.08116	1	MF
GO:0030374	nuclear receptor transcription coactivat...	46	3	1.04	0.08591	1	MF
GO:0008453	alanine-glyoxylate transaminase activity	4	1	0.09	0.08774	1	MF
GO:0051870	methotrexate binding	4	1	0.09	0.08774	1	MF
GO:0036042	long-chain fatty acyl-CoA binding	4	1	0.09	0.08774	1	MF
GO:0015141	succinate transmembrane transporter acti...	4	1	0.09	0.08774	1	MF
GO:0036143	kringle domain binding	4	1	0.09	0.08774	1	MF
GO:0043812	phosphatidylinositol-4-phosphate phospha...	4	1	0.09	0.08774	1	MF
GO:0005068	transmembrane receptor protein tyrosine ...	4	1	0.09	0.08774	1	MF
GO:0004348	glucosylceramidase activity	4	1	0.09	0.08774	1	MF
GO:0030369	ICAM-3 receptor activity	4	1	0.09	0.08774	1	MF
GO:0090554	phosphatidylcholine-translocating ATPase...	4	1	0.09	0.08774	1	MF
GO:0090555	phosphatidylethanolamine-translocating A...	4	1	0.09	0.08774	1	MF
GO:0052658	inositol-1,4,5-trisphosphate 5-phosphata...	4	1	0.09	0.08774	1	MF
GO:0004089	carbonate dehydratase activity	22	2	0.5	0.08799	1	MF
GO:0043325	phosphatidylinositol-3,4-bisphosphate bi...	22	2	0.5	0.08799	1	MF
GO:0005201	extracellular matrix structural constitu...	47	3	1.07	0.0903	1	MF
GO:0019003	GDP binding	48	3	1.09	0.09479	1	MF
GO:0042169	SH2 domain binding	23	2	0.52	0.09498	1	MF
GO:0004439	phosphatidylinositol-4,5-bisphosphate 5-...	5	1	0.11	0.10845	1	MF
GO:0043184	vascular endothelial growth factor recep...	5	1	0.11	0.10845	1	MF
GO:0008422	beta-glucosidase activity	5	1	0.11	0.10845	1	MF
GO:0015116	sulfate transmembrane transporter activi...	5	1	0.11	0.10845	1	MF
GO:0031995	insulin-like growth factor II binding	5	1	0.11	0.10845	1	MF
GO:0004322	ferroxidase activity	5	1	0.11	0.10845	1	MF
GO:0008140	cAMP response element binding protein bi...	5	1	0.11	0.10845	1	MF
GO:0070002	glutamic-type peptidase activity	5	1	0.11	0.10845	1	MF
GO:0005395	eye pigment precursor transporter activi...	5	1	0.11	0.10845	1	MF
GO:0031419	cobalamin binding	5	1	0.11	0.10845	1	MF
GO:0003910	DNA ligase (ATP) activity	5	1	0.11	0.10845	1	MF
GO:0052659	inositol-1,3,4,5-tetrakisphosphate 5-pho...	5	1	0.11	0.10845	1	MF
GO:0030170	pyridoxal phosphate binding	25	2	0.57	0.10941	1	MF
GO:0008013	beta-catenin binding	52	3	1.18	0.11361	1	MF
GO:0032947	protein-containing complex scaffold acti...	52	3	1.18	0.11361	1	MF
GO:0042805	actinin binding	52	3	1.18	0.11361	1	MF
GO:0030492	hemoglobin binding	27	2	0.61	0.12437	1	MF
GO:0030507	spectrin binding	27	2	0.61	0.12437	1	MF
GO:0004571	mannosyl-oligosaccharide 1,2-alpha-manno...	6	1	0.14	0.1287	1	MF
GO:0017127	cholesterol transporter activity	6	1	0.14	0.1287	1	MF
GO:0030215	semaphorin receptor binding	6	1	0.14	0.1287	1	MF
GO:0072345	NAADP-sensitive calcium-release channel ...	6	1	0.14	0.1287	1	MF
GO:0048185	activin binding	6	1	0.14	0.1287	1	MF
GO:0019992	diacylglycerol binding	6	1	0.14	0.1287	1	MF
GO:0051022	Rho GDP-dissociation inhibitor binding	6	1	0.14	0.1287	1	MF
GO:0004465	lipoprotein lipase activity	6	1	0.14	0.1287	1	MF
GO:0072341	modified amino acid binding	56	3	1.27	0.13372	1	MF
GO:0052629	phosphatidylinositol-3,5-bisphosphate 3-...	7	1	0.16	0.14848	1	MF
GO:0036312	phosphatidylinositol 3-kinase regulatory...	7	1	0.16	0.14848	1	MF
GO:0035375	zymogen binding	7	1	0.16	0.14848	1	MF
GO:0016493	C-C chemokine receptor activity	7	1	0.16	0.14848	1	MF
GO:0005161	platelet-derived growth factor receptor ...	7	1	0.16	0.14848	1	MF
GO:0019957	C-C chemokine binding	7	1	0.16	0.14848	1	MF
GO:0000774	adenyl-nucleotide exchange factor activi...	7	1	0.16	0.14848	1	MF
GO:0031996	thioesterase binding	31	2	0.7	0.15559	1	MF
GO:0004623	phospholipase A2 activity	31	2	0.7	0.15559	1	MF
GO:0031593	polyubiquitin modification-dependent pro...	31	2	0.7	0.15559	1	MF
GO:0005375	copper ion transmembrane transporter act...	9	2	0.2	0.16703	1	MF
GO:0042731	PH domain binding	8	1	0.18	0.16782	1	MF
GO:0004197	cysteine-type endopeptidase activity	63	3	1.43	0.17153	1	MF
GO:0019902	phosphatase binding	130	5	2.95	0.17301	1	MF
GO:0005164	tumor necrosis factor receptor binding	34	2	0.77	0.17987	1	MF
GO:0001968	fibronectin binding	65	3	1.48	0.18285	1	MF
GO:0008970	phospholipase A1 activity	9	1	0.2	0.18672	1	MF
GO:0008553	proton-exporting ATPase activity, phosph...	9	1	0.2	0.18672	1	MF
GO:0015114	phosphate ion transmembrane transporter ...	9	1	0.2	0.18672	1	MF
GO:0004385	guanylate kinase activity	9	1	0.2	0.18672	1	MF
GO:0016597	amino acid binding	66	3	1.5	0.18859	1	MF
GO:0005524	ATP binding	283	9	6.42	0.19389	1	MF
GO:0042277	peptide binding	178	7	4.04	0.20033	1	MF
GO:0005085	guanyl-nucleotide exchange factor activi...	162	12	3.68	0.20101	1	MF
GO:0070097	delta-catenin binding	10	1	0.23	0.2052	1	MF
GO:0005516	calmodulin binding	69	3	1.57	0.20605	1	MF
GO:0051117	ATPase binding	71	3	1.61	0.2179	1	MF
GO:0045295	gamma-catenin binding	11	1	0.25	0.22325	1	MF
GO:0010314	phosphatidylinositol-5-phosphate binding	11	1	0.25	0.22325	1	MF
GO:0004012	phospholipid-translocating ATPase activi...	16	2	0.36	0.2399	1	MF
GO:0034450	ubiquitin-ubiquitin ligase activity	12	1	0.27	0.2409	1	MF
GO:0010181	FMN binding	12	1	0.27	0.2409	1	MF
GO:0031210	phosphatidylcholine binding	12	1	0.27	0.2409	1	MF
GO:0045294	alpha-catenin binding	12	1	0.27	0.2409	1	MF
GO:0051787	misfolded protein binding	12	1	0.27	0.2409	1	MF
GO:0004438	phosphatidylinositol-3-phosphatase activ...	13	1	0.3	0.25815	1	MF
GO:0070492	oligosaccharide binding	13	1	0.3	0.25815	1	MF
GO:0030275	LRR domain binding	13	1	0.3	0.25815	1	MF
GO:0043425	bHLH transcription factor binding	13	1	0.3	0.25815	1	MF
GO:0004467	long-chain fatty acid-CoA ligase activit...	13	1	0.3	0.25815	1	MF
GO:0030165	PDZ domain binding	79	3	1.79	0.26648	1	MF
GO:0004383	guanylate cyclase activity	14	1	0.32	0.27501	1	MF
GO:0046961	proton-transporting ATPase activity, rot...	14	1	0.32	0.27501	1	MF
GO:0003841	1-acylglycerol-3-phosphate O-acyltransfe...	14	1	0.32	0.27501	1	MF
GO:0017160	Ral GTPase binding	14	1	0.32	0.27501	1	MF
GO:0005080	protein kinase C binding	46	2	1.04	0.28056	1	MF
GO:0008237	metallopeptidase activity	119	4	2.7	0.28471	1	MF
GO:0008233	peptidase activity	375	16	8.51	0.2854	1	MF
GO:0000146	microfilament motor activity	19	2	0.43	0.30635	1	MF
GO:0071837	HMG box domain binding	16	1	0.36	0.3076	1	MF
GO:0032027	myosin light chain binding	16	1	0.36	0.3076	1	MF
GO:0001972	retinoic acid binding	16	1	0.36	0.3076	1	MF
GO:1990782	protein tyrosine kinase binding	54	3	1.23	0.31231	1	MF
GO:0005221	intracellular cyclic nucleotide activate...	17	1	0.39	0.32334	1	MF
GO:0003756	protein disulfide isomerase activity	18	1	0.41	0.33873	1	MF
GO:0080025	phosphatidylinositol-3,5-bisphosphate bi...	18	1	0.41	0.33873	1	MF
GO:0005537	mannose binding	18	1	0.41	0.33873	1	MF
GO:0001784	phosphotyrosine residue binding	19	1	0.43	0.35376	1	MF
GO:0043813	phosphatidylinositol-3,5-bisphosphate 5-...	19	1	0.43	0.35376	1	MF
GO:0070001	aspartic-type peptidase activity	19	1	0.43	0.35376	1	MF
GO:0004536	deoxyribonuclease activity	56	2	1.27	0.36419	1	MF
GO:0070273	phosphatidylinositol-4-phosphate binding	20	1	0.45	0.36846	1	MF
GO:0045505	dynein intermediate chain binding	20	1	0.45	0.36846	1	MF
GO:0017056	structural constituent of nuclear pore	20	1	0.45	0.36846	1	MF
GO:0042625	ATPase coupled ion transmembrane transpo...	37	3	0.84	0.38025	1	MF
GO:0035639	purine ribonucleoside triphosphate bindi...	402	12	9.12	0.38151	1	MF
GO:0035035	histone acetyltransferase binding	21	1	0.48	0.38283	1	MF
GO:0005070	SH3/SH2 adaptor activity	21	1	0.48	0.38283	1	MF
GO:0005104	fibroblast growth factor receptor bindin...	21	1	0.48	0.38283	1	MF
GO:0003755	peptidyl-prolyl cis-trans isomerase acti...	22	1	0.5	0.39687	1	MF
GO:0050699	WW domain binding	22	1	0.5	0.39687	1	MF
GO:0005544	calcium-dependent phospholipid binding	22	1	0.5	0.39687	1	MF
GO:0043236	laminin binding	22	1	0.5	0.39687	1	MF
GO:0004622	lysophospholipase activity	23	1	0.52	0.41059	1	MF
GO:0004601	peroxidase activity	63	2	1.43	0.42056	1	MF
GO:0031625	ubiquitin protein ligase binding	272	7	6.17	0.42205	1	MF
GO:0015026	coreceptor activity	24	1	0.54	0.424	1	MF
GO:0004715	non-membrane spanning protein tyrosine k...	24	1	0.54	0.424	1	MF
GO:0070403	NAD+ binding	24	1	0.54	0.424	1	MF
GO:0001965	G-protein alpha-subunit binding	24	1	0.54	0.424	1	MF
GO:0043014	alpha-tubulin binding	24	1	0.54	0.424	1	MF
GO:0005102	signaling receptor binding	893	36	20.26	0.4321	1	MF
GO:0044325	ion channel binding	65	2	1.48	0.43621	1	MF
GO:0008144	drug binding	518	17	11.75	0.43673	1	MF
GO:0008138	protein tyrosine/serine/threonine phosph...	25	1	0.57	0.43711	1	MF
GO:0043422	protein kinase B binding	26	1	0.59	0.44992	1	MF
GO:0008022	protein C-terminus binding	154	4	3.49	0.46438	1	MF
GO:0030544	Hsp70 protein binding	70	2	1.59	0.4743	1	MF
GO:1990841	promoter-specific chromatin binding	28	1	0.64	0.47468	1	MF
GO:0051087	chaperone binding	113	3	2.56	0.47513	1	MF
GO:0000981	DNA-binding transcription factor activit...	507	12	11.51	0.48325	1	MF
GO:0038024	cargo receptor activity	77	4	1.75	0.48387	1	MF
GO:0008137	NADH dehydrogenase (ubiquinone) activity	29	1	0.66	0.48664	1	MF
GO:0015485	cholesterol binding	29	1	0.66	0.48664	1	MF
GO:0003950	NAD+ ADP-ribosyltransferase activity	29	1	0.66	0.48664	1	MF
GO:0051020	GTPase binding	398	18	9.03	0.49479	1	MF
GO:0051019	mitogen-activated protein kinase binding	30	1	0.68	0.49833	1	MF
GO:0038023	signaling receptor activity	615	35	13.96	0.51048	1	MF
GO:0019787	ubiquitin-like protein transferase activ...	343	13	7.78	0.51725	1	MF
GO:0009055	electron transfer activity	76	2	1.72	0.5179	1	MF
GO:0016684	oxidoreductase activity, acting on perox...	65	2	1.48	0.54194	1	MF
GO:0042562	hormone binding	82	2	1.86	0.55906	1	MF
GO:0050661	NADP binding	37	1	0.84	0.57306	1	MF
GO:0035064	methylated histone binding	38	1	0.86	0.5828	1	MF
GO:0005109	frizzled binding	38	1	0.86	0.5828	1	MF
GO:0051082	unfolded protein binding	86	2	1.95	0.58508	1	MF
GO:0008081	phosphoric diester hydrolase activity	56	4	1.27	0.58723	1	MF
GO:0051879	Hsp90 protein binding	39	1	0.89	0.59231	1	MF
GO:0004860	protein kinase inhibitor activity	39	1	0.89	0.59231	1	MF
GO:0004725	protein tyrosine phosphatase activity	58	4	1.32	0.59655	1	MF
GO:0001047	core promoter binding	40	1	0.91	0.6016	1	MF
GO:0031435	mitogen-activated protein kinase kinase ...	40	1	0.91	0.6016	1	MF
GO:0051219	phosphoprotein binding	53	2	1.2	0.60927	1	MF
GO:0016790	thiolester hydrolase activity	41	1	0.93	0.61068	1	MF
GO:0001227	DNA-binding transcription repressor acti...	79	2	1.79	0.61925	1	MF
GO:0031624	ubiquitin conjugating enzyme binding	42	1	0.95	0.61956	1	MF
GO:0047485	protein N-terminus binding	92	2	2.09	0.62196	1	MF
GO:0005198	structural molecule activity	377	12	8.56	0.622	1	MF
GO:0003705	transcription factor activity, RNA polym...	85	2	1.93	0.62815	1	MF
GO:0031267	small GTPase binding	347	16	7.87	0.6314	1	MF
GO:0015297	antiporter activity	44	1	1	0.63672	1	MF
GO:0046906	tetrapyrrole binding	50	2	1.13	0.64328	1	MF
GO:0019894	kinesin binding	45	1	1.02	0.645	1	MF
GO:0046332	SMAD binding	45	1	1.02	0.645	1	MF
GO:0015405	P-P-bond-hydrolysis-driven transmembrane...	93	5	2.11	0.64735	1	MF
GO:0019901	protein kinase binding	491	12	11.14	0.64802	1	MF
GO:0044389	ubiquitin-like protein ligase binding	283	7	6.42	0.64983	1	MF
GO:0005546	phosphatidylinositol-4,5-bisphosphate bi...	46	1	1.04	0.6531	1	MF
GO:0030276	clathrin binding	47	1	1.07	0.66102	1	MF
GO:0019955	cytokine binding	54	2	1.23	0.66708	1	MF
GO:0004540	ribonuclease activity	100	2	2.27	0.66716	1	MF
GO:0048365	Rac GTPase binding	48	1	1.09	0.66875	1	MF
GO:0005525	GTP binding	127	3	2.88	0.67587	1	MF
GO:0070491	repressing transcription factor binding	49	1	1.11	0.67631	1	MF
GO:0043022	ribosome binding	50	1	1.13	0.6837	1	MF
GO:0050660	flavin adenine dinucleotide binding	51	1	1.16	0.69092	1	MF
GO:0042626	ATPase activity, coupled to transmembran...	83	5	1.88	0.69161	1	MF
GO:0019838	growth factor binding	101	10	2.29	0.70276	1	MF
GO:0043130	ubiquitin binding	53	1	1.2	0.70487	1	MF
GO:0050750	low-density lipoprotein particle recepto...	53	1	1.2	0.70487	1	MF
GO:0032266	phosphatidylinositol-3-phosphate binding	53	1	1.2	0.70487	1	MF
GO:0060089	molecular transducer activity	650	35	14.75	0.70654	1	MF
GO:0004843	thiol-dependent ubiquitin-specific prote...	54	1	1.23	0.71161	1	MF
GO:0032559	adenyl ribonucleotide binding	326	10	7.4	0.72699	1	MF
GO:0005507	copper ion binding	60	2	1.36	0.72919	1	MF
GO:0061659	ubiquitin-like protein ligase activity	178	4	4.04	0.73046	1	MF
GO:0031406	carboxylic acid binding	152	9	3.45	0.74356	1	MF
GO:0008188	neuropeptide receptor activity	62	2	1.41	0.75291	1	MF
GO:0005154	epidermal growth factor receptor binding	61	1	1.38	0.75469	1	MF
GO:0043565	sequence-specific DNA binding	469	9	10.64	0.76019	1	MF
GO:0005543	phospholipid binding	270	10	6.13	0.76105	1	MF
GO:0033613	activating transcription factor binding	63	1	1.43	0.76578	1	MF
GO:0019905	syntaxin binding	64	1	1.45	0.77113	1	MF
GO:0003774	motor activity	79	3	1.79	0.77337	1	MF
GO:0005096	GTPase activator activity	125	2	2.84	0.78082	1	MF
GO:0019900	kinase binding	541	12	12.28	0.79076	1	MF
GO:0004721	phosphoprotein phosphatase activity	113	5	2.56	0.79092	1	MF
GO:0035091	phosphatidylinositol binding	171	6	3.88	0.79145	1	MF
GO:0030554	adenyl nucleotide binding	333	10	7.56	0.81313	1	MF
GO:0003700	DNA-binding transcription factor activit...	578	12	13.12	0.82518	1	MF
GO:0042826	histone deacetylase binding	77	1	1.75	0.8306	1	MF
GO:0008134	transcription factor binding	465	10	10.55	0.83796	1	MF
GO:0005319	lipid transporter activity	101	3	2.29	0.84676	1	MF
GO:0031072	heat shock protein binding	131	3	2.97	0.85123	1	MF
GO:0017076	purine nucleotide binding	471	14	10.69	0.85273	1	MF
GO:0044877	protein-containing complex binding	816	29	18.52	0.85531	1	MF
GO:0004857	enzyme inhibitor activity	164	9	3.72	0.86263	1	MF
GO:0017022	myosin binding	100	3	2.27	0.86321	1	MF
GO:0019207	kinase regulator activity	123	2	2.79	0.8654	1	MF
GO:0000287	magnesium ion binding	154	2	3.49	0.86896	1	MF
GO:0019899	enzyme binding	1617	52	36.69	0.86974	1	MF
GO:0019887	protein kinase regulator activity	108	2	2.45	0.87672	1	MF
GO:0004930	G protein-coupled receptor activity	285	8	6.47	0.89419	1	MF
GO:0032555	purine ribonucleotide binding	458	13	10.39	0.90249	1	MF
GO:0008092	cytoskeletal protein binding	526	21	11.94	0.904	1	MF
GO:0033218	amide binding	243	9	5.51	0.90788	1	MF
GO:0046914	transition metal ion binding	554	24	12.57	0.92036	1	MF
GO:0017124	SH3 domain binding	111	1	2.52	0.92306	1	MF
GO:0140110	transcription regulator activity	807	17	18.31	0.92348	1	MF
GO:0042393	histone binding	131	2	2.97	0.92425	1	MF
GO:0004888	transmembrane signaling receptor activit...	524	31	11.89	0.92557	1	MF
GO:0030695	GTPase regulator activity	142	2	3.22	0.92622	1	MF
GO:0000977	RNA polymerase II regulatory region sequ...	313	4	7.1	0.92941	1	MF
GO:0042578	phosphoric ester hydrolase activity	256	11	5.81	0.93088	1	MF
GO:0019904	protein domain specific binding	603	17	13.68	0.93185	1	MF
GO:0043168	anion binding	1065	45	24.17	0.93269	1	MF
GO:0036094	small molecule binding	850	32	19.29	0.93754	1	MF
GO:0000166	nucleotide binding	602	16	13.66	0.93795	1	MF
GO:0008509	anion transmembrane transporter activity	183	2	4.15	0.94345	1	MF
GO:0016817	hydrolase activity, acting on acid anhyd...	655	12	14.86	0.94911	1	MF
GO:0017137	Rab GTPase binding	130	1	2.95	0.95057	1	MF
GO:0060589	nucleoside-triphosphatase regulator acti...	177	3	4.02	0.95097	1	MF
GO:0016887	ATPase activity	440	11	9.98	0.95954	1	MF
GO:0042623	ATPase activity, coupled	363	10	8.24	0.96041	1	MF
GO:0003713	transcription coactivator activity	194	4	4.4	0.96056	1	MF
GO:0001012	RNA polymerase II regulatory region DNA ...	317	4	7.19	0.96537	1	MF
GO:0008289	lipid binding	379	12	8.6	0.96547	1	MF
GO:1990837	sequence-specific double-stranded DNA bi...	376	4	8.53	0.96722	1	MF
GO:0005261	cation channel activity	199	5	4.52	0.97081	1	MF
GO:0003924	GTPase activity	157	1	3.56	0.97369	1	MF
GO:0000976	transcription regulatory region sequence...	342	4	7.76	0.97411	1	MF
GO:0043167	ion binding	1773	68	40.23	0.97429	1	MF
GO:0016757	transferase activity, transferring glyco...	175	2	3.97	0.97458	1	MF
GO:0004674	protein serine/threonine kinase activity	244	2	5.54	0.97675	1	MF
GO:0048037	cofactor binding	287	7	6.51	0.97773	1	MF
GO:0003712	transcription coregulator activity	318	6	7.22	0.97802	1	MF
GO:0001067	regulatory region nucleic acid binding	415	5	9.42	0.97941	1	MF
GO:0022890	inorganic cation transmembrane transport...	336	9	7.62	0.98061	1	MF
GO:0044212	transcription regulatory region DNA bind...	412	5	9.35	0.98077	1	MF
GO:0003682	chromatin binding	347	4	7.87	0.98114	1	MF
GO:0016818	hydrolase activity, acting on acid anhyd...	655	12	14.86	0.98304	1	MF
GO:0005215	transporter activity	770	14	17.47	0.98685	1	MF
GO:0046872	metal ion binding	925	34	20.99	0.98816	1	MF
GO:0008324	cation transmembrane transporter activit...	373	9	8.46	0.99072	1	MF
GO:0003677	DNA binding	853	11	19.36	0.9908	1	MF
GO:0015075	ion transmembrane transporter activity	487	11	11.05	0.99145	1	MF
GO:0016788	hydrolase activity, acting on ester bond...	559	18	12.69	0.99319	1	MF
GO:0043169	cation binding	976	34	22.15	0.99422	1	MF
GO:0003690	double-stranded DNA binding	445	4	10.1	0.99439	1	MF
GO:0004672	protein kinase activity	450	13	10.21	0.99456	1	MF
GO:0015318	inorganic molecular entity transmembrane...	453	10	10.28	0.99458	1	MF
GO:0005515	protein binding	4478	119	101.62	0.99496	1	MF
GO:0017111	nucleoside-triphosphatase activity	613	12	13.91	0.99513	1	MF
GO:0008047	enzyme activator activity	275	3	6.24	0.99576	1	MF
GO:0016462	pyrophosphatase activity	655	12	14.86	0.99759	1	MF
GO:0016787	hydrolase activity	1745	48	39.6	0.99809	1	MF
GO:0030234	enzyme regulator activity	507	14	11.51	0.99829	1	MF
GO:0005488	binding	6159	154	139.76	0.99837	1	MF
GO:0098772	molecular function regulator	776	26	17.61	0.99839	1	MF
GO:0016773	phosphotransferase activity, alcohol gro...	545	15	12.37	0.99863	1	MF
GO:0140096	catalytic activity, acting on a protein	1504	47	34.13	0.9987	1	MF
GO:0016301	kinase activity	595	16	13.5	0.9993	1	MF
GO:0140098	catalytic activity, acting on RNA	391	2	8.87	0.9997	1	MF
GO:0016491	oxidoreductase activity	590	11	13.39	0.99988	1	MF
GO:0016772	transferase activity, transferring phosp...	745	16	16.91	0.99997	1	MF
GO:1901363	heterocyclic compound binding	2148	32	48.74	1	1	MF
GO:0003676	nucleic acid binding	1491	12	33.83	1	1	MF
GO:0097159	organic cyclic compound binding	2180	32	49.47	1	1	MF
