cell	UMI_per_cell	total_reads_per_cell	mapped_reads_per_cell	gene_mapped	mapped_reads_per_UMI	sample
WASP0001203	690	2902	3905	1644	5.65942028985507	DS10
WASP0001204	227	1349	1396	499	6.14977973568282	DS10
WASP0001206	164	981	1028	419	6.26829268292683	DS10
WASP0001207	680	3005	4072	1857	5.98823529411765	DS10
WASP0001208	855	3466	4770	2194	5.57894736842105	DS10
WASP0001210	128	592	665	274	5.1953125	DS10
WASP0001211	1584	7647	9841	4363	6.21275252525253	DS10
WASP0001212	533	2132	2892	1323	5.42589118198874	DS10
WASP0001213	587	2753	3527	1537	6.00851788756388	DS10
WASP0001214	92	497	503	198	5.46739130434783	DS10
WASP0001215	571	2777	3406	1438	5.96497373029772	DS10
WASP0001218	272	1746	1738	656	6.38970588235294	DS10
WASP0001219	1305	5373	7413	3360	5.68045977011494	DS10
WASP0001220	1370	6863	8532	3565	6.22773722627737	DS10
WASP0001222	266	1190	1482	654	5.57142857142857	DS10
WASP0001224	482	2725	2924	1203	6.06639004149378	DS10
WASP0001226	36	180	162	59	4.5	DS10
WASP0001227	377	1873	2124	923	5.63395225464191	DS10
WASP0001228	169	693	886	384	5.24260355029586	DS10
WASP0001229	1104	5166	6617	2912	5.99365942028986	DS10
WASP0001232	798	3236	4369	1989	5.4749373433584	DS10
WASP0001233	846	3656	4995	2209	5.90425531914894	DS10
WASP0001234	305	2016	1989	637	6.52131147540984	DS10
WASP0001235	820	3517	4840	2093	5.90243902439024	DS10
WASP0001236	793	3433	4662	1997	5.87894073139975	DS10
WASP0001237	563	2715	3218	1264	5.7158081705151	DS10
WASP0001238	1524	8033	8919	3300	5.85236220472441	DS10
WASP0001239	1611	8738	10320	4212	6.40595903165736	DS10
WASP0001240	443	2298	2764	1066	6.2392776523702	DS10
WASP0001241	325	1427	1776	744	5.46461538461538	DS10
WASP0001242	1094	6602	6631	2455	6.06124314442413	DS10
WASP0001243	391	1570	2211	1006	5.65473145780051	DS10
WASP0001245	240	1226	1425	497	5.9375	DS10
WASP0001246	442	2168	2424	1041	5.4841628959276	DS10
WASP0001247	505	2196	2952	1305	5.84554455445545	DS10
WASP0001248	1033	4937	5902	2379	5.7134559535334	DS10
WASP0001249	647	2885	3824	1688	5.91035548686244	DS10
WASP0001250	307	1425	1640	636	5.34201954397394	DS10
WASP0001251	481	2250	2693	1135	5.5987525987526	DS10
WASP0001252	298	1591	1761	665	5.90939597315436	DS10
WASP0001253	649	2871	3795	1655	5.84745762711864	DS10
WASP0001255	524	2791	3234	1277	6.17175572519084	DS10
WASP0001256	109	471	549	231	5.03669724770642	DS10
WASP0001257	845	3816	4937	2053	5.84260355029586	DS10
WASP0001260	1053	4914	6403	2785	6.08072174738841	DS10
WASP0001261	982	5303	6230	2676	6.34419551934827	DS10
WASP0001263	103	524	554	210	5.37864077669903	DS10
WASP0001265	345	2143	2184	853	6.3304347826087	DS10
WASP0001266	556	2197	3012	1366	5.41726618705036	DS10
WASP0001267	912	4462	5453	2269	5.97916666666667	DS10
WASP0001269	259	1236	1366	605	5.27413127413127	DS10
WASP0001271	180	719	868	372	4.82222222222222	DS10
WASP0001273	272	1188	1494	669	5.49264705882353	DS10
WASP0001274	130	582	718	306	5.52307692307692	DS10
WASP0001275	1547	7677	9351	3960	6.04460245636716	DS10
WASP0001276	304	1433	1757	798	5.7796052631579	DS10
WASP0001277	329	1423	1861	822	5.6565349544073	DS10
WASP0001278	176	768	910	370	5.17045454545455	DS10
WASP0001279	1927	9339	11277	4545	5.85210171250649	DS10
WASP0001280	475	2325	2803	1102	5.90105263157895	DS10
WASP0001281	851	5341	5799	2055	6.81433607520564	DS10
WASP0001282	794	4005	4856	1860	6.11586901763224	DS10
WASP0001284	412	3207	2703	823	6.56067961165049	DS10
WASP0001285	2496	12641	15218	5715	6.09695512820513	DS10
WASP0001286	779	3732	4689	1975	6.01925545571245	DS10
WASP0001288	811	4311	4909	1882	6.05302096177559	DS10
WASP0001290	264	1551	1681	615	6.36742424242424	DS10
WASP0001291	805	3524	4810	2163	5.97515527950311	DS10
WASP0001292	112	501	537	224	4.79464285714286	DS10
WASP0001294	1739	9383	10741	4021	6.17653824036803	DS10
WASP0001295	253	1441	1543	572	6.09881422924901	DS10
WASP0001299	367	2103	2321	801	6.32425068119891	DS10
WASP0001300	1606	8205	9423	3787	5.86737235367372	DS10
WASP0001301	582	2399	3250	1479	5.58419243986254	DS10
WASP0001302	334	1801	1831	709	5.48203592814371	DS10
WASP0001304	420	1755	2284	965	5.43809523809524	DS10
WASP0001305	300	1183	1624	707	5.41333333333333	DS10
WASP0001307	312	2493	2359	682	7.56089743589744	DS10
WASP0001310	303	1347	1746	747	5.76237623762376	DS10
WASP0001311	475	2423	2811	1170	5.91789473684211	DS10
WASP0001312	756	3924	4683	1901	6.19444444444445	DS10
WASP0001313	1758	9155	10215	3913	5.81058020477816	DS10
WASP0001315	523	2475	2938	1235	5.61759082217973	DS10
WASP0001318	376	1704	2311	958	6.14627659574468	DS10
WASP0001319	2176	13561	14211	4825	6.53079044117647	DS10
WASP0001320	87	452	479	197	5.50574712643678	DS10
WASP0001321	712	3594	4371	1737	6.13904494382023	DS10
WASP0001322	353	1583	1941	877	5.4985835694051	DS10
WASP0001323	418	1790	2295	996	5.49043062200957	DS10
WASP0001324	296	1426	1684	703	5.68918918918919	DS10
WASP0001325	1442	6712	8469	3544	5.87309292649099	DS10
WASP0001326	386	2247	2436	968	6.31088082901554	DS10
WASP0001327	1014	5075	5992	2575	5.90927021696253	DS10
WASP0001328	2004	9491	11983	5247	5.97954091816367	DS10
WASP0001329	308	1267	1613	704	5.23701298701299	DS10
WASP0001331	360	1734	2037	776	5.65833333333333	DS10
WASP0001332	25	131	36	14	1.44	DS10
WASP0001333	678	4630	4494	1354	6.6283185840708	DS10
WASP0001334	364	1951	2242	919	6.15934065934066	DS10
WASP0001335	760	3609	4434	1791	5.83421052631579	DS10
WASP0001336	1163	5394	6998	3022	6.01719690455718	DS10
WASP0001337	457	2491	2744	991	6.00437636761488	DS10
WASP0001338	375	1906	2190	846	5.84	DS10
WASP0001339	1163	5644	6622	2534	5.6938950988822	DS10
WASP0001340	785	3488	4368	1977	5.56433121019108	DS10
WASP0001341	583	3011	3528	1403	6.05145797598628	DS10
WASP0001342	1821	10066	11069	4105	6.0785282811642	DS10
WASP0001343	438	1977	2544	1105	5.80821917808219	DS10
WASP0001344	341	1619	1889	767	5.53958944281525	DS10
WASP0001346	699	4025	4036	1675	5.77396280400572	DS10
WASP0001347	155	769	804	343	5.18709677419355	DS10
WASP0001348	333	1943	2145	832	6.44144144144144	DS10
WASP0001349	1500	6583	8799	3912	5.866	DS10
WASP0001350	259	1192	1505	640	5.81081081081081	DS10
WASP0001351	366	1576	1920	835	5.24590163934426	DS10
WASP0001353	1164	5523	6902	3115	5.92955326460481	DS10
WASP0001354	669	4290	4547	1564	6.79671150971599	DS10
WASP0001357	152	883	889	341	5.84868421052632	DS10
WASP0001358	941	3983	5359	2403	5.69500531349628	DS10
WASP0001360	347	1367	1858	833	5.35446685878963	DS10
WASP0001361	659	3583	3970	1467	6.02427921092565	DS10
WASP0001363	619	2457	3418	1574	5.52180936995153	DS10
WASP0001364	2540	10343	14490	6605	5.70472440944882	DS10
WASP0001365	786	3840	4629	1964	5.88931297709924	DS10
WASP0001366	1125	4696	6743	3122	5.99377777777778	DS10
WASP0001367	804	4206	4849	1989	6.03109452736318	DS10
WASP0001368	615	3036	3819	1618	6.20975609756098	DS10
WASP0001369	3001	13830	16860	6657	5.61812729090303	DS10
WASP0001370	711	3759	4398	1647	6.18565400843882	DS10
WASP0001371	466	2413	2833	1058	6.0793991416309	DS10
WASP0001373	448	1976	2672	1109	5.96428571428571	DS10
WASP0001374	353	2271	2072	714	5.86968838526912	DS10
WASP0001375	111	597	644	230	5.8018018018018	DS10
WASP0001377	529	2691	2908	1125	5.49716446124764	DS10
WASP0001378	523	3590	3529	1220	6.74760994263862	DS10
WASP0001383	559	3125	3397	1237	6.07692307692308	DS10
WASP0001384	263	1029	1408	588	5.35361216730038	DS10
WASP0002001	164	688	864	396	5.26829268292683	DS10
WASP0002002	265	997	1284	600	4.84528301886792	DS10
WASP0002004	5	12	1	0	0.2	DS10
WASP0002005	414	2194	2428	944	5.86473429951691	DS10
WASP0002006	1369	6845	8091	3315	5.91015339663988	DS10
WASP0002007	887	3831	5163	2217	5.82074408117249	DS10
WASP0002008	2707	14639	16501	6150	6.09567787218323	DS10
WASP0002009	137	819	883	330	6.44525547445256	DS10
WASP0002010	462	3234	3334	1173	7.21645021645022	DS10
WASP0002011	594	2793	3317	1431	5.58417508417508	DS10
WASP0002012	841	3342	4661	2218	5.54221165279429	DS10
WASP0002013	1110	5639	6680	2729	6.01801801801802	DS10
WASP0002014	1335	7199	8329	3441	6.23895131086142	DS10
WASP0002015	651	3662	3924	1494	6.02764976958525	DS10
WASP0002016	1468	8590	9186	3303	6.2574931880109	DS10
WASP0002017	331	1414	1897	849	5.73111782477341	DS10
WASP0002018	163	922	866	350	5.31288343558282	DS10
WASP0002020	241	1017	1283	592	5.32365145228216	DS10
WASP0002021	979	4417	5286	2323	5.39938712972421	DS10
WASP0002025	691	2750	3663	1642	5.30101302460203	DS10
WASP0002026	1532	6903	8873	3818	5.79177545691906	DS10
WASP0002029	284	1388	1725	806	6.07394366197183	DS10
WASP0002030	162	668	828	368	5.11111111111111	DS10
WASP0002031	264	1342	1442	593	5.46212121212121	DS10
WASP0002033	843	3544	4655	2163	5.52194543297746	DS10
WASP0002035	94	491	475	172	5.0531914893617	DS10
WASP0002036	204	890	1060	466	5.19607843137255	DS10
WASP0002037	230	1125	1387	621	6.0304347826087	DS10
WASP0002039	629	3125	4086	1829	6.49602543720191	DS10
WASP0002040	225	863	1184	550	5.26222222222222	DS10
WASP0002041	593	3392	3746	1504	6.31703204047218	DS10
WASP0002042	123	622	681	271	5.53658536585366	DS10
WASP0002043	681	3067	3967	1774	5.82525697503671	DS10
WASP0002044	1182	6597	7038	2592	5.95431472081218	DS10
WASP0002045	618	2752	3424	1530	5.54045307443366	DS10
WASP0002046	69	343	328	127	4.7536231884058	DS10
WASP0002047	152	676	860	347	5.65789473684211	DS10
WASP0002048	138	635	687	311	4.97826086956522	DS10
WASP0002050	939	5733	5654	2187	6.02129925452609	DS10
WASP0002052	562	2483	3350	1549	5.96085409252669	DS10
WASP0002053	12	79	27	10	2.25	DS10
WASP0002055	516	2178	2771	1299	5.37015503875969	DS10
WASP0002056	752	4027	4442	1764	5.90691489361702	DS10
WASP0002057	1733	12895	13351	3977	7.70398153491056	DS10
WASP0002058	1142	6285	7058	2792	6.18038528896673	DS10
WASP0002059	74	391	363	123	4.90540540540541	DS10
WASP0002060	836	3347	4580	2215	5.47846889952153	DS10
WASP0002061	673	3321	3852	1583	5.72362555720654	DS10
WASP0002063	101	483	572	229	5.66336633663366	DS10
WASP0002066	2995	17458	19190	7143	6.40734557595993	DS10
WASP0002067	80	328	408	180	5.1	DS10
WASP0002068	846	4130	5124	2291	6.05673758865248	DS10
WASP0002069	359	1869	2154	836	6	DS10
WASP0002072	345	3070	2654	766	7.69275362318841	DS10
WASP0002073	286	1545	1713	702	5.98951048951049	DS10
WASP0002075	133	624	681	294	5.1203007518797	DS10
WASP0002078	160	842	999	414	6.24375	DS10
WASP0002079	467	2103	2608	1133	5.58458244111349	DS10
WASP0002080	1223	5080	6762	3063	5.52902698282911	DS10
WASP0002082	1125	6615	6774	2458	6.02133333333333	DS10
WASP0002083	1855	9464	10858	4596	5.8533692722372	DS10
WASP0002085	920	4965	5710	2129	6.20652173913044	DS10
WASP0002086	34	162	135	50	3.97058823529412	DS10
WASP0002088	531	2520	3087	1362	5.8135593220339	DS10
WASP0002089	605	3153	3430	1419	5.66942148760331	DS10
WASP0002090	309	1700	1782	683	5.76699029126214	DS10
WASP0002091	638	3015	3674	1586	5.75862068965517	DS10
WASP0002093	65	318	315	136	4.84615384615385	DS10
WASP0002095	727	5336	4883	1639	6.71664374140303	DS10
WASP0002096	1007	4958	5852	2524	5.81132075471698	DS10
WASP0002097	636	2450	3263	1494	5.13050314465409	DS10
WASP0002100	519	2277	2723	1251	5.24662813102119	DS10
WASP0002102	532	2470	2929	1301	5.50563909774436	DS10
WASP0002103	805	3197	4537	2120	5.6360248447205	DS10
WASP0002104	890	3870	5197	2270	5.83932584269663	DS10
WASP0002107	250	1189	1490	650	5.96	DS10
WASP0002108	253	1184	1450	668	5.73122529644269	DS10
WASP0002110	490	2191	2646	1163	5.4	DS10
WASP0002111	486	2217	2738	1225	5.63374485596708	DS10
WASP0002112	670	2794	3765	1775	5.61940298507463	DS10
WASP0002113	450	2709	2953	1154	6.56222222222222	DS10
WASP0002114	693	2982	3959	1788	5.71284271284271	DS10
WASP0002115	12	60	4	1	0.333333333333333	DS10
WASP0002116	414	1909	2381	967	5.7512077294686	DS10
WASP0002117	305	1328	1675	756	5.49180327868853	DS10
WASP0002118	73	363	378	141	5.17808219178082	DS10
WASP0002119	613	2735	3295	1466	5.37520391517129	DS10
WASP0002121	895	4207	5036	2299	5.6268156424581	DS10
WASP0002122	478	1994	2590	1145	5.418410041841	DS10
WASP0002123	81	471	514	167	6.34567901234568	DS10
WASP0002124	405	2627	2557	912	6.31358024691358	DS10
WASP0002125	1247	6770	7919	3037	6.3504410585405	DS10
WASP0002127	194	864	1040	469	5.36082474226804	DS10
WASP0002128	327	1532	1839	848	5.62385321100917	DS10
WASP0002129	1183	4837	6820	3184	5.76500422654269	DS10
WASP0002131	624	2923	3626	1544	5.81089743589744	DS10
WASP0002133	870	4290	4842	2162	5.56551724137931	DS10
WASP0002134	282	1303	1547	720	5.48581560283688	DS10
WASP0002137	770	3293	4118	1928	5.34805194805195	DS10
WASP0002138	586	2638	3195	1354	5.45221843003413	DS10
WASP0002139	1308	4735	6632	3109	5.07033639143731	DS10
WASP0002140	366	1542	1928	846	5.26775956284153	DS10
WASP0002141	1290	5457	7454	3427	5.77829457364341	DS10
WASP0002143	593	6327	4850	1214	8.1787521079258	DS10
WASP0002144	423	2421	2400	973	5.67375886524823	DS10
WASP0002145	268	1263	1491	688	5.5634328358209	DS10
WASP0002146	999	4852	5992	2571	5.997997997998	DS10
WASP0002149	1439	7145	8166	3385	5.67477414871439	DS10
WASP0002150	306	1811	2056	813	6.71895424836601	DS10
WASP0002151	596	4237	4141	1356	6.94798657718121	DS10
WASP0002152	844	3558	4814	2261	5.70379146919431	DS10
WASP0002156	245	988	1224	566	4.99591836734694	DS10
WASP0002159	83	406	510	216	6.14457831325301	DS10
WASP0002160	537	2543	3137	1387	5.84171322160149	DS10
WASP0002161	270	1227	1545	682	5.72222222222222	DS10
WASP0002163	436	2100	2439	949	5.59403669724771	DS10
WASP0002165	764	3651	4427	1919	5.79450261780105	DS10
WASP0002166	2427	13267	15236	5435	6.27770910589205	DS10
WASP0002167	558	2981	3302	1361	5.91756272401434	DS10
WASP0002168	2491	13407	15469	6257	6.2099558410277	DS10
WASP0002169	609	2617	3291	1454	5.40394088669951	DS10
WASP0002170	736	3060	4320	1949	5.86956521739131	DS10
WASP0002173	1706	9290	10151	3999	5.95017584994138	DS10
WASP0002174	583	2506	3456	1624	5.92795883361921	DS10
WASP0002175	237	1875	1996	594	8.42194092827004	DS10
WASP0002177	168	966	855	347	5.08928571428571	DS10
WASP0002178	403	2150	2289	989	5.67990074441687	DS10
WASP0002179	416	2452	2665	886	6.40625	DS10
WASP0002180	777	3542	4327	1946	5.56885456885457	DS10
WASP0002181	798	4260	4638	1801	5.81203007518797	DS10
WASP0002182	1281	6246	7625	3364	5.95238095238095	DS10
WASP0002183	1143	4798	6529	2997	5.71216097987752	DS10
WASP0002184	1151	9899	8948	2480	7.77410947002606	DS10
WASP0002185	350	2471	2234	822	6.38285714285714	DS10
WASP0002187	2124	11707	12852	4880	6.05084745762712	DS10
WASP0002188	1292	5898	7454	3253	5.76934984520124	DS10
WASP0002189	330	1670	1891	747	5.73030303030303	DS10
WASP0002190	959	3756	5268	2505	5.49322210636079	DS10
WASP0002191	635	3315	3927	1545	6.18425196850394	DS10
WASP0002192	439	2010	2449	1101	5.57858769931663	DS10
WASP0002193	588	2660	3108	1340	5.28571428571429	DS10
WASP0002194	1204	6051	7130	2970	5.921926910299	DS10
WASP0002195	908	3075	3940	1744	4.33920704845815	DS10
WASP0002196	849	4767	5262	2072	6.19787985865724	DS10
WASP0002197	251	1444	1401	521	5.58167330677291	DS10
WASP0002198	627	2560	3498	1621	5.57894736842105	DS10
WASP0002199	340	1757	2019	834	5.93823529411765	DS10
WASP0002200	1250	5412	7050	3243	5.64	DS10
WASP0002202	165	845	926	388	5.61212121212121	DS10
WASP0002203	606	2438	3352	1579	5.53135313531353	DS10
WASP0002204	916	3853	5102	2400	5.56986899563319	DS10
WASP0002205	96	422	455	186	4.73958333333333	DS10
WASP0002207	378	2045	2301	995	6.08730158730159	DS10
WASP0002208	672	2815	3867	1797	5.75446428571429	DS10
WASP0002209	294	1175	1457	662	4.95578231292517	DS10
WASP0002210	414	1791	2294	1052	5.54106280193237	DS10
WASP0002211	291	1380	1632	712	5.60824742268041	DS10
WASP0002212	305	1382	1682	743	5.51475409836066	DS10
WASP0002213	82	430	450	179	5.48780487804878	DS10
WASP0002214	781	3161	4308	2048	5.51600512163893	DS10
WASP0002215	364	1992	2149	863	5.90384615384615	DS10
WASP0002216	821	3508	4901	2202	5.96954933008526	DS10
WASP0002217	1208	6949	7497	2854	6.20612582781457	DS10
WASP0002218	115	480	539	245	4.68695652173913	DS10
WASP0002220	71	328	261	106	3.67605633802817	DS10
WASP0002223	13	57	9	4	0.692307692307692	DS10
WASP0002224	2009	12483	13006	4689	6.47386759581882	DS10
WASP0002225	132	614	672	282	5.09090909090909	DS10
WASP0002226	238	1082	1347	597	5.65966386554622	DS10
WASP0002227	670	4006	4201	1570	6.27014925373134	DS10
WASP0002228	167	685	854	394	5.11377245508982	DS10
WASP0002229	581	2437	2970	1372	5.1118760757315	DS10
WASP0002230	103	469	569	251	5.52427184466019	DS10
WASP0002231	481	2558	2996	1068	6.22869022869023	DS10
WASP0002232	148	884	865	363	5.8445945945946	DS10
WASP0002233	189	1616	1450	426	7.67195767195767	DS10
WASP0002234	1615	9881	9752	3715	6.03839009287926	DS10
WASP0002235	1735	9026	10681	4382	6.15619596541787	DS10
