cell	UMI_per_cell	total_reads_per_cell	mapped_reads_per_cell	gene_mapped	mapped_reads_per_UMI	sample
WASP0001050	404	6006	7214	2782	17.8564356435644	DS50
WASP0001054	3915	51528	71990	30730	18.3882503192848	DS50
WASP0001055	775	10333	14413	6429	18.5974193548387	DS50
WASP0001056	575	8115	10502	4361	18.264347826087	DS50
WASP0001058	361	5125	6743	2926	18.6786703601108	DS50
WASP0001059	437	7987	8090	2422	18.512585812357	DS50
WASP0001060	357	5651	6391	2590	17.9019607843137	DS50
WASP0001061	505	7717	9487	3534	18.7861386138614	DS50
WASP0001062	1814	25552	31966	13144	17.6218302094818	DS50
WASP0001063	760	11048	14068	5671	18.5105263157895	DS50
WASP0001064	2107	30690	36570	14633	17.3564309444708	DS50
WASP0001065	970	15002	18694	7755	19.2721649484536	DS50
WASP0001066	1309	19807	23259	8352	17.768525592055	DS50
WASP0001067	650	9404	11800	4736	18.1538461538462	DS50
WASP0001068	516	7924	9216	3458	17.8604651162791	DS50
WASP0001069	4119	55889	71758	29841	17.4212187424132	DS50
WASP0001070	1397	22570	26602	9876	19.042233357194	DS50
WASP0001071	1004	15576	17411	6380	17.3416334661355	DS50
WASP0001072	1096	15901	20247	8645	18.4735401459854	DS50
WASP0001073	339	6329	6552	2163	19.3274336283186	DS50
WASP0001074	627	10149	10988	3918	17.5247208931419	DS50
WASP0001076	542	9539	9732	3488	17.9557195571956	DS50
WASP0001077	537	7917	9225	3634	17.1787709497207	DS50
WASP0001078	1210	19405	22652	8443	18.7206611570248	DS50
WASP0001079	855	12721	16538	6975	19.3426900584795	DS50
WASP0001080	572	7922	10176	4280	17.7902097902098	DS50
WASP0001081	881	12132	16117	7040	18.2939841089671	DS50
WASP0001082	806	12140	13526	4431	16.7816377171216	DS50
WASP0001084	308	5408	5061	1473	16.4318181818182	DS50
WASP0001085	809	11481	14290	5572	17.663782447466	DS50
WASP0001086	618	7525	9821	4123	15.8915857605178	DS50
WASP0001087	346	4477	6308	2739	18.2312138728324	DS50
WASP0001088	596	9653	10670	4069	17.9026845637584	DS50
WASP0001090	1443	19697	26261	10263	18.1988911988912	DS50
WASP0001091	1645	23441	31032	13119	18.8644376899696	DS50
WASP0001092	1464	20994	24892	9153	17.0027322404372	DS50
WASP0001093	341	5088	5216	1765	15.2961876832845	DS50
WASP0001094	1012	15181	18166	7039	17.9505928853755	DS50
WASP0001095	672	9892	12960	5511	19.2857142857143	DS50
WASP0001096	357	5672	6383	2265	17.8795518207283	DS50
WASP0001097	1783	22846	29617	12636	16.6107683679192	DS50
WASP0001098	2887	44663	51829	21082	17.9525458953931	DS50
WASP0001099	235	3525	4202	1747	17.8808510638298	DS50
WASP0001100	386	5078	5874	2163	15.2176165803109	DS50
WASP0001101	212	2622	3208	1339	15.1320754716981	DS50
WASP0001102	283	4577	4753	1580	16.7950530035336	DS50
WASP0001103	210	2912	3228	1159	15.3714285714286	DS50
WASP0001105	1528	22299	29146	12530	19.0746073298429	DS50
WASP0001106	1134	17135	20984	8403	18.5044091710758	DS50
WASP0001107	1652	28991	31697	11568	19.1870460048426	DS50
WASP0001108	3094	42227	52898	21814	17.0969618616677	DS50
WASP0001109	687	12942	13714	4566	19.962154294032	DS50
WASP0001112	2455	32479	45448	19599	18.5124236252546	DS50
WASP0001113	653	10107	11579	4734	17.7320061255743	DS50
WASP0001114	1094	17024	19730	7541	18.0347349177331	DS50
WASP0001116	903	15612	17049	6939	18.8803986710963	DS50
WASP0001117	850	10990	14635	6437	17.2176470588235	DS50
WASP0001118	1117	18128	20364	7163	18.230975828111	DS50
WASP0001119	614	11841	11614	3057	18.9153094462541	DS50
WASP0001120	1982	29769	37250	14910	18.7941473259334	DS50
WASP0001121	261	3904	3766	1244	14.4291187739464	DS50
WASP0001122	3967	54660	68755	28766	17.3317368288379	DS50
WASP0001123	444	7664	8036	2668	18.0990990990991	DS50
WASP0001124	414	5128	6871	2769	16.5966183574879	DS50
WASP0001125	708	9535	12562	5386	17.7429378531073	DS50
WASP0001126	1846	33562	36096	13638	19.5536294691224	DS50
WASP0001127	451	6336	7999	3630	17.7361419068736	DS50
WASP0001128	48	551	329	133	6.85416666666667	DS50
WASP0001130	1282	28283	28169	9029	21.9726989079563	DS50
WASP0001131	324	4447	5054	2138	15.5987654320988	DS50
WASP0001133	2344	50936	45085	13868	19.2342150170648	DS50
WASP0001134	408	6434	7393	2766	18.1200980392157	DS50
WASP0001136	867	12717	15602	6751	17.9953863898501	DS50
WASP0001138	719	11339	12095	4237	16.8219749652295	DS50
WASP0001139	361	5189	6773	2557	18.7617728531856	DS50
WASP0001141	2543	43666	47247	17954	18.57923712151	DS50
WASP0001142	2420	35190	41860	17713	17.297520661157	DS50
WASP0001143	1244	18874	23998	9796	19.2909967845659	DS50
WASP0001144	1422	21372	25890	10548	18.2067510548523	DS50
WASP0001145	632	9413	11600	4981	18.3544303797468	DS50
WASP0001146	458	7597	7988	3012	17.4410480349345	DS50
WASP0001147	301	5394	5040	1735	16.7441860465116	DS50
WASP0001148	1048	18777	19255	6554	18.3730916030534	DS50
WASP0001149	2535	33607	44462	18925	17.5392504930966	DS50
WASP0001151	507	8727	8769	3113	17.2958579881657	DS50
WASP0001152	186	5321	3747	792	20.1451612903226	DS50
WASP0001153	2334	30621	40442	16626	17.3273350471294	DS50
WASP0001155	1688	24262	32017	14288	18.9674170616114	DS50
WASP0001157	2019	27376	37718	16502	18.6815255076771	DS50
WASP0001158	529	6336	8193	3592	15.4877126654064	DS50
WASP0001159	729	10104	15229	7097	20.8902606310014	DS50
WASP0001161	512	6926	9554	4387	18.66015625	DS50
WASP0001165	445	6814	7903	3385	17.7595505617978	DS50
WASP0001166	439	6886	7650	3032	17.4259681093394	DS50
WASP0001169	394	5614	6703	2796	17.01269035533	DS50
WASP0001170	822	11811	15790	6979	19.2092457420925	DS50
WASP0001171	1363	22730	26683	11109	19.5766691122524	DS50
WASP0001172	715	10796	11691	4220	16.351048951049	DS50
WASP0001174	692	9472	12911	5718	18.6575144508671	DS50
WASP0001178	310	4579	5546	2314	17.8903225806452	DS50
WASP0001179	705	9208	12762	5742	18.1021276595745	DS50
WASP0001181	1002	11656	17376	8075	17.3413173652695	DS50
WASP0001182	375	6180	6778	2413	18.0746666666667	DS50
WASP0001183	748	12393	14598	5812	19.5160427807487	DS50
WASP0001184	356	4801	6454	2784	18.1292134831461	DS50
WASP0001185	578	8019	9494	4171	16.4256055363322	DS50
WASP0001186	978	13811	17119	6882	17.5040899795501	DS50
WASP0001187	282	5032	5583	2180	19.7978723404255	DS50
WASP0001189	623	7597	11101	5066	17.8186195826645	DS50
WASP0001190	1055	15071	18843	7645	17.860663507109	DS50
WASP0001191	219	3198	3591	1385	16.3972602739726	DS50
WASP0001192	1441	21999	28110	11724	19.5072866065232	DS50
WASP0001193	291	5056	4915	1495	16.8900343642612	DS50
WASP0001196	713	11022	12497	4727	17.5273492286115	DS50
WASP0001198	831	11623	14454	6006	17.3935018050542	DS50
WASP0001199	702	10955	13247	4841	18.8703703703704	DS50
WASP0001200	152	2054	2447	1031	16.0986842105263	DS50
WASP0001201	300	4259	5680	2511	18.9333333333333	DS50
WASP0001202	749	11326	13617	5497	18.1802403204272	DS50
WASP0001203	1134	15015	19595	8093	17.2795414462081	DS50
WASP0001204	373	6699	6607	2175	17.7131367292225	DS50
WASP0001206	268	5011	4780	1869	17.8358208955224	DS50
WASP0001207	1050	14593	19525	8685	18.5952380952381	DS50
WASP0001208	1278	17278	23446	10578	18.3458528951487	DS50
WASP0001210	201	3057	3208	1255	15.9601990049751	DS50
WASP0001211	2502	37591	47869	20709	19.1322941646683	DS50
WASP0001212	776	10680	14506	6449	18.6932989690722	DS50
WASP0001213	940	13476	16676	7098	17.7404255319149	DS50
WASP0001214	152	2496	2471	930	16.2565789473684	DS50
WASP0001215	848	13594	16426	6733	19.3702830188679	DS50
WASP0001218	429	9200	8806	3142	20.5268065268065	DS50
WASP0001219	1927	26603	37489	16787	19.4545926310327	DS50
WASP0001220	2157	35607	42087	17122	19.5118219749652	DS50
WASP0001222	395	5644	7018	3046	17.7670886075949	DS50
WASP0001224	766	13451	14397	5625	18.7950391644909	DS50
WASP0001226	65	973	769	262	11.8307692307692	DS50
WASP0001227	574	9401	10145	4124	17.6742160278746	DS50
WASP0001228	246	3611	4564	1886	18.5528455284553	DS50
WASP0001229	1604	25435	31857	13662	19.8609725685786	DS50
WASP0001232	1205	15939	21284	9537	17.6630705394191	DS50
WASP0001233	1256	18756	24532	10688	19.531847133758	DS50
WASP0001234	484	10050	9586	2822	19.8057851239669	DS50
WASP0001235	1323	18162	23514	9987	17.7732426303855	DS50
WASP0001236	1211	17315	22785	9602	18.8150289017341	DS50
WASP0001237	869	13824	15741	5937	18.1139240506329	DS50
WASP0001238	2650	39645	43414	15314	16.382641509434	DS50
WASP0001239	2676	43628	50556	19654	18.8923766816144	DS50
WASP0001240	689	11796	13102	4812	19.0159651669086	DS50
WASP0001241	491	7234	8974	3610	18.2769857433809	DS50
WASP0001242	1754	32722	31783	11069	18.1202964652224	DS50
WASP0001243	611	7996	11176	4998	18.291325695581	DS50
WASP0001245	433	6687	7242	2367	16.7251732101617	DS50
WASP0001246	677	10376	11875	4963	17.5406203840473	DS50
WASP0001247	796	10857	14318	6048	17.9874371859296	DS50
WASP0001248	1677	25067	29587	11479	17.6428145497913	DS50
WASP0001249	1001	14318	18493	7895	18.4745254745255	DS50
WASP0001250	512	7214	8111	2908	15.841796875	DS50
WASP0001251	749	11228	13122	5355	17.5193591455274	DS50
WASP0001252	467	7958	8643	3172	18.5074946466809	DS50
WASP0001253	1012	14059	18575	7967	18.354743083004	DS50
WASP0001255	810	13596	15623	6019	19.2876543209877	DS50
WASP0001256	178	2648	2877	1150	16.1629213483146	DS50
WASP0001257	1359	19564	24479	9869	18.0125091979397	DS50
WASP0001260	1687	24631	30535	12882	18.1001778304683	DS50
WASP0001261	1573	26005	30537	12718	19.4132231404959	DS50
WASP0001263	171	2806	2716	963	15.8830409356725	DS50
WASP0001265	538	10233	10553	3932	19.6152416356877	DS50
WASP0001266	829	11014	14844	6506	17.9059107358263	DS50
WASP0001267	1438	21813	26042	10502	18.1098748261474	DS50
WASP0001269	432	6092	6872	2919	15.9074074074074	DS50
WASP0001271	271	3419	4057	1692	14.970479704797	DS50
WASP0001273	428	6195	7342	3172	17.1542056074766	DS50
WASP0001274	185	2800	3355	1345	18.1351351351351	DS50
WASP0001275	2365	37830	45774	19005	19.3547568710359	DS50
WASP0001276	443	7010	8426	3676	19.020316027088	DS50
WASP0001277	500	6924	9008	3889	18.016	DS50
WASP0001278	280	3952	4437	1785	15.8464285714286	DS50
WASP0001279	3161	46395	56153	21765	17.7643150901613	DS50
WASP0001280	741	11472	13366	4954	18.0377867746289	DS50
WASP0001281	1364	26747	28165	9449	20.6488269794721	DS50
WASP0001282	1309	20413	23471	8412	17.9304812834225	DS50
WASP0001284	695	15769	13260	3792	19.0791366906475	DS50
WASP0001285	4075	63140	72567	25444	17.8078527607362	DS50
WASP0001286	1274	18316	22393	9092	17.5769230769231	DS50
WASP0001288	1302	21448	23978	8634	18.4162826420891	DS50
WASP0001290	434	8040	7847	2656	18.0806451612903	DS50
WASP0001291	1267	17226	24152	10712	19.0623520126283	DS50
WASP0001292	205	2478	2547	984	12.4243902439024	DS50
WASP0001294	2786	46588	50262	17752	18.0409188801149	DS50
WASP0001295	397	7295	7336	2582	18.4785894206549	DS50
WASP0001299	626	10674	11005	3493	17.5798722044728	DS50
WASP0001300	2581	40520	44390	16532	17.1987601704766	DS50
WASP0001301	903	11625	16317	7338	18.0697674418605	DS50
WASP0001302	501	8890	8806	3185	17.5768463073852	DS50
WASP0001304	642	8546	10926	4418	17.018691588785	DS50
WASP0001305	428	5934	7783	3353	18.1845794392523	DS50
WASP0001307	520	12116	10927	2759	21.0134615384615	DS50
WASP0001310	449	6693	8634	3605	19.2293986636971	DS50
WASP0001311	766	11790	13751	5543	17.9516971279373	DS50
WASP0001312	1230	19230	22094	8352	17.9626016260163	DS50
WASP0001313	3024	45920	49174	17810	16.2612433862434	DS50
WASP0001315	827	12484	14430	5831	17.4486094316808	DS50
WASP0001318	608	8850	11226	4453	18.4638157894737	DS50
WASP0001319	3707	66502	67229	20640	18.1356892365794	DS50
WASP0001320	154	2058	2274	907	14.7662337662338	DS50
WASP0001321	1169	17763	21525	8154	18.4131736526946	DS50
WASP0001322	555	7455	9257	4026	16.6792792792793	DS50
WASP0001323	638	9216	11631	4929	18.230407523511	DS50
WASP0001324	448	7456	8298	3322	18.5223214285714	DS50
WASP0001325	2248	33523	41366	16747	18.4012455516014	DS50
WASP0001326	595	10782	11755	4523	19.7563025210084	DS50
WASP0001327	1577	25646	29681	12365	18.8211794546607	DS50
WASP0001328	3177	47517	58311	24620	18.3541076487252	DS50
WASP0001329	507	6421	8272	3505	16.3155818540434	DS50
WASP0001331	595	8341	9700	3461	16.3025210084034	DS50
WASP0001332	35	660	202	51	5.77142857142857	DS50
WASP0001333	1208	22924	21481	5632	17.7822847682119	DS50
WASP0001334	601	9889	10753	4121	17.891846921797	DS50
WASP0001335	1257	18228	21402	8200	17.0262529832936	DS50
WASP0001336	1846	26725	34080	14333	18.4615384615385	DS50
WASP0001337	759	12852	13440	4474	17.7075098814229	DS50
WASP0001338	624	9183	10698	3914	17.1442307692308	DS50
WASP0001339	1904	29071	32127	11451	16.8734243697479	DS50
WASP0001340	1207	17646	21480	9523	17.7961888980945	DS50
WASP0001341	969	15927	17243	6511	17.7946336429309	DS50
WASP0001342	3072	52164	53929	18540	17.5550130208333	DS50
WASP0001343	683	9730	12084	5088	17.692532942899	DS50
WASP0001344	529	8307	9287	3607	17.5557655954631	DS50
WASP0001346	1124	20380	19810	7985	17.6245551601424	DS50
WASP0001347	257	3747	4000	1609	15.5642023346304	DS50
WASP0001348	581	10171	10667	3887	18.3597246127367	DS50
WASP0001349	2326	32929	44234	19278	19.0171969045572	DS50
WASP0001350	384	5964	6997	2726	18.2213541666667	DS50
WASP0001351	563	7805	9670	4141	17.1758436944938	DS50
WASP0001353	1752	27442	33812	15015	19.2990867579909	DS50
WASP0001354	1138	21618	22071	7119	19.3945518453427	DS50
WASP0001357	254	4638	4249	1517	16.7283464566929	DS50
WASP0001358	1446	19305	26079	11339	18.0352697095436	DS50
WASP0001360	618	7247	9374	4070	15.168284789644	DS50
WASP0001361	1079	17853	19098	6587	17.6997219647822	DS50
WASP0001363	978	12476	16680	7620	17.0552147239264	DS50
WASP0001364	3861	51755	72097	32271	18.6731416731417	DS50
WASP0001365	1308	19258	23211	9525	17.7454128440367	DS50
WASP0001366	1652	23167	34320	15683	20.7748184019371	DS50
WASP0001367	1270	20906	23970	9603	18.8740157480315	DS50
WASP0001368	946	14874	18230	7467	19.2706131078224	DS50
WASP0001369	5130	68917	81275	30417	15.8430799220273	DS50
WASP0001370	1202	18975	21257	7391	17.6846921797005	DS50
WASP0001371	752	12238	13453	4659	17.8896276595745	DS50
WASP0001373	713	10090	12665	5114	17.7629733520337	DS50
WASP0001374	592	11251	9746	3155	16.4628378378378	DS50
WASP0001375	182	3113	3289	1107	18.0714285714286	DS50
WASP0001377	860	13576	13997	5021	16.2755813953488	DS50
WASP0001378	862	18371	16840	5196	19.5359628770302	DS50
WASP0001383	928	15766	16753	5651	18.0528017241379	DS50
WASP0001384	453	5348	6819	2746	15.0529801324503	DS50
WASP0002001	265	3404	4339	1987	16.3735849056604	DS50
WASP0002002	434	4979	6357	2939	14.647465437788	DS50
WASP0002004	10	83	7	3	0.7	DS50
WASP0002005	738	11213	12501	4789	16.9390243902439	DS50
WASP0002006	2317	33814	40119	16259	17.3150625809236	DS50
WASP0002007	1455	19174	25746	11016	17.6948453608247	DS50
WASP0002008	4774	73467	83119	30706	17.4107666527021	DS50
WASP0002009	260	4189	4350	1542	16.7307692307692	DS50
WASP0002010	822	16372	16348	5682	19.8880778588808	DS50
WASP0002011	1010	14768	16613	7032	16.4485148514852	DS50
WASP0002012	1340	16297	23313	10992	17.3977611940299	DS50
WASP0002013	1898	27973	32882	13281	17.3245521601686	DS50
WASP0002014	2303	35958	39861	15978	17.308293530178	DS50
WASP0002015	1160	17704	19024	7039	16.4	DS50
WASP0002016	2613	43044	46132	16607	17.6548029085343	DS50
WASP0002017	532	7419	9613	4166	18.0695488721805	DS50
WASP0002018	297	4742	4506	1803	15.1717171717172	DS50
WASP0002020	395	5356	6622	3044	16.7645569620253	DS50
WASP0002021	1555	21346	25770	11149	16.572347266881	DS50
WASP0002025	1129	14439	18431	8193	16.3250664304694	DS50
WASP0002026	2683	35011	45340	19440	16.8989936638092	DS50
WASP0002029	458	6513	8295	3821	18.1113537117904	DS50
WASP0002030	242	3249	3922	1701	16.2066115702479	DS50
WASP0002031	471	6792	7452	3029	15.8216560509554	DS50
WASP0002033	1450	17578	23526	10801	16.2248275862069	DS50
WASP0002035	161	2215	2396	876	14.8819875776398	DS50
WASP0002036	339	4614	5204	2194	15.3510324483776	DS50
WASP0002037	419	5466	6757	2972	16.126491646778	DS50
WASP0002039	1073	15470	20581	9194	19.1808014911463	DS50
WASP0002040	365	4478	5771	2667	15.8109589041096	DS50
WASP0002041	1042	16968	18851	7531	18.0911708253359	DS50
WASP0002042	212	3065	3302	1311	15.5754716981132	DS50
WASP0002043	1102	14836	19715	8730	17.8901996370236	DS50
WASP0002044	2231	33939	35356	12701	15.8476019722098	DS50
WASP0002045	1035	13880	17759	7880	17.1584541062802	DS50
WASP0002046	116	1705	1600	599	13.7931034482759	DS50
WASP0002047	268	3656	4475	1749	16.6977611940299	DS50
WASP0002048	256	3236	3358	1490	13.1171875	DS50
WASP0002050	1746	28749	28290	10591	16.2027491408935	DS50
WASP0002052	906	12515	16195	7340	17.8752759381898	DS50
WASP0002053	16	289	117	45	7.3125	DS50
WASP0002055	868	11032	14463	6739	16.6624423963134	DS50
WASP0002056	1318	20644	22567	8907	17.1221547799697	DS50
WASP0002057	3384	63954	65642	19454	19.3977541371158	DS50
WASP0002058	2040	31067	35152	13678	17.2313725490196	DS50
WASP0002059	136	2083	1915	640	14.0808823529412	DS50
WASP0002060	1314	16512	22304	10672	16.9741248097413	DS50
WASP0002061	1176	15799	18335	7342	15.5909863945578	DS50
WASP0002063	182	2499	2944	1167	16.1758241758242	DS50
WASP0002066	5537	87125	95967	35377	17.331948708687	DS50
WASP0002067	143	1697	2152	926	15.0489510489511	DS50
WASP0002068	1370	20091	24293	10611	17.7321167883212	DS50
WASP0002069	594	9423	10560	4129	17.7777777777778	DS50
WASP0002072	735	15858	13420	3854	18.2585034013605	DS50
WASP0002073	504	7492	8438	3427	16.7420634920635	DS50
WASP0002075	222	3070	3306	1401	14.8918918918919	DS50
WASP0002078	269	3980	4318	1745	16.0520446096654	DS50
WASP0002079	769	10470	13577	5947	17.6553966189857	DS50
WASP0002080	2077	26402	34483	15491	16.6023110255176	DS50
WASP0002082	2018	33203	33438	11798	16.5698711595639	DS50
WASP0002083	3145	48154	53985	22328	17.1653418124006	DS50
WASP0002085	1668	25613	28579	10500	17.1336930455636	DS50
WASP0002086	58	822	651	250	11.2241379310345	DS50
WASP0002088	850	12631	15307	6635	18.0082352941176	DS50
WASP0002089	1038	15961	17256	6962	16.6242774566474	DS50
WASP0002090	555	8422	8788	3284	15.8342342342342	DS50
WASP0002091	1090	15515	18719	8027	17.1733944954128	DS50
WASP0002093	112	1379	1496	627	13.3571428571429	DS50
WASP0002095	1307	27084	24087	7880	18.4292272379495	DS50
WASP0002096	1636	23931	28463	12006	17.3979217603912	DS50
WASP0002097	1108	12537	15650	7005	14.1245487364621	DS50
WASP0002100	879	11324	14255	6462	16.2172923777019	DS50
WASP0002102	867	11785	13718	5812	15.8223760092272	DS50
WASP0002103	1274	16693	22919	10693	17.9897959183673	DS50
WASP0002104	1506	19735	25536	11074	16.9561752988048	DS50
WASP0002107	421	5945	7452	3204	17.7007125890736	DS50
WASP0002108	445	6031	7218	3259	16.2202247191011	DS50
WASP0002110	820	10434	12887	5544	15.7158536585366	DS50
WASP0002111	784	10938	14229	6317	18.1492346938776	DS50
WASP0002112	1107	14477	19066	8875	17.223125564589	DS50
WASP0002113	795	13946	14665	5662	18.4465408805031	DS50
WASP0002114	1151	15348	19851	8920	17.24674196351	DS50
WASP0002115	22	295	30	12	1.36363636363636	DS50
WASP0002116	751	9572	12079	4935	16.0838881491345	DS50
WASP0002117	515	6616	8841	3935	17.1669902912621	DS50
WASP0002118	138	1838	1783	622	12.9202898550725	DS50
WASP0002119	1013	14078	16432	7183	16.2211253701876	DS50
WASP0002121	1424	20425	24577	11139	17.2591292134831	DS50
WASP0002122	833	9938	13155	5746	15.7923169267707	DS50
WASP0002123	137	2348	2523	814	18.4160583941606	DS50
WASP0002124	781	12731	13196	4836	16.8962868117798	DS50
WASP0002125	2197	33619	39732	15124	18.0846609012289	DS50
WASP0002127	344	4572	5340	2419	15.5232558139535	DS50
WASP0002128	520	7467	9346	4311	17.9730769230769	DS50
WASP0002129	1861	24098	33299	15277	17.8930682428802	DS50
WASP0002131	1073	14666	17742	7374	16.5349487418453	DS50
WASP0002133	1472	21131	24244	10733	16.4701086956522	DS50
WASP0002134	468	6328	7496	3456	16.017094017094	DS50
WASP0002137	1285	16015	20808	9605	16.1929961089494	DS50
WASP0002138	1004	13406	16386	6950	16.3207171314741	DS50
WASP0002139	2123	24243	33958	15826	15.9952896844089	DS50
WASP0002140	611	7892	9687	4242	15.8543371522095	DS50
WASP0002141	2094	27219	36063	16255	17.2220630372493	DS50
WASP0002143	1167	31078	23782	5761	20.3787489288775	DS50
WASP0002144	733	11769	11701	4638	15.9631650750341	DS50
WASP0002145	483	6642	7587	3461	15.7080745341615	DS50
WASP0002146	1638	23747	28803	12229	17.5842490842491	DS50
WASP0002149	2511	36441	40556	16498	16.1513341298288	DS50
WASP0002150	533	8900	9924	3886	18.6191369606004	DS50
WASP0002151	1143	20923	20132	6451	17.6132983377078	DS50
WASP0002152	1384	17830	23347	10820	16.8692196531792	DS50
WASP0002156	424	5195	6396	2868	15.0849056603774	DS50
WASP0002159	144	1972	2431	1020	16.8819444444444	DS50
WASP0002160	871	12347	14909	6424	17.1171067738232	DS50
WASP0002161	464	6396	7580	3310	16.3362068965517	DS50
WASP0002163	732	10858	12584	4951	17.1912568306011	DS50
WASP0002165	1329	17985	21593	9180	16.247554552295	DS50
WASP0002166	4458	66170	76799	27596	17.2272319425751	DS50
WASP0002167	931	14824	16682	6760	17.9183673469388	DS50
WASP0002168	4166	66188	76029	30373	18.2498799807969	DS50
WASP0002169	1028	12802	15995	6962	15.5593385214008	DS50
WASP0002170	1212	15957	21542	9622	17.7739273927393	DS50
WASP0002173	2984	46666	50098	19307	16.7888739946381	DS50
WASP0002174	920	12561	16564	7709	18.004347826087	DS50
WASP0002175	451	9347	10170	3004	22.549889135255	DS50
WASP0002177	305	5099	4297	1747	14.0885245901639	DS50
WASP0002178	721	10500	11456	4858	15.8890429958391	DS50
WASP0002179	821	12438	13394	4465	16.3142509135201	DS50
WASP0002180	1317	17720	21192	9379	16.0911161731207	DS50
WASP0002181	1404	21697	23882	9258	17.0099715099715	DS50
WASP0002182	2108	30557	37196	16222	17.6451612903226	DS50
WASP0002183	1872	24797	33020	14982	17.6388888888889	DS50
WASP0002184	2272	50512	45027	12349	19.8182218309859	DS50
WASP0002185	656	12547	11339	4177	17.2850609756098	DS50
WASP0002187	3699	58417	63339	23578	17.1232765612328	DS50
WASP0002188	2215	29725	37473	16326	16.9178329571106	DS50
WASP0002189	591	8431	9738	3791	16.4771573604061	DS50
WASP0002190	1574	18186	25164	11857	15.987293519695	DS50
WASP0002191	1096	16481	19452	7601	17.7481751824818	DS50
WASP0002192	772	10038	12125	5433	15.7059585492228	DS50
WASP0002193	1009	13044	15547	6559	15.408325074331	DS50
WASP0002194	2029	29835	35098	14319	17.2981764415968	DS50
WASP0002195	1636	15551	19826	8754	12.1185819070905	DS50
WASP0002196	1519	23693	26378	10326	17.3653719552337	DS50
WASP0002197	487	7167	7044	2604	14.4640657084189	DS50
WASP0002198	1071	12744	17359	8011	16.2082166199813	DS50
WASP0002199	595	9282	10259	4202	17.2420168067227	DS50
WASP0002200	2117	28517	36297	16629	17.1454888993859	DS50
WASP0002202	283	4117	4643	1896	16.4063604240283	DS50
WASP0002203	974	12129	16606	7719	17.0492813141684	DS50
WASP0002204	1500	18990	24706	11466	16.4706666666667	DS50
WASP0002205	168	2260	2334	956	13.8928571428571	DS50
WASP0002207	669	10014	11500	4991	17.1898355754858	DS50
WASP0002208	1062	14051	18625	8529	17.5376647834275	DS50
WASP0002209	460	6326	7426	3395	16.1434782608696	DS50
WASP0002210	686	9090	11821	5392	17.231778425656	DS50
WASP0002211	494	6771	8079	3442	16.3542510121458	DS50
WASP0002212	526	6815	8233	3524	15.6520912547529	DS50
WASP0002213	137	2079	2148	795	15.6788321167883	DS50
WASP0002214	1306	15756	21389	10040	16.3774885145482	DS50
WASP0002215	596	9237	9972	3937	16.7315436241611	DS50
WASP0002216	1300	17952	24480	10865	18.8307692307692	DS50
WASP0002217	2114	33385	35808	13239	16.9385052034059	DS50
