cell	UMI_per_cell	total_reads_per_cell	mapped_reads_per_cell	gene_mapped	mapped_reads_per_UMI	sample
WASP0001147	239	2104	2040	734	8.53556485355649	DS20
WASP0001148	826	7487	7964	2858	9.64164648910412	DS20
WASP0001149	1996	13432	18041	7851	9.03857715430862	DS20
WASP0001151	392	3362	3610	1369	9.20918367346939	DS20
WASP0001152	132	2295	1600	382	12.1212121212121	DS20
WASP0001153	1797	12215	16259	6824	9.04785754034502	DS20
WASP0001155	1343	9674	12764	5732	9.50409530900968	DS20
WASP0001157	1610	10768	15244	6780	9.46832298136646	DS20
WASP0001158	414	2594	3427	1538	8.27777777777778	DS20
WASP0001159	601	4119	6201	2899	10.3178036605657	DS20
WASP0001161	431	2797	3797	1757	8.80974477958237	DS20
WASP0001165	335	2767	3258	1419	9.72537313432836	DS20
WASP0001166	339	2813	3109	1272	9.17109144542773	DS20
WASP0001169	328	2260	2732	1171	8.32926829268293	DS20
WASP0001170	664	4692	6321	2842	9.51957831325301	DS20
WASP0001171	1101	9214	11010	4667	10	DS20
WASP0001172	532	4286	4718	1760	8.86842105263158	DS20
WASP0001174	557	3759	5306	2391	9.52603231597846	DS20
WASP0001178	244	1852	2235	960	9.15983606557377	DS20
WASP0001179	575	3693	5174	2349	8.99826086956522	DS20
WASP0001181	824	4813	7157	3370	8.68567961165049	DS20
WASP0001182	284	2437	2726	1020	9.59859154929577	DS20
WASP0001183	619	5023	6013	2474	9.7140549273021	DS20
WASP0001184	295	1961	2576	1129	8.73220338983051	DS20
WASP0001185	460	3219	3982	1775	8.65652173913044	DS20
WASP0001186	787	5559	6897	2845	8.76365946632783	DS20
WASP0001187	226	2025	2305	919	10.1991150442478	DS20
WASP0001189	489	3069	4524	2082	9.25153374233129	DS20
WASP0001190	829	6108	7812	3252	9.42340168878166	DS20
WASP0001191	185	1353	1459	593	7.88648648648649	DS20
WASP0001192	1147	8845	11554	4899	10.0732345248474	DS20
WASP0001193	223	2032	2052	684	9.20179372197309	DS20
WASP0001196	567	4467	5215	2039	9.19753086419753	DS20
WASP0001198	659	4644	5969	2563	9.05766312594841	DS20
WASP0001199	556	4414	5365	2017	9.64928057553957	DS20
WASP0001200	118	820	999	431	8.46610169491525	DS20
WASP0001201	243	1681	2281	1022	9.38683127572016	DS20
WASP0001202	606	4609	5688	2356	9.38613861386139	DS20
WASP0001203	881	5907	7906	3323	8.9738933030647	DS20
WASP0001204	289	2701	2763	990	9.56055363321799	DS20
WASP0001206	207	2016	1990	801	9.61352657004831	DS20
WASP0001207	834	5881	7906	3565	9.47961630695444	DS20
WASP0001208	1038	6943	9484	4334	9.13680154142582	DS20
WASP0001210	162	1247	1347	534	8.31481481481482	DS20
WASP0001211	1914	15105	19306	8463	10.0867293625914	DS20
WASP0001212	637	4286	5800	2617	9.10518053375196	DS20
WASP0001213	747	5417	6843	2955	9.16064257028112	DS20
WASP0001214	109	1038	1015	388	9.31192660550459	DS20
WASP0001215	685	5509	6694	2780	9.77226277372263	DS20
WASP0001218	351	3583	3507	1311	9.99145299145299	DS20
WASP0001219	1571	10537	14914	6725	9.493316359007	DS20
WASP0001220	1694	13964	16846	6928	9.94451003541913	DS20
WASP0001222	319	2333	2916	1276	9.141065830721	DS20
WASP0001224	595	5512	5908	2384	9.92941176470588	DS20
WASP0001226	51	387	322	114	6.31372549019608	DS20
WASP0001227	448	3736	4182	1757	9.33482142857143	DS20
WASP0001228	201	1461	1801	759	8.96019900497512	DS20
WASP0001229	1325	10048	12869	5589	9.71245283018868	DS20
WASP0001232	952	6415	8566	3861	8.99789915966387	DS20
WASP0001233	1025	7427	9895	4348	9.65365853658537	DS20
WASP0001234	389	4073	3965	1252	10.1928020565553	DS20
WASP0001235	1010	7167	9625	4159	9.52970297029703	DS20
WASP0001236	985	6987	9259	3975	9.4	DS20
WASP0001237	698	5467	6461	2538	9.25644699140401	DS20
WASP0001238	2000	15958	17749	6514	8.8745	DS20
WASP0001239	2065	17422	20348	8068	9.85375302663438	DS20
WASP0001240	523	4666	5371	2035	10.2695984703633	DS20
WASP0001241	385	2967	3697	1522	9.6025974025974	DS20
WASP0001242	1358	13188	13075	4748	9.62812960235641	DS20
WASP0001243	482	3110	4427	2006	9.18464730290456	DS20
WASP0001245	323	2488	2888	1001	8.94117647058824	DS20
WASP0001246	540	4199	4784	2041	8.85925925925926	DS20
WASP0001247	612	4370	5828	2515	9.52287581699346	DS20
WASP0001248	1331	10028	11972	4763	8.99474079639369	DS20
WASP0001249	815	5794	7553	3299	9.26748466257669	DS20
WASP0001250	393	2906	3331	1255	8.47582697201018	DS20
WASP0001251	585	4441	5241	2163	8.95897435897436	DS20
WASP0001252	349	3187	3446	1288	9.87392550143266	DS20
WASP0001253	824	5747	7647	3316	9.28033980582524	DS20
WASP0001255	647	5590	6431	2525	9.93972179289026	DS20
WASP0001256	144	1017	1188	492	8.25	DS20
WASP0001257	1069	7821	10028	4130	9.38072965388213	DS20
WASP0001260	1303	9929	12535	5384	9.62010744435917	DS20
WASP0001261	1240	10497	12254	5217	9.88225806451613	DS20
WASP0001263	135	1087	1087	401	8.05185185185185	DS20
WASP0001265	433	4180	4412	1727	10.189376443418	DS20
WASP0001266	646	4380	6044	2701	9.35603715170279	DS20
WASP0001267	1121	8923	10757	4417	9.59589652096343	DS20
WASP0001269	333	2440	2770	1202	8.31831831831832	DS20
WASP0001271	219	1398	1683	704	7.68493150684932	DS20
WASP0001273	331	2467	2984	1312	9.01510574018127	DS20
WASP0001274	158	1152	1430	593	9.05063291139241	DS20
WASP0001275	1886	15077	18517	7846	9.81813361611877	DS20
WASP0001276	362	2860	3518	1566	9.7182320441989	DS20
WASP0001277	399	2713	3604	1585	9.03258145363409	DS20
WASP0001278	221	1537	1751	708	7.92307692307692	DS20
WASP0001279	2428	18474	22399	8929	9.22528830313015	DS20
WASP0001280	569	4665	5412	2072	9.51142355008787	DS20
WASP0001281	1083	10728	11610	4050	10.7202216066482	DS20
WASP0001282	1033	8056	9478	3517	9.17521781219748	DS20
WASP0001284	520	6374	5327	1577	10.2442307692308	DS20
WASP0001285	3156	25456	29898	10921	9.47338403041825	DS20
WASP0001286	1008	7422	9215	3844	9.14186507936508	DS20
WASP0001288	1030	8520	9688	3633	9.40582524271845	DS20
WASP0001290	330	3174	3306	1174	10.0181818181818	DS20
WASP0001291	1027	7033	9709	4346	9.45374878286271	DS20
WASP0001292	150	978	1017	417	6.78	DS20
WASP0001294	2166	18848	20606	7515	9.51338873499538	DS20
WASP0001295	296	2868	3006	1084	10.1554054054054	DS20
WASP0001299	497	4267	4585	1545	9.22535211267606	DS20
WASP0001300	1997	16429	18388	7147	9.20781171757636	DS20
WASP0001301	703	4832	6571	2974	9.34708392603129	DS20
WASP0001302	419	3602	3684	1398	8.79236276849642	DS20
WASP0001304	522	3479	4500	1869	8.62068965517242	DS20
WASP0001305	357	2351	3151	1366	8.82633053221289	DS20
WASP0001307	412	4824	4611	1318	11.1917475728155	DS20
WASP0001310	364	2688	3505	1485	9.62912087912088	DS20
WASP0001311	591	4958	5734	2369	9.70219966159052	DS20
WASP0001312	947	7898	9090	3571	9.5987328405491	DS20
WASP0001313	2323	18209	19817	7435	8.53077916487301	DS20
WASP0001315	659	5099	5974	2485	9.06525037936267	DS20
WASP0001318	472	3518	4575	1857	9.69279661016949	DS20
WASP0001319	2829	27009	27966	9239	9.88547189819724	DS20
WASP0001320	112	882	940	384	8.39285714285714	DS20
WASP0001321	912	7340	8837	3417	9.68969298245614	DS20
WASP0001322	438	3066	3760	1681	8.58447488584475	DS20
WASP0001323	520	3649	4658	2003	8.95769230769231	DS20
WASP0001324	363	2952	3363	1380	9.26446280991735	DS20
WASP0001325	1805	13526	16938	7006	9.38393351800554	DS20
WASP0001326	467	4428	4777	1884	10.2291220556745	DS20
WASP0001327	1265	10177	11986	5097	9.47509881422925	DS20
WASP0001328	2450	19094	23760	10254	9.69795918367347	DS20
WASP0001329	395	2565	3331	1444	8.43291139240506	DS20
WASP0001331	456	3425	4038	1495	8.85526315789474	DS20
WASP0001332	28	262	60	10	2.14285714285714	DS20
WASP0001333	912	9170	8887	2555	9.74451754385965	DS20
WASP0001334	470	3971	4453	1787	9.47446808510638	DS20
WASP0001335	961	7214	8748	3441	9.10301768990635	DS20
WASP0001336	1477	10753	13889	5947	9.40352064996615	DS20
WASP0001337	582	5115	5536	1932	9.51202749140893	DS20
WASP0001338	496	3760	4371	1666	8.8125	DS20
WASP0001339	1477	11785	13232	4917	8.95870006770481	DS20
WASP0001340	950	7053	8694	3890	9.15157894736842	DS20
WASP0001341	747	6235	7098	2783	9.50200803212851	DS20
WASP0001342	2340	20590	22020	7937	9.41025641025641	DS20
WASP0001343	532	4009	5022	2151	9.43984962406015	DS20
WASP0001344	408	3254	3623	1431	8.87990196078432	DS20
WASP0001346	886	8147	7989	3291	9.01693002257336	DS20
WASP0001347	204	1491	1613	678	7.90686274509804	DS20
WASP0001348	437	3941	4321	1647	9.88787185354691	DS20
WASP0001349	1816	13100	17662	7780	9.72577092511013	DS20
WASP0001350	304	2330	2817	1131	9.26644736842105	DS20
WASP0001351	439	3126	3896	1691	8.874715261959	DS20
WASP0001353	1405	11057	13722	6145	9.76654804270463	DS20
WASP0001354	881	8787	9065	3093	10.2894438138479	DS20
WASP0001357	203	1830	1787	683	8.80295566502463	DS20
WASP0001358	1163	7814	10522	4654	9.04729148753224	DS20
WASP0001360	455	2759	3764	1683	8.27252747252747	DS20
WASP0001361	848	7172	7859	2830	9.26768867924528	DS20
WASP0001363	765	4908	6668	3064	8.71633986928105	DS20
WASP0001364	3135	20869	29193	13222	9.31196172248804	DS20
WASP0001365	999	7667	9228	3856	9.23723723723724	DS20
WASP0001366	1347	9293	13686	6282	10.1603563474388	DS20
WASP0001367	1007	8495	9792	3982	9.72393247269116	DS20
WASP0001368	761	6088	7552	3182	9.92378449408673	DS20
WASP0001369	3919	27642	33523	13069	8.55396784894106	DS20
WASP0001370	918	7580	8791	3210	9.57625272331155	DS20
WASP0001371	604	4902	5560	2045	9.20529801324503	DS20
WASP0001373	565	4046	5214	2161	9.2283185840708	DS20
WASP0001374	457	4563	4085	1419	8.93873085339168	DS20
WASP0001375	139	1205	1272	438	9.15107913669065	DS20
WASP0001377	661	5557	5741	2136	8.68532526475038	DS20
WASP0001378	674	7353	7034	2293	10.4362017804154	DS20
WASP0001383	738	6368	6902	2462	9.35230352303523	DS20
WASP0001384	357	2109	2799	1164	7.84033613445378	DS20
WASP0002001	204	1364	1673	775	8.20098039215686	DS20
WASP0002002	328	1997	2540	1186	7.74390243902439	DS20
WASP0002004	7	25	1	0	0.142857142857143	DS20
WASP0002005	540	4447	4977	1925	9.21666666666667	DS20
WASP0002006	1713	13500	15909	6429	9.28721541155867	DS20
WASP0002007	1122	7706	10516	4476	9.37254901960784	DS20
WASP0002008	3522	29629	33235	12175	9.43639977285633	DS20
WASP0002009	190	1686	1737	613	9.14210526315789	DS20
WASP0002010	587	6615	6482	2227	11.0425894378194	DS20
WASP0002011	745	5792	6631	2821	8.9006711409396	DS20
WASP0002012	1043	6574	9236	4361	8.85522531160115	DS20
WASP0002013	1407	11118	13071	5287	9.28997867803838	DS20
WASP0002014	1695	14379	16189	6535	9.55103244837758	DS20
WASP0002015	838	7076	7639	2830	9.11575178997613	DS20
WASP0002016	1887	17233	18218	6471	9.65447800741918	DS20
WASP0002017	403	2952	3842	1684	9.53349875930521	DS20
WASP0002018	206	1861	1725	681	8.37378640776699	DS20
WASP0002020	314	2104	2651	1225	8.44267515923567	DS20
WASP0002021	1204	8557	10392	4531	8.6312292358804	DS20
WASP0002025	873	5657	7269	3235	8.32646048109966	DS20
WASP0002026	1983	13949	18016	7701	9.08522440746344	DS20
WASP0002029	349	2702	3368	1551	9.65042979942693	DS20
WASP0002030	182	1362	1570	693	8.62637362637363	DS20
WASP0002031	334	2670	2926	1192	8.76047904191617	DS20
WASP0002033	1069	7029	9435	4361	8.82600561272217	DS20
WASP0002035	123	898	927	335	7.53658536585366	DS20
WASP0002036	246	1857	2085	893	8.47560975609756	DS20
WASP0002037	302	2264	2738	1199	9.06622516556291	DS20
WASP0002039	795	6193	8162	3637	10.2666666666667	DS20
WASP0002040	271	1838	2335	1082	8.61623616236162	DS20
WASP0002041	765	6765	7455	2954	9.74509803921569	DS20
WASP0002042	159	1236	1316	522	8.27672955974843	DS20
WASP0002043	843	6021	7902	3490	9.37366548042705	DS20
WASP0002044	1556	13564	14060	5049	9.03598971722365	DS20
WASP0002045	764	5507	6985	3101	9.14267015706806	DS20
WASP0002046	85	657	636	243	7.48235294117647	DS20
WASP0002047	204	1434	1708	657	8.37254901960784	DS20
WASP0002048	182	1283	1364	617	7.4945054945055	DS20
WASP0002050	1264	11579	11228	4233	8.88291139240506	DS20
WASP0002052	698	4993	6602	3021	9.45845272206304	DS20
WASP0002053	12	137	50	18	4.16666666666667	DS20
WASP0002055	654	4329	5573	2596	8.52140672782875	DS20
WASP0002056	949	8143	8935	3525	9.41517386722866	DS20
WASP0002057	2339	25544	25955	7435	11.0966224882428	DS20
WASP0002058	1486	12397	13897	5396	9.35195154777927	DS20
WASP0002059	96	791	740	247	7.70833333333333	DS20
WASP0002060	1012	6625	9003	4319	8.89624505928854	DS20
WASP0002061	875	6471	7499	3010	8.57028571428572	DS20
WASP0002063	131	955	1173	472	8.95419847328244	DS20
WASP0002066	3969	34639	38078	13944	9.59385235575712	DS20
WASP0002067	109	674	863	372	7.91743119266055	DS20
WASP0002068	1076	8034	9954	4376	9.25092936802974	DS20
WASP0002069	442	3863	4223	1625	9.55429864253394	DS20
WASP0002072	473	6229	5275	1488	11.1522198731501	DS20
WASP0002073	382	3012	3400	1390	8.90052356020942	DS20
WASP0002075	165	1138	1278	545	7.74545454545455	DS20
WASP0002078	206	1577	1842	753	8.94174757281553	DS20
WASP0002079	600	4232	5358	2342	8.93	DS20
WASP0002080	1545	10344	13510	6090	8.74433656957929	DS20
WASP0002082	1435	13353	13317	4673	9.2801393728223	DS20
WASP0002083	2355	19373	21680	9018	9.20594479830149	DS20
WASP0002085	1175	10104	11260	4060	9.58297872340425	DS20
WASP0002086	44	333	274	103	6.22727272727273	DS20
WASP0002088	664	5135	6291	2742	9.47439759036145	DS20
WASP0002089	774	6417	6877	2775	8.88501291989664	DS20
WASP0002090	399	3427	3486	1274	8.73684210526316	DS20
WASP0002091	824	6256	7502	3217	9.10436893203883	DS20
WASP0002093	77	575	618	268	8.02597402597403	DS20
WASP0002095	948	10823	9712	3178	10.2447257383966	DS20
WASP0002096	1239	9671	11389	4828	9.19209039548023	DS20
WASP0002097	796	4917	6195	2787	7.78266331658292	DS20
WASP0002100	677	4503	5684	2599	8.39586410635155	DS20
WASP0002102	656	4902	5674	2459	8.64939024390244	DS20
WASP0002103	987	6544	9157	4274	9.27760891590679	DS20
WASP0002104	1139	7790	10159	4424	8.91922739244952	DS20
WASP0002107	317	2380	2992	1291	9.4384858044164	DS20
WASP0002108	323	2514	2997	1371	9.27863777089783	DS20
WASP0002110	596	4285	5128	2219	8.60402684563758	DS20
WASP0002111	599	4400	5573	2478	9.30383973288815	DS20
WASP0002112	841	5786	7584	3547	9.01783590963139	DS20
WASP0002113	579	5420	5824	2253	10.0587219343696	DS20
WASP0002114	856	5968	7802	3485	9.11448598130841	DS20
WASP0002115	14	116	10	3	0.714285714285714	DS20
WASP0002116	555	3807	4789	1940	8.62882882882883	DS20
WASP0002117	378	2656	3539	1584	9.36243386243386	DS20
WASP0002118	103	687	688	243	6.67961165048544	DS20
WASP0002119	780	5643	6568	2891	8.42051282051282	DS20
WASP0002121	1106	8298	9826	4460	8.88426763110307	DS20
WASP0002122	594	3960	5070	2208	8.53535353535354	DS20
WASP0002123	101	944	1003	309	9.93069306930693	DS20
WASP0002124	552	5204	5218	1861	9.45289855072464	DS20
WASP0002125	1628	13432	15825	5998	9.72051597051597	DS20
WASP0002127	267	1855	2159	979	8.08614232209738	DS20
WASP0002128	394	2953	3771	1739	9.57106598984772	DS20
WASP0002129	1445	9639	13416	6214	9.28442906574394	DS20
WASP0002131	801	6030	7091	2956	8.85268414481898	DS20
WASP0002133	1094	8382	9619	4297	8.79250457038391	DS20
WASP0002134	344	2562	3013	1388	8.75872093023256	DS20
WASP0002137	963	6448	8395	3909	8.71754932502596	DS20
WASP0002138	740	5279	6388	2698	8.63243243243243	DS20
WASP0002139	1664	9575	13413	6292	8.06069711538462	DS20
WASP0002140	464	3150	3882	1698	8.36637931034483	DS20
WASP0002141	1602	11038	14611	6637	9.12047440699126	DS20
WASP0002143	783	12548	9429	2218	12.0421455938697	DS20
WASP0002144	529	4760	4684	1856	8.85444234404537	DS20
WASP0002145	358	2556	3023	1392	8.44413407821229	DS20
WASP0002146	1240	9472	11621	4936	9.37177419354839	DS20
WASP0002149	1848	14455	16235	6655	8.78517316017316	DS20
WASP0002150	383	3600	4008	1558	10.4647519582245	DS20
WASP0002151	797	8426	8116	2604	10.1831869510665	DS20
WASP0002152	1061	7051	9307	4334	8.77191328934967	DS20
WASP0002156	323	1977	2483	1131	7.68730650154799	DS20
WASP0002159	109	789	980	410	8.9908256880734	DS20
WASP0002160	644	4905	6064	2643	9.41614906832298	DS20
WASP0002161	351	2435	3033	1328	8.64102564102564	DS20
WASP0002163	523	4222	4941	1894	9.44741873804971	DS20
WASP0002165	975	7127	8757	3761	8.98153846153846	DS20
WASP0002166	3183	26392	30272	10642	9.5105246622683	DS20
WASP0002167	717	5825	6630	2680	9.24686192468619	DS20
WASP0002168	3117	26532	30374	12122	9.74462624318255	DS20
WASP0002169	757	5063	6425	2800	8.48745046235139	DS20
WASP0002170	914	6333	8637	3856	9.44967177242888	DS20
WASP0002173	2193	18805	20242	7818	9.23027815777474	DS20
WASP0002174	697	4828	6619	3092	9.49641319942611	DS20
WASP0002175	291	3723	3930	1104	13.5051546391753	DS20
WASP0002177	221	1983	1716	690	7.76470588235294	DS20
WASP0002178	523	4407	4609	1975	8.81261950286807	DS20
WASP0002179	579	5117	5409	1756	9.3419689119171	DS20
WASP0002180	1004	7148	8634	3864	8.5996015936255	DS20
WASP0002181	1025	8733	9482	3622	9.25073170731707	DS20
WASP0002182	1604	12414	15044	6556	9.37905236907731	DS20
WASP0002183	1437	10004	13359	6086	9.2964509394572	DS20
WASP0002184	1559	20190	17745	4727	11.3822963438101	DS20
WASP0002185	468	4943	4482	1630	9.57692307692308	DS20
WASP0002187	2689	23540	25371	9360	9.43510598735589	DS20
WASP0002188	1659	11769	14989	6510	9.03496081977095	DS20
WASP0002189	431	3433	3862	1495	8.96055684454756	DS20
WASP0002190	1219	7399	10305	4874	8.45365053322395	DS20
WASP0002191	804	6600	7835	3059	9.74502487562189	DS20
WASP0002192	559	3931	4743	2137	8.48479427549195	DS20
WASP0002193	738	5202	6053	2560	8.20189701897019	DS20
WASP0002194	1504	12073	14075	5775	9.35837765957447	DS20
WASP0002195	1219	6115	7817	3458	6.41263330598852	DS20
WASP0002196	1102	9604	10497	4053	9.52540834845735	DS20
WASP0002197	346	2862	2831	1053	8.18208092485549	DS20
WASP0002198	812	5035	6944	3210	8.55172413793103	DS20
WASP0002199	438	3577	4038	1657	9.21917808219178	DS20
WASP0002200	1574	11214	14435	6633	9.17090216010165	DS20
WASP0002202	197	1620	1779	714	9.03045685279188	DS20
WASP0002203	759	4978	6584	3063	8.67457180500659	DS20
WASP0002204	1132	7578	9959	4666	8.79770318021201	DS20
WASP0002205	130	922	941	383	7.23846153846154	DS20
WASP0002207	488	3918	4592	1988	9.40983606557377	DS20
WASP0002208	823	5672	7609	3513	9.24544349939247	DS20
WASP0002209	359	2437	2996	1368	8.34540389972145	DS20
WASP0002210	524	3671	4721	2168	9.00954198473282	DS20
WASP0002211	360	2633	3202	1377	8.89444444444444	DS20
WASP0002212	392	2780	3285	1402	8.38010204081633	DS20
WASP0002213	100	870	875	338	8.75	DS20
WASP0002214	969	6316	8571	4027	8.84520123839009	DS20
WASP0002215	436	3703	3992	1585	9.15596330275229	DS20
WASP0002216	1005	7260	9766	4345	9.71741293532338	DS20
WASP0002217	1553	13541	14615	5443	9.41081777205409	DS20
WASP0002218	140	961	1049	469	7.49285714285714	DS20
WASP0002220	89	649	516	207	5.79775280898876	DS20
WASP0002223	14	89	13	6	0.928571428571429	DS20
WASP0002224	2647	24974	25905	9119	9.78655081224027	DS20
