cell	UMI_per_cell	total_reads_per_cell	mapped_reads_per_cell	gene_mapped	mapped_reads_per_UMI	sample
WASP0001294	2650	37347	40672	14578	15.3479245283019	DS40
WASP0001295	371	5907	5968	2095	16.0862533692722	DS40
WASP0001299	593	8609	8917	2902	15.0370994940978	DS40
WASP0001300	2444	32620	35828	13481	14.6595744680851	DS40
WASP0001301	853	9428	13111	5902	15.3704572098476	DS40
WASP0001302	477	7040	7053	2580	14.7861635220126	DS40
WASP0001304	606	6880	8786	3572	14.4983498349835	DS40
WASP0001305	408	4825	6346	2752	15.5539215686275	DS40
WASP0001307	493	9698	8807	2276	17.8640973630832	DS40
WASP0001310	433	5409	7018	2945	16.2078521939954	DS40
WASP0001311	724	9469	11113	4505	15.3494475138122	DS40
WASP0001312	1166	15470	17906	6890	15.3567753001715	DS40
WASP0001313	2848	36599	39444	14432	13.8497191011236	DS40
WASP0001315	786	9989	11561	4698	14.7086513994911	DS40
WASP0001318	582	7012	9024	3611	15.5051546391753	DS40
WASP0001319	3510	53354	54402	17120	15.4991452991453	DS40
WASP0001320	140	1659	1847	747	13.1928571428571	DS40
WASP0001321	1110	14215	17363	6650	15.6423423423423	DS40
WASP0001322	522	6039	7493	3289	14.3544061302682	DS40
WASP0001323	608	7400	9352	3994	15.3815789473684	DS40
WASP0001324	426	5950	6637	2672	15.5798122065728	DS40
WASP0001325	2123	26903	33335	13609	15.7018370230805	DS40
WASP0001326	569	8590	9413	3666	16.5430579964851	DS40
WASP0001327	1502	20492	23839	9995	15.8715046604527	DS40
WASP0001328	2999	38142	47019	19998	15.6782260753585	DS40
WASP0001329	475	5086	6589	2804	13.8715789473684	DS40
WASP0001331	555	6648	7729	2783	13.9261261261261	DS40
WASP0001332	30	535	143	30	4.76666666666667	DS40
WASP0001333	1141	18316	17312	4697	15.1726555652936	DS40
WASP0001334	572	7864	8635	3357	15.0961538461538	DS40
WASP0001335	1188	14574	17153	6594	14.4385521885522	DS40
WASP0001336	1759	21370	27375	11595	15.5628197839682	DS40
WASP0001337	731	10368	10993	3762	15.0383036935705	DS40
WASP0001338	591	7402	8636	3214	14.6125211505922	DS40
WASP0001339	1823	23224	25968	9403	14.2446516730664	DS40
WASP0001340	1137	13961	17060	7573	15.0043975373791	DS40
WASP0001341	919	12816	13948	5304	15.177366702938	DS40
WASP0001342	2871	41754	43374	15060	15.1076280041797	DS40
WASP0001343	652	7840	9800	4142	15.0306748466258	DS40
WASP0001344	508	6649	7418	2908	14.6023622047244	DS40
WASP0001346	1071	16172	16054	6543	14.9897292250233	DS40
WASP0001347	240	2955	3179	1286	13.2458333333333	DS40
WASP0001348	562	8101	8604	3214	15.3096085409253	DS40
WASP0001349	2197	26513	35502	15526	16.1593081474738	DS40
WASP0001350	365	4820	5678	2223	15.5561643835616	DS40
WASP0001351	531	6258	7728	3312	14.5536723163842	DS40
WASP0001353	1661	21863	26979	12013	16.2426249247441	DS40
WASP0001354	1093	17375	17923	5935	16.3979871912168	DS40
WASP0001357	241	3761	3441	1258	14.2780082987552	DS40
WASP0001358	1360	15409	20999	9200	15.4404411764706	DS40
WASP0001360	578	5811	7540	3279	13.0449826989619	DS40
WASP0001361	1018	14298	15391	5375	15.1188605108055	DS40
WASP0001363	920	9996	13399	6148	14.5641304347826	DS40
WASP0001364	3670	41381	57875	25990	15.7697547683924	DS40
WASP0001365	1213	15406	18560	7658	15.3009068425392	DS40
WASP0001366	1571	18479	27375	12527	17.4252068746022	DS40
WASP0001367	1219	16699	19325	7811	15.8531583264971	DS40
WASP0001368	905	11877	14691	6084	16.2331491712707	DS40
WASP0001369	4871	55124	65757	24996	13.4996920550195	DS40
WASP0001370	1141	15311	17209	6083	15.0823838737949	DS40
WASP0001371	732	9777	10892	3859	14.879781420765	DS40
WASP0001373	682	8063	10190	4157	14.941348973607	DS40
WASP0001374	554	9104	7878	2595	14.2202166064982	DS40
WASP0001375	168	2457	2628	888	15.6428571428571	DS40
WASP0001377	796	10838	11263	4074	14.1494974874372	DS40
WASP0001378	809	14635	13581	4306	16.78739184178	DS40
WASP0001383	885	12576	13409	4589	15.1514124293785	DS40
WASP0001384	426	4296	5536	2254	12.9953051643192	DS40
WASP0002001	251	2694	3465	1594	13.804780876494	DS40
WASP0002002	399	3966	5031	2332	12.609022556391	DS40
WASP0002004	10	68	7	3	0.7	DS40
WASP0002005	672	9002	10028	3838	14.922619047619	DS40
WASP0002006	2115	26957	32024	12936	15.1413711583924	DS40
WASP0002007	1351	15291	20607	8751	15.2531458179127	DS40
WASP0002008	4299	58745	65430	23612	15.2198185624564	DS40
WASP0002009	236	3374	3440	1197	14.5762711864407	DS40
WASP0002010	728	13001	12891	4378	17.7074175824176	DS40
WASP0002011	923	11774	13221	5562	14.3239436619718	DS40
WASP0002012	1264	13189	18747	8849	14.8314873417722	DS40
WASP0002013	1724	22367	26067	10455	15.1200696055684	DS40
WASP0002014	2093	28780	31770	12642	15.1791686574295	DS40
WASP0002015	1038	14281	15069	5504	14.5173410404624	DS40
WASP0002016	2345	34315	36523	12917	15.5748400852878	DS40
WASP0002017	486	5965	7702	3338	15.8477366255144	DS40
WASP0002018	268	3747	3539	1392	13.205223880597	DS40
WASP0002020	373	4323	5306	2442	14.2252010723861	DS40
WASP0002021	1453	17075	20588	8866	14.1693048864418	DS40
WASP0002025	1050	11479	14728	6508	14.0266666666667	DS40
WASP0002026	2471	28113	36081	15391	14.601780655605	DS40
WASP0002029	425	5304	6614	3014	15.5623529411765	DS40
WASP0002030	220	2584	3110	1351	14.1363636363636	DS40
WASP0002031	425	5474	5936	2395	13.9670588235294	DS40
WASP0002033	1329	14126	18787	8611	14.1361926260346	DS40
WASP0002035	141	1785	1888	670	13.3900709219858	DS40
WASP0002036	310	3682	4160	1764	13.4193548387097	DS40
WASP0002037	383	4374	5393	2353	14.0809399477807	DS40
WASP0002039	994	12532	16501	7339	16.6006036217304	DS40
WASP0002040	330	3585	4640	2151	14.0606060606061	DS40
WASP0002041	938	13646	14875	5865	15.8582089552239	DS40
WASP0002042	194	2491	2644	1046	13.6288659793814	DS40
WASP0002043	1014	12059	15682	6878	15.465483234714	DS40
WASP0002044	2001	27110	27942	9849	13.9640179910045	DS40
WASP0002045	970	11177	14187	6275	14.6257731958763	DS40
WASP0002046	107	1374	1286	483	12.018691588785	DS40
WASP0002047	249	2938	3547	1366	14.2449799196787	DS40
WASP0002048	236	2559	2665	1184	11.2923728813559	DS40
WASP0002050	1573	23073	22559	8346	14.3413858868404	DS40
WASP0002052	844	9958	12983	5894	15.3827014218009	DS40
WASP0002053	15	243	89	33	5.93333333333333	DS40
WASP0002055	795	8739	11527	5354	14.4993710691824	DS40
WASP0002056	1192	16460	17884	6981	15.003355704698	DS40
WASP0002057	2970	51081	51562	14602	17.3609427609428	DS40
WASP0002058	1851	24864	27701	10662	14.9654240950837	DS40
WASP0002059	122	1663	1512	495	12.3934426229508	DS40
WASP0002060	1238	13109	17902	8575	14.4604200323102	DS40
WASP0002061	1071	12754	14630	5792	13.6601307189542	DS40
WASP0002063	169	1965	2342	924	13.8579881656805	DS40
WASP0002066	4998	69634	75998	27439	15.2056822729092	DS40
WASP0002067	134	1375	1704	725	12.7164179104478	DS40
WASP0002068	1276	16091	19382	8419	15.1896551724138	DS40
WASP0002069	542	7618	8389	3239	15.4778597785978	DS40
WASP0002072	641	12726	10579	2928	16.5039001560062	DS40
WASP0002073	459	5992	6740	2733	14.6840958605664	DS40
WASP0002075	200	2432	2656	1120	13.28	DS40
WASP0002078	243	3213	3428	1372	14.1069958847737	DS40
WASP0002079	709	8375	10862	4727	15.3201692524683	DS40
WASP0002080	1913	21176	27480	12303	14.3648719289075	DS40
WASP0002082	1804	26523	26393	9134	14.630266075388	DS40
WASP0002083	2901	38498	43099	17747	14.8566011720097	DS40
WASP0002085	1497	20346	22454	8008	14.999331997328	DS40
WASP0002086	54	671	512	189	9.48148148148148	DS40
WASP0002088	785	10197	12242	5284	15.5949044585987	DS40
WASP0002089	954	12881	13701	5479	14.3616352201258	DS40
WASP0002090	497	6643	6894	2523	13.8712273641851	DS40
WASP0002091	1008	12368	15006	6407	14.8869047619048	DS40
WASP0002093	100	1091	1221	515	12.21	DS40
WASP0002095	1160	21596	19044	6097	16.4172413793103	DS40
WASP0002096	1509	19309	22738	9544	15.0682571239231	DS40
WASP0002097	1020	10066	12518	5595	12.2725490196078	DS40
WASP0002100	810	9009	11320	5125	13.9753086419753	DS40
WASP0002102	806	9431	11024	4684	13.6774193548387	DS40
WASP0002103	1199	13290	18355	8555	15.3085904920767	DS40
WASP0002104	1386	15837	20298	8756	14.6450216450216	DS40
WASP0002107	389	4778	6026	2597	15.4910025706941	DS40
WASP0002108	409	4875	5812	2621	14.2102689486553	DS40
WASP0002110	752	8366	10211	4378	13.5784574468085	DS40
WASP0002111	736	8824	11377	5035	15.4578804347826	DS40
WASP0002112	1020	11574	15263	7112	14.9637254901961	DS40
WASP0002113	714	11092	11688	4460	16.3697478991597	DS40
WASP0002114	1063	12176	15748	7038	14.8146754468485	DS40
WASP0002115	21	257	26	10	1.23809523809524	DS40
WASP0002116	691	7694	9686	3942	14.0173661360347	DS40
WASP0002117	476	5357	7110	3175	14.936974789916	DS40
WASP0002118	127	1426	1384	482	10.8976377952756	DS40
WASP0002119	938	11248	13098	5711	13.9637526652452	DS40
WASP0002121	1322	16267	19489	8800	14.7420574886536	DS40
WASP0002122	750	7996	10486	4565	13.9813333333333	DS40
WASP0002123	127	1877	1996	623	15.7165354330709	DS40
WASP0002124	689	10164	10375	3708	15.0580551523948	DS40
WASP0002125	2021	26880	31390	11698	15.531914893617	DS40
WASP0002127	318	3645	4270	1940	13.4276729559748	DS40
WASP0002128	482	5945	7509	3457	15.5788381742739	DS40
WASP0002129	1728	19304	26552	12167	15.3657407407407	DS40
WASP0002131	982	11752	14095	5791	14.3533604887984	DS40
WASP0002133	1352	16751	19126	8443	14.146449704142	DS40
WASP0002134	431	5071	6002	2757	13.9257540603248	DS40
WASP0002137	1179	12728	16597	7669	14.0771840542833	DS40
WASP0002138	915	10679	12974	5454	14.1792349726776	DS40
WASP0002139	1979	19300	26944	12562	13.6149570490147	DS40
WASP0002140	565	6312	7742	3388	13.7026548672566	DS40
WASP0002141	1942	21868	28851	13026	14.856333676622	DS40
WASP0002143	1009	24820	18663	4226	18.4965312190287	DS40
WASP0002144	659	9423	9273	3649	14.0713201820941	DS40
WASP0002145	442	5256	6031	2751	13.6447963800905	DS40
WASP0002146	1509	18929	22849	9654	15.1418157720345	DS40
WASP0002149	2259	29182	32149	12954	14.2315183709606	DS40
WASP0002150	473	7074	7874	3052	16.646934460888	DS40
WASP0002151	1016	16827	16009	4992	15.7568897637795	DS40
WASP0002152	1293	14388	18761	8671	14.5096674400619	DS40
WASP0002156	388	4098	5070	2288	13.0670103092784	DS40
WASP0002159	133	1575	1948	817	14.6466165413534	DS40
WASP0002160	808	9822	11910	5135	14.740099009901	DS40
WASP0002161	427	5013	6002	2610	14.056206088993	DS40
WASP0002163	672	8585	9884	3832	14.7083333333333	DS40
WASP0002165	1225	14343	17267	7307	14.0955102040816	DS40
WASP0002166	3997	52921	60446	21083	15.1228421315987	DS40
WASP0002167	867	11729	13161	5290	15.1799307958478	DS40
WASP0002168	3863	53131	60768	24098	15.7307791871602	DS40
WASP0002169	951	10244	12836	5604	13.4973711882229	DS40
WASP0002170	1126	12694	17116	7627	15.2007104795737	DS40
WASP0002173	2702	37260	40011	15259	14.8079200592154	DS40
WASP0002174	850	9895	13094	6082	15.4047058823529	DS40
WASP0002175	395	7528	7989	2222	20.2253164556962	DS40
WASP0002177	281	4029	3395	1342	12.0818505338078	DS40
WASP0002178	667	8408	9143	3858	13.7076461769115	DS40
WASP0002179	725	10038	10596	3440	14.6151724137931	DS40
WASP0002180	1216	14206	17070	7554	14.0378289473684	DS40
WASP0002181	1280	17474	19007	7277	14.84921875	DS40
WASP0002182	1964	24433	29620	12852	15.081466395112	DS40
WASP0002183	1748	19718	26397	11958	15.1012585812357	DS40
WASP0002184	2013	40356	35361	9194	17.5663189269747	DS40
WASP0002185	580	10020	8922	3216	15.3827586206897	DS40
WASP0002187	3374	46770	50303	18382	14.9090100770599	DS40
WASP0002188	2041	23961	29922	12938	14.6604605585497	DS40
WASP0002189	537	6775	7657	2930	14.2588454376164	DS40
WASP0002190	1473	14508	20168	9522	13.6917854718262	DS40
WASP0002191	989	13070	15471	5975	15.6430738119312	DS40
WASP0002192	708	8139	9614	4281	13.5790960451977	DS40
WASP0002193	938	10437	12346	5193	13.1620469083156	DS40
WASP0002194	1854	23933	27884	11302	15.0399137001079	DS40
WASP0002195	1504	12382	15694	6904	10.4348404255319	DS40
WASP0002196	1399	19120	20989	8140	15.0028591851322	DS40
WASP0002197	443	5661	5523	2003	12.4672686230248	DS40
WASP0002198	995	10256	13782	6340	13.851256281407	DS40
WASP0002199	542	7400	8190	3333	15.1107011070111	DS40
WASP0002200	1975	22583	29033	13297	14.700253164557	DS40
WASP0002202	248	3296	3669	1484	14.7943548387097	DS40
WASP0002203	913	9860	13311	6170	14.579408543264	DS40
WASP0002204	1394	15154	19853	9233	14.2417503586801	DS40
WASP0002205	152	1815	1855	753	12.2039473684211	DS40
WASP0002207	605	7904	9163	3965	15.1454545454545	DS40
WASP0002208	991	11270	14970	6873	15.1059535822402	DS40
WASP0002209	435	5108	5976	2729	13.7379310344828	DS40
WASP0002210	636	7299	9555	4346	15.0235849056604	DS40
WASP0002211	450	5404	6427	2722	14.2822222222222	DS40
WASP0002212	485	5525	6644	2835	13.6989690721649	DS40
WASP0002213	132	1685	1778	662	13.469696969697	DS40
WASP0002214	1206	12722	17200	8059	14.2620232172471	DS40
WASP0002215	555	7396	7987	3144	14.390990990991	DS40
WASP0002216	1213	14449	19609	8677	16.1657048639736	DS40
WASP0002217	1942	26858	28484	10357	14.6673532440783	DS40
