gene1	gene2
Nvec_v1g199953	Hvul_g24976_1
Nvec_v1g200761	Hvul_g13473_1
Nvec_v1g201692	Hvul_g12442_1
Nvec_v1g201692	Hvul_g12439_1
Nvec_v1g201692	Hvul_g12436_1
Nvec_v1g201692	Hvul_g12447_1
Nvec_v1g201692	Hvul_g12434_1
Nvec_v1g205207	Hvul_g24787_1
Nvec_v1g205768	Hvul_g3222_1
Nvec_v1g205768	Hvul_g3228_1
Nvec_v1g20650	Hvul_g19303_1
Nvec_v1g206550	Hvul_g6326_1
Nvec_v1g207162	Hvul_g2666_1
Nvec_v1g207172	Hvul_g4720_1
Nvec_v1g207820	Hvul_g12567_1
Nvec_v1g208035	Hvul_g31954_1
Nvec_v1g208963	Hvul_g5062_1
Nvec_v1g209681	Hvul_g31562_1
Nvec_v1g210481	Hvul_g8940_1
Nvec_v1g210540	Hvul_g8607_1
Nvec_v1g211292	Hvul_g10594_1
Nvec_v1g211292	Hvul_g31026_1
Nvec_v1g212385	Hvul_g31226_1
Nvec_v1g213043	Hvul_g26087_1
Nvec_v1g213735	Hvul_g33440_1
Nvec_v1g213735	Hvul_g33396_1
Nvec_v1g213735	Hvul_g24114_1
Nvec_v1g214452	Hvul_g26749_1
Nvec_v1g215533	Hvul_g25655_1
Nvec_v1g220027	Hvul_g10615_1
Nvec_v1g222302	Hvul_g5731_1
Nvec_v1g222546	Hvul_g9013_1
Nvec_v1g223952	Hvul_g6658_1
Nvec_v1g22855	Hvul_g5311_1
Nvec_v1g229565	Hvul_g1988_1
Nvec_v1g22981	Hvul_g9626_1
Nvec_v1g23386	Hvul_g21153_1
Nvec_v1g235633	Hvul_g12591_1
Nvec_v1g236177	Hvul_g1988_1
Nvec_v1g236569	Hvul_g7630_1
Nvec_v1g237922	Hvul_g30476_1
Nvec_v1g239130	Hvul_g13156_1
Nvec_v1g239453	Hvul_g6658_1
Nvec_v1g239891	Hvul_g7761_1
Nvec_v1g239929	Hvul_g6718_1
Nvec_v1g240009	Hvul_g29636_1
Nvec_v1g240013	Hvul_g22673_1
Nvec_v1g240231	Hvul_g5879_1
Nvec_v1g240935	Hvul_g10700_1
Nvec_v1g240998	Hvul_g10536_1
Nvec_v1g241050	Hvul_g9667_1
Nvec_v1g241356	Hvul_g9179_1
Nvec_v1g241780	Hvul_g29578_1
Nvec_v1g241935	Hvul_g5898_1
Nvec_v1g241935	Hvul_g5901_1
Nvec_v1g241935	Hvul_g5900_1
Nvec_v1g242270	Hvul_g31652_1
Nvec_v1g242271	Hvul_g29945_1
Nvec_v1g242787	Hvul_g16491_1
Nvec_v1g242923	Hvul_g23544_1
Nvec_v1g243027	Hvul_g33627_1
Nvec_v1g243113	Hvul_g20391_1
Nvec_v1g243208	Hvul_g9433_1
Nvec_v1g243208	Hvul_g18796_1
Nvec_v1g243338	Hvul_g18601_1
Nvec_v1g243338	Hvul_g31335_1
Nvec_v1g243341	Hvul_g26492_1
Nvec_v1g243681	Hvul_g2461_1
Nvec_v1g243817	Hvul_g23428_1
Nvec_v1g244074	Hvul_g18796_1
Nvec_v1g244074	Hvul_g9433_1
Nvec_v1g245260	Hvul_g15360_1
Nvec_v1g245401	Hvul_g2419_1
Nvec_v1g246590	Hvul_g10379_1
Nvec_v1g247683	Hvul_g29182_1
Nvec_v1g248037	Hvul_g30507_1
Nvec_v1g248844	Hvul_g29446_1
Nvec_v1g25228	Hvul_g30050_1
Nvec_v1g26800	Hvul_g23599_1
Nvec_v1g28237	Hvul_g33422_1
Nvec_v1g28519	Hvul_g32585_1
Nvec_v1g29743	Hvul_g21606_1
Nvec_v1g29762	Hvul_g9841_1
Nvec_v1g29874	Hvul_g20769_1
Nvec_v1g30373	Hvul_g28363_1
Nvec_v1g34679	Hvul_g25540_1
Nvec_v1g37078	Hvul_g1768_1
Nvec_v1g38726	Hvul_g13448_1
Nvec_v1g38935	Hvul_g28684_1
Nvec_v1g38935	Hvul_g15735_1
Nvec_v1g39308	Hvul_g15158_1
Nvec_v1g39461	Hvul_g6036_1
Nvec_v1g3950	Hvul_g22673_1
Nvec_v1g39596	Hvul_g28449_1
Nvec_v1g39668	Hvul_g23541_1
Nvec_v1g39805	Hvul_g2140_1
Nvec_v1g39891	Hvul_g24677_1
Nvec_v1g39924	Hvul_g32708_1
Nvec_v1g39952	Hvul_g27484_1
Nvec_v1g42971	Hvul_g31225_1
Nvec_v1g45212	Hvul_g13473_1
Nvec_v1g47437	Hvul_g30658_1
Nvec_v1g47573	Hvul_g12442_1
Nvec_v1g47573	Hvul_g12434_1
Nvec_v1g47573	Hvul_g12436_1
Nvec_v1g47573	Hvul_g12447_1
Nvec_v1g47573	Hvul_g12439_1
Nvec_v1g48861	Hvul_g15387_1
Nvec_v1g48953	Hvul_g18251_1
Nvec_v1g49015	Hvul_g18251_1
Nvec_v1g56637	Hvul_g1976_1
Nvec_v1g59063	Hvul_g28449_1
Nvec_v1g59568	Hvul_g29851_1
Nvec_v1g65438	Hvul_g8279_1
Nvec_v1g67209	Hvul_g15144_1
Nvec_v1g7208	Hvul_g10424_1
Nvec_v1g79707	Hvul_g15387_1
Nvec_v1g80021	Hvul_g3730_1
Nvec_v1g80696	Hvul_g16274_1
Nvec_v1g81183	Hvul_g7519_1
Nvec_v1g81249	Hvul_g26228_1
Nvec_v1g82757	Hvul_g29446_1
Nvec_v1g82785	Hvul_g16557_1
Nvec_v1g83807	Hvul_g1988_1
Nvec_v1g8492	Hvul_g21606_1
Nvec_v1g85569	Hvul_g3801_1
Nvec_v1g86806	Hvul_g20086_1
Nvec_v1g86806	Hvul_g3249_1
Nvec_v1g86916	Hvul_g10740_1
Nvec_v1g86955	Hvul_g12909_1
Nvec_v1g86955	Hvul_g12906_1
Nvec_v1g87244	Hvul_g5358_1
Nvec_v1g87244	Hvul_g5370_1
Nvec_v1g88215	Hvul_g24893_1
Nvec_v1g88472	Hvul_g24976_1
Nvec_v1g89029	Hvul_g6880_1
Nvec_v1g8923	Hvul_g3847_1
Nvec_v1g89471	Hvul_g23189_1
Nvec_v1g9068	Hvul_g31199_1
Nvec_v1g91593	Hvul_g10051_1
Nvec_v1g91926	Hvul_g30963_1
Nvec_v1g92405	Hvul_g12434_1
Nvec_v1g92405	Hvul_g12442_1
Nvec_v1g92405	Hvul_g12439_1
Nvec_v1g92405	Hvul_g12436_1
Nvec_v1g92405	Hvul_g12447_1
Nvec_v1g92799	Hvul_g1768_1
Nvec_v1g9381	Hvul_g25540_1
Nvec_v1g93991	Hvul_g13664_1
Nvec_v1g95157	Hvul_g14267_1
Nvec_v1g95177	Hvul_g4939_1
Nvec_v1g95178	Hvul_g31654_1
Nvec_v1g95374	Hvul_g12434_1
Nvec_v1g95374	Hvul_g12436_1
Nvec_v1g95374	Hvul_g12442_1
Nvec_v1g95374	Hvul_g12439_1
Nvec_v1g95374	Hvul_g12447_1
Nvec_v1g95684	Hvul_g14703_1
Nvec_v1g95727	Hvul_g2192_1
Nvec_v1g95962	Hvul_g2328_1
Nvec_v1g97005	Hvul_g368_1
Nvec_v1g97743	Hvul_g29973_1
Nvec_v1g98128	Hvul_g2187_1
Nvec_v1g99425	Hvul_g18100_1
Nvec_v1g99714	Hvul_g18364_1
Nvec_v1g99997	Hvul_g19151_1
