gene1	gene2
Spis_XP_022788323_1	Xesp_021361
Spis_XP_022788333_1	Xesp_021578
Spis_XP_022788336_1	Xesp_021391
Spis_XP_022788406_1	Xesp_000908
Spis_XP_022788406_1	Xesp_025258
Spis_XP_022788406_1	Xesp_023721
Spis_XP_022788406_1	Xesp_019413
Spis_XP_022788406_1	Xesp_007345
Spis_XP_022788406_1	Xesp_025165
Spis_XP_022788406_1	Xesp_020202
Spis_XP_022788507_1	Xesp_000712
Spis_XP_022788776_1	Xesp_012560
Spis_XP_022788799_1	Xesp_012747
Spis_XP_022788875_1	Xesp_014820
Spis_XP_022788875_1	Xesp_014749
Spis_XP_022788875_1	Xesp_009860
Spis_XP_022788915_1	Xesp_014119
Spis_XP_022788944_1	Xesp_020733
Spis_XP_022789101_1	Xesp_003175
Spis_XP_022789210_1	Xesp_021788
Spis_XP_022789456_1	Xesp_011876
Spis_XP_022789468_1	Xesp_011879
Spis_XP_022789587_1	Xesp_012900
Spis_XP_022789619_1	Xesp_007799
Spis_XP_022789725_1	Xesp_022267
Spis_XP_022789747_1	Xesp_004658
Spis_XP_022789785_1	Xesp_012874
Spis_XP_022789944_1	Xesp_009987
Spis_XP_022790148_1	Xesp_007816
Spis_XP_022790162_1	Xesp_007403
Spis_XP_022790172_1	Xesp_007462
Spis_XP_022790347_1	Xesp_022321
Spis_XP_022790401_1	Xesp_014791
Spis_XP_022790468_1	Xesp_013549
Spis_XP_022790468_1	Xesp_013545
Spis_XP_022790514_1	Xesp_013856
Spis_XP_022790526_1	Xesp_000933
Spis_XP_022790567_1	Xesp_007935
Spis_XP_022790572_1	Xesp_007926
Spis_XP_022790572_1	Xesp_007934
Spis_XP_022790686_1	Xesp_008597
Spis_XP_022790817_1	Xesp_016539
Spis_XP_022790819_1	Xesp_016510
Spis_XP_022791039_1	Xesp_014041
Spis_XP_022791197_1	Xesp_014147
Spis_XP_022791236_1	Xesp_014155
Spis_XP_022791248_1	Xesp_014155
Spis_XP_022791258_1	Xesp_022075
Spis_XP_022791259_1	Xesp_022076
Spis_XP_022791270_1	Xesp_021373
Spis_XP_022791280_1	Xesp_021415
Spis_XP_022791280_1	Xesp_021418
Spis_XP_022791301_1	Xesp_021415
Spis_XP_022791301_1	Xesp_021418
Spis_XP_022791433_1	Xesp_011610
Spis_XP_022791434_1	Xesp_011610
Spis_XP_022791471_1	Xesp_008356
Spis_XP_022791471_1	Xesp_004215
Spis_XP_022791471_1	Xesp_004352
Spis_XP_022791540_1	Xesp_004094
Spis_XP_022791637_1	Xesp_021848
Spis_XP_022791637_1	Xesp_021847
Spis_XP_022791641_1	Xesp_021848
Spis_XP_022791641_1	Xesp_021847
Spis_XP_022791645_1	Xesp_021849
Spis_XP_022791645_1	Xesp_021853
Spis_XP_022791696_1	Xesp_026196
Spis_XP_022791696_1	Xesp_010475
Spis_XP_022791808_1	Xesp_000896
Spis_XP_022791813_1	Xesp_009645
Spis_XP_022791842_1	Xesp_001248
Spis_XP_022791887_1	Xesp_013188
Spis_XP_022791943_1	Xesp_013856
Spis_XP_022791992_1	Xesp_014682
Spis_XP_022792039_1	Xesp_010138
Spis_XP_022792040_1	Xesp_010136
Spis_XP_022792055_1	Xesp_014013
Spis_XP_022792056_1	Xesp_012900
Spis_XP_022792224_1	Xesp_008117
Spis_XP_022792307_1	Xesp_005207
Spis_XP_022792317_1	Xesp_021642
Spis_XP_022792336_1	Xesp_009318
Spis_XP_022792346_1	Xesp_009319
Spis_XP_022792483_1	Xesp_021798
Spis_XP_022792712_1	Xesp_013982
Spis_XP_022792789_1	Xesp_011742
Spis_XP_022792802_1	Xesp_012486
Spis_XP_022792814_1	Xesp_012064
Spis_XP_022792898_1	Xesp_025203
Spis_XP_022793008_1	Xesp_003091
Spis_XP_022793009_1	Xesp_003091
Spis_XP_022793010_1	Xesp_003091
Spis_XP_022793160_1	Xesp_015541
Spis_XP_022793362_1	Xesp_008255
Spis_XP_022793374_1	Xesp_008195
Spis_XP_022793713_1	Xesp_023619
Spis_XP_022793713_1	Xesp_023616
Spis_XP_022793784_1	Xesp_024785
Spis_XP_022793794_1	Xesp_022807
Spis_XP_022794008_1	Xesp_028458
Spis_XP_022794008_1	Xesp_028085
Spis_XP_022794008_1	Xesp_028387
Spis_XP_022794008_1	Xesp_028122
Spis_XP_022794008_1	Xesp_028417
Spis_XP_022794020_1	Xesp_015521
Spis_XP_022794020_1	Xesp_015375
Spis_XP_022794157_1	Xesp_023668
Spis_XP_022794277_1	Xesp_005018
Spis_XP_022794392_1	Xesp_007902
Spis_XP_022794491_1	Xesp_009428
Spis_XP_022794506_1	Xesp_009346
Spis_XP_022794603_1	Xesp_021558
Spis_XP_022794603_1	Xesp_016908
Spis_XP_022794604_1	Xesp_016908
Spis_XP_022794604_1	Xesp_021558
Spis_XP_022794616_1	Xesp_022051
Spis_XP_022794618_1	Xesp_016908
Spis_XP_022794618_1	Xesp_021558
Spis_XP_022794643_1	Xesp_016908
Spis_XP_022794643_1	Xesp_021558
Spis_XP_022794677_1	Xesp_013922
Spis_XP_022794697_1	Xesp_013920
Spis_XP_022794775_1	Xesp_005274
Spis_XP_022794775_1	Xesp_003756
Spis_XP_022794775_1	Xesp_022647
Spis_XP_022794775_1	Xesp_022606
Spis_XP_022794916_1	Xesp_011517
Spis_XP_022794923_1	Xesp_011440
Spis_XP_022794956_1	Xesp_010401
Spis_XP_022795122_1	Xesp_009877
Spis_XP_022795321_1	Xesp_007504
Spis_XP_022795321_1	Xesp_024112
Spis_XP_022795321_1	Xesp_017036
Spis_XP_022795348_1	Xesp_015692
Spis_XP_022795880_1	Xesp_014822
Spis_XP_022796136_1	Xesp_011687
Spis_XP_022796136_1	Xesp_000498
Spis_XP_022796217_1	Xesp_020344
Spis_XP_022796460_1	Xesp_000908
Spis_XP_022796460_1	Xesp_020202
Spis_XP_022796460_1	Xesp_025165
Spis_XP_022796460_1	Xesp_007345
Spis_XP_022796460_1	Xesp_025258
Spis_XP_022796460_1	Xesp_019413
Spis_XP_022796460_1	Xesp_023721
Spis_XP_022796885_1	Xesp_020497
Spis_XP_022796939_1	Xesp_001055
Spis_XP_022797052_1	Xesp_001205
Spis_XP_022797107_1	Xesp_015707
Spis_XP_022797137_1	Xesp_015942
Spis_XP_022797157_1	Xesp_015856
Spis_XP_022797162_1	Xesp_015857
Spis_XP_022797162_1	Xesp_015859
Spis_XP_022797372_1	Xesp_014336
Spis_XP_022797541_1	Xesp_003586
Spis_XP_022797551_1	Xesp_003152
Spis_XP_022797551_1	Xesp_002337
Spis_XP_022797588_1	Xesp_022183
Spis_XP_022797667_1	Xesp_014739
Spis_XP_022797670_1	Xesp_020946
Spis_XP_022797740_1	Xesp_027097
Spis_XP_022797740_1	Xesp_001219
Spis_XP_022797740_1	Xesp_016740
Spis_XP_022797740_1	Xesp_001222
Spis_XP_022797840_1	Xesp_018372
Spis_XP_022797840_1	Xesp_027001
Spis_XP_022797840_1	Xesp_022978
Spis_XP_022797878_1	Xesp_020501
Spis_XP_022797916_1	Xesp_014779
Spis_XP_022797975_1	Xesp_003152
Spis_XP_022797975_1	Xesp_002337
Spis_XP_022798068_1	Xesp_002337
Spis_XP_022798068_1	Xesp_003152
Spis_XP_022798665_1	Xesp_008206
Spis_XP_022798725_1	Xesp_014806
Spis_XP_022798783_1	Xesp_000958
Spis_XP_022798931_1	Xesp_008454
Spis_XP_022798981_1	Xesp_005361
Spis_XP_022798990_1	Xesp_013885
Spis_XP_022799041_1	Xesp_009901
Spis_XP_022799069_1	Xesp_011808
Spis_XP_022799176_1	Xesp_020967
Spis_XP_022799192_1	Xesp_020969
Spis_XP_022799537_1	Xesp_021645
Spis_XP_022799559_1	Xesp_028762
Spis_XP_022799559_1	Xesp_028297
Spis_XP_022799559_1	Xesp_028371
Spis_XP_022799559_1	Xesp_023824
Spis_XP_022799559_1	Xesp_028607
Spis_XP_022799559_1	Xesp_012641
Spis_XP_022799612_1	Xesp_008102
Spis_XP_022799620_1	Xesp_021632
Spis_XP_022799621_1	Xesp_008140
Spis_XP_022799633_1	Xesp_008424
Spis_XP_022799673_1	Xesp_002668
Spis_XP_022799683_1	Xesp_002466
Spis_XP_022799700_1	Xesp_002567
Spis_XP_022799701_1	Xesp_002467
Spis_XP_022799797_1	Xesp_006295
Spis_XP_022799810_1	Xesp_006291
Spis_XP_022799847_1	Xesp_020583
Spis_XP_022799853_1	Xesp_000212
Spis_XP_022800116_1	Xesp_013949
Spis_XP_022800280_1	Xesp_016503
Spis_XP_022800322_1	Xesp_014302
Spis_XP_022800335_1	Xesp_016134
Spis_XP_022800341_1	Xesp_014303
Spis_XP_022800525_1	Xesp_005051
Spis_XP_022800588_1	Xesp_015649
Spis_XP_022800756_1	Xesp_021663
Spis_XP_022800756_1	Xesp_026659
Spis_XP_022800844_1	Xesp_028513
Spis_XP_022800844_1	Xesp_003748
Spis_XP_022800844_1	Xesp_018768
Spis_XP_022800879_1	Xesp_004240
Spis_XP_022800879_1	Xesp_004239
Spis_XP_022800879_1	Xesp_004244
Spis_XP_022800909_1	Xesp_014535
Spis_XP_022800980_1	Xesp_012598
Spis_XP_022801164_1	Xesp_003936
Spis_XP_022801170_1	Xesp_003872
Spis_XP_022801171_1	Xesp_003872
Spis_XP_022801214_1	Xesp_002547
Spis_XP_022801449_1	Xesp_014998
Spis_XP_022801709_1	Xesp_022304
Spis_XP_022801818_1	Xesp_020044
Spis_XP_022801833_1	Xesp_008259
Spis_XP_022802080_1	Xesp_020404
Spis_XP_022802168_1	Xesp_005744
Spis_XP_022802187_1	Xesp_013923
Spis_XP_022802414_1	Xesp_009607
Spis_XP_022802526_1	Xesp_005308
Spis_XP_022802721_1	Xesp_008424
Spis_XP_022802906_1	Xesp_013176
Spis_XP_022802946_1	Xesp_002758
Spis_XP_022803267_1	Xesp_009987
Spis_XP_022803289_1	Xesp_003090
Spis_XP_022803294_1	Xesp_012100
Spis_XP_022803299_1	Xesp_010516
Spis_XP_022803380_1	Xesp_002329
Spis_XP_022803439_1	Xesp_020667
Spis_XP_022803535_1	Xesp_019269
Spis_XP_022803726_1	Xesp_004478
Spis_XP_022803756_1	Xesp_001886
Spis_XP_022803778_1	Xesp_009184
Spis_XP_022804023_1	Xesp_009183
Spis_XP_022804085_1	Xesp_014494
Spis_XP_022804091_1	Xesp_014492
Spis_XP_022804191_1	Xesp_020961
Spis_XP_022804238_1	Xesp_009291
Spis_XP_022804334_1	Xesp_009187
Spis_XP_022804423_1	Xesp_020202
Spis_XP_022804423_1	Xesp_000908
Spis_XP_022804423_1	Xesp_023721
Spis_XP_022804423_1	Xesp_019413
Spis_XP_022804423_1	Xesp_025165
Spis_XP_022804423_1	Xesp_025258
Spis_XP_022804423_1	Xesp_007345
Spis_XP_022804454_1	Xesp_007094
Spis_XP_022804456_1	Xesp_009182
Spis_XP_022804462_1	Xesp_006673
Spis_XP_022804462_1	Xesp_006687
Spis_XP_022804634_1	Xesp_009183
Spis_XP_022804678_1	Xesp_020733
Spis_XP_022804749_1	Xesp_001085
Spis_XP_022804770_1	Xesp_009183
Spis_XP_022804780_1	Xesp_001125
Spis_XP_022804780_1	Xesp_001073
Spis_XP_022804818_1	Xesp_010298
Spis_XP_022804818_1	Xesp_010814
Spis_XP_022804872_1	Xesp_008424
Spis_XP_022804974_1	Xesp_011976
Spis_XP_022805085_1	Xesp_022026
Spis_XP_022805085_1	Xesp_022027
Spis_XP_022805198_1	Xesp_008516
Spis_XP_022805311_1	Xesp_011218
Spis_XP_022805728_1	Xesp_003242
Spis_XP_022806034_1	Xesp_022026
Spis_XP_022806034_1	Xesp_022027
Spis_XP_022806069_1	Xesp_002758
Spis_XP_022806208_1	Xesp_002871
Spis_XP_022807073_1	Xesp_000820
Spis_XP_022807146_1	Xesp_022388
Spis_XP_022807440_1	Xesp_005104
Spis_XP_022807504_1	Xesp_002770
Spis_XP_022807528_1	Xesp_004482
Spis_XP_022807584_1	Xesp_021478
Spis_XP_022807802_1	Xesp_001768
Spis_XP_022808057_1	Xesp_002643
Spis_XP_022808137_1	Xesp_000627
Spis_XP_022808137_1	Xesp_000655
Spis_XP_022808170_1	Xesp_005118
Spis_XP_022808436_1	Xesp_005104
Spis_XP_022808499_1	Xesp_003371
Spis_XP_022808590_1	Xesp_004512
Spis_XP_022808660_1	Xesp_005422
Spis_XP_022808767_1	Xesp_022978
Spis_XP_022808767_1	Xesp_018372
Spis_XP_022808767_1	Xesp_027001
Spis_XP_022808983_1	Xesp_020202
Spis_XP_022808983_1	Xesp_023721
Spis_XP_022808983_1	Xesp_025258
Spis_XP_022808983_1	Xesp_000908
Spis_XP_022808983_1	Xesp_025165
Spis_XP_022808983_1	Xesp_019413
Spis_XP_022808983_1	Xesp_007345
Spis_XP_022809245_1	Xesp_002737
Spis_XP_022809311_1	Xesp_003399
Spis_XP_022809767_1	Xesp_002409
Spis_XP_022810126_1	Xesp_012614
Spis_XP_022810505_1	Xesp_000913
