gene1	gene2
Xesp_004347	Hvul_g12442_1
Xesp_004348	Hvul_g12439_1
Xesp_004348	Hvul_g12442_1
Xesp_004348	Hvul_g12436_1
Xesp_004348	Hvul_g12447_1
Xesp_004348	Hvul_g12434_1
Xesp_004349	Hvul_g12434_1
Xesp_004349	Hvul_g12442_1
Xesp_004349	Hvul_g12436_1
Xesp_004349	Hvul_g12439_1
Xesp_004349	Hvul_g12447_1
Xesp_004350	Hvul_g12442_1
Xesp_004350	Hvul_g12439_1
Xesp_004350	Hvul_g12436_1
Xesp_004350	Hvul_g12447_1
Xesp_004350	Hvul_g12434_1
Xesp_004352	Hvul_g12442_1
Xesp_004352	Hvul_g12436_1
Xesp_004352	Hvul_g12439_1
Xesp_004352	Hvul_g12434_1
Xesp_004352	Hvul_g12447_1
Xesp_004478	Hvul_g8000_1
Xesp_004482	Hvul_g10700_1
Xesp_004658	Hvul_g29851_1
Xesp_004967	Hvul_g32708_1
Xesp_004981	Hvul_g23544_1
Xesp_005018	Hvul_g10594_1
Xesp_005018	Hvul_g31026_1
Xesp_005051	Hvul_g23599_1
Xesp_005118	Hvul_g85_1
Xesp_005207	Hvul_g4720_1
Xesp_005271	Hvul_g7761_1
Xesp_005308	Hvul_g12567_1
Xesp_005361	Hvul_g20086_1
Xesp_005361	Hvul_g3249_1
Xesp_005422	Hvul_g23189_1
Xesp_005493	Hvul_g10740_1
Xesp_005744	Hvul_g12909_1
Xesp_005744	Hvul_g12906_1
Xesp_006201	Hvul_g25384_1
Xesp_006291	Hvul_g30219_1
Xesp_006292	Hvul_g30219_1
Xesp_006393	Hvul_g22120_1
Xesp_006552	Hvul_g25384_1
Xesp_006673	Hvul_g12591_1
Xesp_006687	Hvul_g12591_1
Xesp_006872	Hvul_g14735_1
Xesp_006872	Hvul_g362_1
Xesp_006872	Hvul_g17386_1
Xesp_006872	Hvul_g13790_1
Xesp_006872	Hvul_g830_1
Xesp_006872	Hvul_g26529_1
Xesp_006872	Hvul_g25310_1
Xesp_006872	Hvul_g21039_1
Xesp_006872	Hvul_g24839_1
Xesp_006872	Hvul_g22118_1
Xesp_006872	Hvul_g26531_1
Xesp_006872	Hvul_g6189_1
Xesp_007094	Hvul_g20769_1
Xesp_007403	Hvul_g28965_1
Xesp_007462	Hvul_g2187_1
Xesp_007504	Hvul_g4803_1
Xesp_007676	Hvul_g17530_1
Xesp_007676	Hvul_g9086_1
Xesp_007676	Hvul_g5760_1
Xesp_007789	Hvul_g17848_1
Xesp_007793	Hvul_g17848_1
Xesp_007902	Hvul_g2192_1
Xesp_007935	Hvul_g14703_1
Xesp_008060	Hvul_g17848_1
Xesp_008077	Hvul_g23541_1
Xesp_008102	Hvul_g3731_1
Xesp_008117	Hvul_g32585_1
Xesp_008131	Hvul_g18961_1
Xesp_008132	Hvul_g8607_1
Xesp_008246	Hvul_g9433_1
Xesp_008246	Hvul_g18796_1
Xesp_008262	Hvul_g18251_1
Xesp_008335	Hvul_g15360_1
Xesp_008336	Hvul_g12290_1
Xesp_008356	Hvul_g12442_1
Xesp_008356	Hvul_g12447_1
Xesp_008356	Hvul_g12434_1
Xesp_008356	Hvul_g12436_1
Xesp_008356	Hvul_g12439_1
Xesp_008424	Hvul_g31028_1
Xesp_008454	Hvul_g7807_1
Xesp_008457	Hvul_g31226_1
Xesp_008485	Hvul_g5731_1
Xesp_008487	Hvul_g5731_1
Xesp_008488	Hvul_g5731_1
Xesp_008513	Hvul_g6951_1
Xesp_008516	Hvul_g31225_1
Xesp_008639	Hvul_g29182_1
Xesp_008850	Hvul_g25384_1
Xesp_009253	Hvul_g13473_1
Xesp_009319	Hvul_g368_1
Xesp_009346	Hvul_g28310_1
Xesp_009428	Hvul_g10424_1
Xesp_009645	Hvul_g25540_1
Xesp_009809	Hvul_g18025_1
Xesp_009812	Hvul_g28368_1
Xesp_009877	Hvul_g31372_1
Xesp_009901	Hvul_g30478_1
Xesp_009988	Hvul_g28363_1
Xesp_010138	Hvul_g6880_1
Xesp_010186	Hvul_g24401_1
Xesp_010384	Hvul_g28037_1
Xesp_010401	Hvul_g8940_1
Xesp_010516	Hvul_g21606_1
Xesp_010624	Hvul_g9175_1
Xesp_010624	Hvul_g29121_1
Xesp_010624	Hvul_g10169_1
Xesp_010691	Hvul_g25384_1
Xesp_011011	Hvul_g25216_1
Xesp_011011	Hvul_g2423_1
Xesp_011011	Hvul_g21577_1
Xesp_011011	Hvul_g32743_1
Xesp_011011	Hvul_g21098_1
Xesp_011011	Hvul_g9272_1
Xesp_011272	Hvul_g1517_1
Xesp_011742	Hvul_g246_1
Xesp_011783	Hvul_g30028_1
Xesp_011837	Hvul_g18251_1
Xesp_011851	Hvul_g10604_1
Xesp_011953	Hvul_g4616_1
Xesp_012064	Hvul_g9013_1
Xesp_012125	Hvul_g13279_1
Xesp_012145	Hvul_g24976_1
Xesp_012212	Hvul_g32302_1
Xesp_012490	Hvul_g30658_1
Xesp_012663	Hvul_g1979_1
Xesp_012874	Hvul_g33668_1
Xesp_012900	Hvul_g10565_1
Xesp_013039	Hvul_g16557_1
Xesp_013044	Hvul_g31954_1
Xesp_013176	Hvul_g19151_1
Xesp_013410	Hvul_g25384_1
Xesp_013459	Hvul_g12055_1
Xesp_013524	Hvul_g2140_1
Xesp_013714	Hvul_g13156_1
Xesp_013795	Hvul_g7519_1
Xesp_013872	Hvul_g26228_1
Xesp_013881	Hvul_g29578_1
Xesp_013887	Hvul_g21153_1
Xesp_013922	Hvul_g2253_1
Xesp_013947	Hvul_g24677_1
Xesp_013982	Hvul_g29446_1
Xesp_014082	Hvul_g9045_1
Xesp_014119	Hvul_g5311_1
Xesp_014155	Hvul_g1768_1
Xesp_014203	Hvul_g16545_1
Xesp_014272	Hvul_g14901_1
Xesp_014302	Hvul_g1988_1
Xesp_014336	Hvul_g5525_1
Xesp_014382	Hvul_g15640_1
Xesp_014492	Hvul_g29973_1
Xesp_014739	Hvul_g33627_1
Xesp_014779	Hvul_g31562_1
Xesp_014795	Hvul_g21570_1
Xesp_014806	Hvul_g9854_1
Xesp_014822	Hvul_g31335_1
Xesp_014822	Hvul_g18601_1
Xesp_014932	Hvul_g29168_1
Xesp_015189	Hvul_g21098_1
Xesp_015189	Hvul_g2423_1
Xesp_015189	Hvul_g25216_1
Xesp_015189	Hvul_g21577_1
Xesp_015189	Hvul_g32743_1
Xesp_015189	Hvul_g9272_1
Xesp_015334	Hvul_g25384_1
Xesp_015375	Hvul_g14267_1
Xesp_015521	Hvul_g14267_1
Xesp_015649	Hvul_g10051_1
Xesp_015699	Hvul_g10615_1
Xesp_015765	Hvul_g24327_1
Xesp_015857	Hvul_g15387_1
Xesp_015859	Hvul_g15387_1
Xesp_015942	Hvul_g31654_1
Xesp_015984	Hvul_g4939_1
Xesp_016468	Hvul_g26492_1
Xesp_016487	Hvul_g9565_1
Xesp_016503	Hvul_g7675_1
Xesp_016740	Hvul_g22120_1
Xesp_016769	Hvul_g10169_1
Xesp_016769	Hvul_g29121_1
Xesp_016769	Hvul_g9175_1
Xesp_017036	Hvul_g4803_1
Xesp_018035	Hvul_g8279_1
Xesp_018186	Hvul_g22120_1
Xesp_018547	Hvul_g10169_1
Xesp_018547	Hvul_g29121_1
Xesp_018547	Hvul_g9175_1
Xesp_018559	Hvul_g13664_1
Xesp_019544	Hvul_g25384_1
Xesp_020044	Hvul_g9626_1
Xesp_020154	Hvul_g3929_1
Xesp_020168	Hvul_g3929_1
Xesp_020181	Hvul_g3929_1
Xesp_020206	Hvul_g3929_1
Xesp_020208	Hvul_g3929_1
Xesp_020210	Hvul_g3929_1
Xesp_020236	Hvul_g3929_1
Xesp_020239	Hvul_g3929_1
Xesp_020240	Hvul_g3929_1
Xesp_020246	Hvul_g3929_1
Xesp_020252	Hvul_g3929_1
Xesp_020287	Hvul_g3929_1
Xesp_020305	Hvul_g3929_1
Xesp_020308	Hvul_g3929_1
Xesp_020344	Hvul_g6036_1
Xesp_020435	Hvul_g21098_1
Xesp_020435	Hvul_g9272_1
Xesp_020435	Hvul_g21577_1
Xesp_020435	Hvul_g25216_1
Xesp_020435	Hvul_g2423_1
Xesp_020435	Hvul_g32743_1
Xesp_020436	Hvul_g22120_1
Xesp_020497	Hvul_g30050_1
Xesp_020501	Hvul_g14694_1
Xesp_020583	Hvul_g11299_1
Xesp_020666	Hvul_g5370_1
Xesp_020666	Hvul_g5358_1
Xesp_020667	Hvul_g5370_1
Xesp_020667	Hvul_g5358_1
Xesp_020733	Hvul_g19303_1
Xesp_020804	Hvul_g3929_1
Xesp_020808	Hvul_g3929_1
Xesp_020809	Hvul_g3929_1
Xesp_020818	Hvul_g3929_1
Xesp_020946	Hvul_g2666_1
Xesp_020961	Hvul_g30507_1
Xesp_020967	Hvul_g27950_1
Xesp_021361	Hvul_g1988_1
Xesp_021391	Hvul_g2328_1
Xesp_021425	Hvul_g15144_1
Xesp_021578	Hvul_g9179_1
Xesp_021632	Hvul_g25835_1
Xesp_021645	Hvul_g20391_1
Xesp_021734	Hvul_g26866_1
Xesp_021788	Hvul_g31199_1
Xesp_021798	Hvul_g6326_1
Xesp_021834	Hvul_g16274_1
Xesp_021847	Hvul_g33396_1
Xesp_021847	Hvul_g24114_1
Xesp_021847	Hvul_g33440_1
Xesp_021848	Hvul_g33440_1
Xesp_021848	Hvul_g24114_1
Xesp_021848	Hvul_g33396_1
Xesp_021849	Hvul_g11765_1
Xesp_021853	Hvul_g11765_1
Xesp_022000	Hvul_g24126_1
Xesp_022001	Hvul_g24126_1
Xesp_022076	Hvul_g26815_1
Xesp_022137	Hvul_g33068_1
Xesp_022225	Hvul_g33422_1
Xesp_022267	Hvul_g3801_1
Xesp_022388	Hvul_g5252_1
Xesp_022675	Hvul_g3929_1
Xesp_023065	Hvul_g27590_1
Xesp_023510	Hvul_g29121_1
Xesp_023510	Hvul_g9175_1
Xesp_023510	Hvul_g10169_1
Xesp_023521	Hvul_g29121_1
Xesp_023521	Hvul_g9175_1
Xesp_023521	Hvul_g10169_1
Xesp_023545	Hvul_g25384_1
Xesp_023750	Hvul_g14735_1
Xesp_023750	Hvul_g26529_1
Xesp_023750	Hvul_g13790_1
Xesp_023750	Hvul_g830_1
Xesp_023750	Hvul_g6189_1
Xesp_023750	Hvul_g17386_1
Xesp_023750	Hvul_g24839_1
Xesp_023750	Hvul_g26531_1
Xesp_023750	Hvul_g22118_1
Xesp_023750	Hvul_g21039_1
Xesp_023750	Hvul_g25310_1
Xesp_023750	Hvul_g362_1
Xesp_024081	Hvul_g10169_1
Xesp_024081	Hvul_g29121_1
Xesp_024081	Hvul_g9175_1
Xesp_024112	Hvul_g4803_1
Xesp_024173	Hvul_g25384_1
Xesp_024216	Hvul_g15359_1
Xesp_024545	Hvul_g25384_1
Xesp_024785	Hvul_g26940_1
Xesp_025203	Hvul_g18246_1
Xesp_025448	Hvul_g29121_1
Xesp_025448	Hvul_g10169_1
Xesp_025448	Hvul_g9175_1
Xesp_025608	Hvul_g10740_1
Xesp_025852	Hvul_g21098_1
Xesp_025852	Hvul_g32743_1
Xesp_025852	Hvul_g25216_1
Xesp_025852	Hvul_g21577_1
Xesp_025852	Hvul_g2423_1
Xesp_025852	Hvul_g9272_1
Xesp_025943	Hvul_g25384_1
Xesp_026022	Hvul_g28684_1
Xesp_026022	Hvul_g15735_1
Xesp_026072	Hvul_g5760_1
Xesp_026072	Hvul_g17530_1
Xesp_026072	Hvul_g9086_1
Xesp_026096	Hvul_g14735_1
Xesp_026096	Hvul_g21039_1
Xesp_026096	Hvul_g6189_1
Xesp_026096	Hvul_g25310_1
Xesp_026096	Hvul_g13790_1
Xesp_026096	Hvul_g22118_1
Xesp_026096	Hvul_g26531_1
Xesp_026096	Hvul_g830_1
Xesp_026096	Hvul_g362_1
Xesp_026096	Hvul_g24839_1
Xesp_026096	Hvul_g17386_1
Xesp_026096	Hvul_g26529_1
Xesp_026128	Hvul_g22120_1
Xesp_026355	Hvul_g25384_1
Xesp_026408	Hvul_g9086_1
Xesp_026408	Hvul_g17530_1
Xesp_026408	Hvul_g5760_1
Xesp_026488	Hvul_g2423_1
Xesp_026488	Hvul_g25216_1
Xesp_026488	Hvul_g21098_1
Xesp_026488	Hvul_g32743_1
Xesp_026488	Hvul_g21577_1
Xesp_026488	Hvul_g9272_1
Xesp_026524	Hvul_g22120_1
Xesp_026531	Hvul_g22120_1
Xesp_027063	Hvul_g25216_1
Xesp_027063	Hvul_g2423_1
Xesp_027063	Hvul_g21098_1
Xesp_027063	Hvul_g21577_1
Xesp_027063	Hvul_g9272_1
Xesp_027063	Hvul_g32743_1
Xesp_027097	Hvul_g22120_1
Xesp_027479	Hvul_g3929_1
Xesp_027666	Hvul_g29121_1
Xesp_027666	Hvul_g10169_1
Xesp_027666	Hvul_g9175_1
