gene1	gene2
Nvec_v1g168908	Xesp_015856
Nvec_v1g169217	Xesp_011272
Nvec_v1g169387	Xesp_014806
Nvec_v1g170111	Xesp_001768
Nvec_v1g170236	Xesp_008259
Nvec_v1g171779	Xesp_012064
Nvec_v1g174238	Xesp_021788
Nvec_v1g178332	Xesp_026019
Nvec_v1g182742	Xesp_007926
Nvec_v1g182742	Xesp_007934
Nvec_v1g184519	Xesp_025203
Nvec_v1g18576	Xesp_009901
Nvec_v1g186169	Xesp_015692
Nvec_v1g187332	Xesp_003050
Nvec_v1g187589	Xesp_020733
Nvec_v1g18814	Xesp_001205
Nvec_v1g189134	Xesp_003082
Nvec_v1g189242	Xesp_009809
Nvec_v1g192469	Xesp_021558
Nvec_v1g192469	Xesp_016908
Nvec_v1g192525	Xesp_006291
Nvec_v1g192750	Xesp_003586
Nvec_v1g19405	Xesp_003872
Nvec_v1g19443	Xesp_021418
Nvec_v1g19443	Xesp_021415
Nvec_v1g19525	Xesp_010384
Nvec_v1g196609	Xesp_014928
Nvec_v1g196876	Xesp_009182
Nvec_v1g197154	Xesp_019413
Nvec_v1g197154	Xesp_020202
Nvec_v1g197154	Xesp_023721
Nvec_v1g197154	Xesp_025258
Nvec_v1g197154	Xesp_025165
Nvec_v1g197154	Xesp_007345
Nvec_v1g197154	Xesp_000908
Nvec_v1g197493	Xesp_013922
Nvec_v1g198893	Xesp_007059
Nvec_v1g199953	Xesp_012145
Nvec_v1g200356	Xesp_022027
Nvec_v1g200356	Xesp_022026
Nvec_v1g200761	Xesp_009253
Nvec_v1g200765	Xesp_009318
Nvec_v1g201028	Xesp_006295
Nvec_v1g201862	Xesp_014041
Nvec_v1g202232	Xesp_026659
Nvec_v1g202232	Xesp_021663
Nvec_v1g205207	Xesp_000655
Nvec_v1g205207	Xesp_000627
Nvec_v1g205636	Xesp_009184
Nvec_v1g205768	Xesp_002094
Nvec_v1g20650	Xesp_020733
Nvec_v1g206550	Xesp_021798
Nvec_v1g207162	Xesp_020946
Nvec_v1g207172	Xesp_005207
Nvec_v1g207820	Xesp_005308
Nvec_v1g208034	Xesp_013038
Nvec_v1g208035	Xesp_013044
Nvec_v1g208963	Xesp_003137
Nvec_v1g209681	Xesp_014779
Nvec_v1g210481	Xesp_010401
Nvec_v1g210540	Xesp_008132
Nvec_v1g211292	Xesp_005018
Nvec_v1g211521	Xesp_012560
Nvec_v1g212385	Xesp_008457
Nvec_v1g212609	Xesp_002309
Nvec_v1g213043	Xesp_002668
Nvec_v1g213735	Xesp_021847
Nvec_v1g213735	Xesp_021848
Nvec_v1g214146	Xesp_016059
Nvec_v1g214570	Xesp_005104
Nvec_v1g214571	Xesp_005104
Nvec_v1g217135	Xesp_000820
Nvec_v1g220027	Xesp_015699
Nvec_v1g222546	Xesp_012064
Nvec_v1g22270	Xesp_004240
Nvec_v1g22270	Xesp_004239
Nvec_v1g22270	Xesp_004244
Nvec_v1g224396	Xesp_007345
Nvec_v1g224396	Xesp_000908
Nvec_v1g224396	Xesp_019413
Nvec_v1g224396	Xesp_025165
Nvec_v1g224396	Xesp_025258
Nvec_v1g224396	Xesp_020202
Nvec_v1g224396	Xesp_023721
Nvec_v1g224692	Xesp_022807
Nvec_v1g225389	Xesp_000908
Nvec_v1g225389	Xesp_025165
Nvec_v1g225389	Xesp_020202
Nvec_v1g225389	Xesp_023721
Nvec_v1g225389	Xesp_007345
Nvec_v1g225389	Xesp_025258
Nvec_v1g225389	Xesp_019413
Nvec_v1g225627	Xesp_022321
Nvec_v1g228395	Xesp_015766
Nvec_v1g22855	Xesp_014119
Nvec_v1g229018	Xesp_007990
Nvec_v1g229565	Xesp_014302
Nvec_v1g22981	Xesp_020044
Nvec_v1g229833	Xesp_023672
Nvec_v1g229833	Xesp_023462
Nvec_v1g233271	Xesp_002567
Nvec_v1g23386	Xesp_013887
Nvec_v1g234699	Xesp_001087
Nvec_v1g235335	Xesp_018640
Nvec_v1g235633	Xesp_006673
Nvec_v1g235633	Xesp_006687
Nvec_v1g236177	Xesp_021361
Nvec_v1g237922	Xesp_016134
Nvec_v1g238029	Xesp_000913
Nvec_v1g238213	Xesp_014682
Nvec_v1g238693	Xesp_011810
Nvec_v1g239130	Xesp_013714
Nvec_v1g239891	Xesp_005271
Nvec_v1g239929	Xesp_002437
Nvec_v1g240009	Xesp_000794
Nvec_v1g240013	Xesp_003399
Nvec_v1g240231	Xesp_000896
Nvec_v1g240935	Xesp_004482
Nvec_v1g240998	Xesp_014349
Nvec_v1g241050	Xesp_028122
Nvec_v1g241050	Xesp_028387
Nvec_v1g241050	Xesp_028085
Nvec_v1g241050	Xesp_028417
Nvec_v1g241050	Xesp_028458
Nvec_v1g241356	Xesp_021578
Nvec_v1g241656	Xesp_000304
Nvec_v1g241656	Xesp_003441
Nvec_v1g241780	Xesp_013881
Nvec_v1g241935	Xesp_000712
Nvec_v1g242270	Xesp_003067
Nvec_v1g242787	Xesp_009992
Nvec_v1g242817	Xesp_000212
Nvec_v1g243027	Xesp_014739
Nvec_v1g243069	Xesp_014147
Nvec_v1g243113	Xesp_021645
Nvec_v1g243338	Xesp_014822
Nvec_v1g243341	Xesp_016468
Nvec_v1g243681	Xesp_002547
Nvec_v1g243817	Xesp_003054
Nvec_v1g245260	Xesp_008335
Nvec_v1g245401	Xesp_002871
Nvec_v1g246590	Xesp_007816
Nvec_v1g247105	Xesp_026196
Nvec_v1g247105	Xesp_010475
Nvec_v1g247683	Xesp_008639
Nvec_v1g248021	Xesp_023619
Nvec_v1g248021	Xesp_023616
Nvec_v1g248037	Xesp_020961
Nvec_v1g248844	Xesp_013982
Nvec_v1g25228	Xesp_020497
Nvec_v1g26800	Xesp_005051
Nvec_v1g27862	Xesp_001248
Nvec_v1g28237	Xesp_022225
Nvec_v1g28519	Xesp_008117
Nvec_v1g29595	Xesp_014494
Nvec_v1g29762	Xesp_001085
Nvec_v1g29806	Xesp_027990
Nvec_v1g29965	Xesp_021415
Nvec_v1g29965	Xesp_021418
Nvec_v1g30373	Xesp_009988
Nvec_v1g3149	Xesp_002309
Nvec_v1g31519	Xesp_020404
Nvec_v1g34679	Xesp_009645
Nvec_v1g37078	Xesp_014155
Nvec_v1g37793	Xesp_000356
Nvec_v1g38935	Xesp_026022
Nvec_v1g39308	Xesp_022183
Nvec_v1g39461	Xesp_020344
Nvec_v1g3950	Xesp_003399
Nvec_v1g39596	Xesp_003091
Nvec_v1g39668	Xesp_008077
Nvec_v1g39805	Xesp_013524
Nvec_v1g42971	Xesp_008516
Nvec_v1g45212	Xesp_009253
Nvec_v1g47103	Xesp_002758
Nvec_v1g47437	Xesp_012490
Nvec_v1g47573	Xesp_004352
Nvec_v1g47573	Xesp_008356
Nvec_v1g47573	Xesp_004215
Nvec_v1g4795	Xesp_013856
Nvec_v1g48313	Xesp_021558
Nvec_v1g48313	Xesp_016908
Nvec_v1g48828	Xesp_013923
Nvec_v1g56637	Xesp_022075
Nvec_v1g57885	Xesp_007812
Nvec_v1g58039	Xesp_018653
Nvec_v1g5943	Xesp_015541
Nvec_v1g59496	Xesp_009291
Nvec_v1g59594	Xesp_018411
Nvec_v1g59708	Xesp_010136
Nvec_v1g59839	Xesp_021558
Nvec_v1g59839	Xesp_016908
Nvec_v1g6429	Xesp_007812
Nvec_v1g65438	Xesp_018035
Nvec_v1g67209	Xesp_021425
Nvec_v1g67328	Xesp_003441
Nvec_v1g67328	Xesp_000304
Nvec_v1g67598	Xesp_023137
Nvec_v1g68554	Xesp_011879
Nvec_v1g68616	Xesp_022051
Nvec_v1g68647	Xesp_016908
Nvec_v1g68647	Xesp_021558
Nvec_v1g7208	Xesp_009428
Nvec_v1g79707	Xesp_015859
Nvec_v1g79707	Xesp_015857
Nvec_v1g80187	Xesp_015707
Nvec_v1g80243	Xesp_014820
Nvec_v1g80243	Xesp_014749
Nvec_v1g80243	Xesp_009860
Nvec_v1g80365	Xesp_009987
Nvec_v1g81163	Xesp_013856
Nvec_v1g81183	Xesp_013795
Nvec_v1g81232	Xesp_023137
Nvec_v1g81249	Xesp_013872
Nvec_v1g81516	Xesp_017429
Nvec_v1g81516	Xesp_023878
Nvec_v1g81516	Xesp_022438
Nvec_v1g81516	Xesp_017416
Nvec_v1g82757	Xesp_013982
Nvec_v1g82763	Xesp_013920
Nvec_v1g82785	Xesp_013039
Nvec_v1g83807	Xesp_001055
Nvec_v1g85569	Xesp_022267
Nvec_v1g86806	Xesp_005361
Nvec_v1g86916	Xesp_005493
Nvec_v1g86916	Xesp_025608
Nvec_v1g88472	Xesp_012145
Nvec_v1g88569	Xesp_011808
Nvec_v1g88753	Xesp_010637
Nvec_v1g89029	Xesp_010138
Nvec_v1g89471	Xesp_005422
Nvec_v1g89862	Xesp_002643
Nvec_v1g9068	Xesp_021788
Nvec_v1g90956	Xesp_009183
Nvec_v1g91593	Xesp_015649
Nvec_v1g91847	Xesp_013545
Nvec_v1g91847	Xesp_013549
Nvec_v1g91926	Xesp_003167
Nvec_v1g92283	Xesp_002758
Nvec_v1g92785	Xesp_014998
Nvec_v1g92799	Xesp_014155
Nvec_v1g92831	Xesp_014585
Nvec_v1g9381	Xesp_009645
Nvec_v1g93844	Xesp_018571
Nvec_v1g93991	Xesp_018559
Nvec_v1g95157	Xesp_015521
Nvec_v1g95157	Xesp_015375
Nvec_v1g95177	Xesp_015984
Nvec_v1g95178	Xesp_015942
Nvec_v1g95684	Xesp_007935
Nvec_v1g95727	Xesp_007902
Nvec_v1g95962	Xesp_021391
Nvec_v1g96685	Xesp_003872
Nvec_v1g97005	Xesp_009319
Nvec_v1g97222	Xesp_008140
Nvec_v1g97743	Xesp_014492
Nvec_v1g98128	Xesp_007462
Nvec_v1g98238	Xesp_007812
Nvec_v1g98450	Xesp_003441
Nvec_v1g98450	Xesp_000304
Nvec_v1g99612	Xesp_022224
Nvec_v1g99714	Xesp_002737
Nvec_v1g99997	Xesp_013176
