gene1	gene2
Spis_13439_1	Hvul_g25815_1
Spis_13439_1	Hvul_g5198_1
Spis_13439_1	Hvul_g31547_1
Spis_13439_1	Hvul_g25910_1
Spis_13439_1	Hvul_g1172_1
Spis_13439_1	Hvul_g14038_1
Spis_13439_1	Hvul_g33121_1
Spis_13439_1	Hvul_g4164_1
Spis_13439_1	Hvul_g18715_1
Spis_13439_1	Hvul_g4738_1
Spis_13439_1	Hvul_g9910_1
Spis_13439_1	Hvul_g26708_1
Spis_14567_1	Hvul_g26702_1
Spis_14567_1	Hvul_g30842_1
Spis_1937_1	Hvul_g12824_1
Spis_1937_1	Hvul_g2721_1
Spis_21423_1	Hvul_g10169_1
Spis_21423_1	Hvul_g29121_1
Spis_21423_1	Hvul_g9175_1
Spis_24378_1	Hvul_g32743_1
Spis_24378_1	Hvul_g21098_1
Spis_24378_1	Hvul_g2423_1
Spis_24378_1	Hvul_g9272_1
Spis_24378_1	Hvul_g25216_1
Spis_24378_1	Hvul_g21577_1
Spis_25774_1	Hvul_g10615_1
Spis_6578_1	Hvul_g28037_1
Spis_932_1	Hvul_g21098_1
Spis_932_1	Hvul_g32743_1
Spis_932_1	Hvul_g25216_1
Spis_932_1	Hvul_g2423_1
Spis_932_1	Hvul_g21577_1
Spis_932_1	Hvul_g9272_1
Spis_XP_022777611_1	Hvul_g26885_1
Spis_XP_022777611_1	Hvul_g4396_1
Spis_XP_022777611_1	Hvul_g59_1
Spis_XP_022777611_1	Hvul_g26130_1
Spis_XP_022777714_1	Hvul_g33662_1
Spis_XP_022777714_1	Hvul_g30586_1
Spis_XP_022777714_1	Hvul_g28297_1
Spis_XP_022777714_1	Hvul_g22984_1
Spis_XP_022777714_1	Hvul_g33748_1
Spis_XP_022777942_1	Hvul_g16731_1
Spis_XP_022778527_1	Hvul_g27590_1
Spis_XP_022778905_1	Hvul_g16731_1
Spis_XP_022779056_1	Hvul_g7519_1
Spis_XP_022779108_1	Hvul_g16545_1
Spis_XP_022779116_1	Hvul_g14901_1
Spis_XP_022779131_1	Hvul_g21570_1
Spis_XP_022779139_1	Hvul_g15881_1
Spis_XP_022779237_1	Hvul_g24401_1
Spis_XP_022779249_1	Hvul_g9565_1
Spis_XP_022779261_1	Hvul_g28368_1
Spis_XP_022779266_1	Hvul_g8461_1
Spis_XP_022779303_1	Hvul_g24401_1
Spis_XP_022779304_1	Hvul_g24401_1
Spis_XP_022779308_1	Hvul_g24401_1
Spis_XP_022779320_1	Hvul_g18025_1
Spis_XP_022779365_1	Hvul_g21153_1
Spis_XP_022779410_1	Hvul_g29578_1
Spis_XP_022779440_1	Hvul_g13156_1
Spis_XP_022779483_1	Hvul_g4616_1
Spis_XP_022780370_1	Hvul_g5062_1
Spis_XP_022780380_1	Hvul_g18227_1
Spis_XP_022780383_1	Hvul_g23428_1
Spis_XP_022780405_1	Hvul_g3222_1
Spis_XP_022780405_1	Hvul_g3228_1
Spis_XP_022780413_1	Hvul_g12217_1
Spis_XP_022780438_1	Hvul_g30963_1
Spis_XP_022780821_1	Hvul_g14735_1
Spis_XP_022780821_1	Hvul_g17386_1
Spis_XP_022780821_1	Hvul_g26529_1
Spis_XP_022780821_1	Hvul_g13790_1
Spis_XP_022780821_1	Hvul_g21039_1
Spis_XP_022780821_1	Hvul_g6189_1
Spis_XP_022780821_1	Hvul_g26531_1
Spis_XP_022780821_1	Hvul_g25310_1
Spis_XP_022780821_1	Hvul_g362_1
Spis_XP_022780821_1	Hvul_g22118_1
Spis_XP_022780821_1	Hvul_g830_1
Spis_XP_022780821_1	Hvul_g24839_1
Spis_XP_022780880_1	Hvul_g23544_1
Spis_XP_022780982_1	Hvul_g23541_1
Spis_XP_022781073_1	Hvul_g7761_1
Spis_XP_022781105_1	Hvul_g9045_1
Spis_XP_022781301_1	Hvul_g25284_1
Spis_XP_022781366_1	Hvul_g1517_1
Spis_XP_022781441_1	Hvul_g16731_1
Spis_XP_022781574_1	Hvul_g2140_1
Spis_XP_022781875_1	Hvul_g7038_1
Spis_XP_022781876_1	Hvul_g18251_1
Spis_XP_022781945_1	Hvul_g28684_1
Spis_XP_022781945_1	Hvul_g15735_1
Spis_XP_022782200_1	Hvul_g10604_1
Spis_XP_022782369_1	Hvul_g13664_1
Spis_XP_022782449_1	Hvul_g15144_1
Spis_XP_022782518_1	Hvul_g16491_1
Spis_XP_022782699_1	Hvul_g28363_1
Spis_XP_022782802_1	Hvul_g17848_1
Spis_XP_022782833_1	Hvul_g18796_1
Spis_XP_022782833_1	Hvul_g9433_1
Spis_XP_022782912_1	Hvul_g31954_1
Spis_XP_022782913_1	Hvul_g16557_1
Spis_XP_022782991_1	Hvul_g32708_1
Spis_XP_022783136_1	Hvul_g29636_1
Spis_XP_022783355_1	Hvul_g14735_1
Spis_XP_022783355_1	Hvul_g6189_1
Spis_XP_022783355_1	Hvul_g362_1
Spis_XP_022783355_1	Hvul_g22118_1
Spis_XP_022783355_1	Hvul_g830_1
Spis_XP_022783355_1	Hvul_g21039_1
Spis_XP_022783355_1	Hvul_g26529_1
Spis_XP_022783355_1	Hvul_g25310_1
Spis_XP_022783355_1	Hvul_g13790_1
Spis_XP_022783355_1	Hvul_g17386_1
Spis_XP_022783355_1	Hvul_g24839_1
Spis_XP_022783355_1	Hvul_g26531_1
Spis_XP_022783384_1	Hvul_g21039_1
Spis_XP_022783384_1	Hvul_g6189_1
Spis_XP_022783384_1	Hvul_g26529_1
Spis_XP_022783384_1	Hvul_g830_1
Spis_XP_022783384_1	Hvul_g25310_1
Spis_XP_022783384_1	Hvul_g26531_1
Spis_XP_022783384_1	Hvul_g362_1
Spis_XP_022783384_1	Hvul_g22118_1
Spis_XP_022783384_1	Hvul_g17386_1
Spis_XP_022783384_1	Hvul_g13790_1
Spis_XP_022783384_1	Hvul_g24839_1
Spis_XP_022783384_1	Hvul_g14735_1
Spis_XP_022783438_1	Hvul_g33662_1
Spis_XP_022783438_1	Hvul_g33748_1
Spis_XP_022783438_1	Hvul_g28297_1
Spis_XP_022783438_1	Hvul_g30586_1
Spis_XP_022783438_1	Hvul_g22984_1
Spis_XP_022783463_1	Hvul_g1979_1
Spis_XP_022783718_1	Hvul_g28449_1
Spis_XP_022783856_1	Hvul_g12290_1
Spis_XP_022783919_1	Hvul_g24327_1
Spis_XP_022784019_1	Hvul_g16688_1
Spis_XP_022784179_1	Hvul_g8279_1
Spis_XP_022784370_1	Hvul_g32302_1
Spis_XP_022784487_1	Hvul_g12436_1
Spis_XP_022784487_1	Hvul_g12439_1
Spis_XP_022784487_1	Hvul_g12447_1
Spis_XP_022784487_1	Hvul_g12434_1
Spis_XP_022784487_1	Hvul_g12442_1
Spis_XP_022784499_1	Hvul_g12436_1
Spis_XP_022784499_1	Hvul_g12439_1
Spis_XP_022784499_1	Hvul_g12447_1
Spis_XP_022784499_1	Hvul_g12434_1
Spis_XP_022784499_1	Hvul_g12442_1
Spis_XP_022784501_1	Hvul_g12436_1
Spis_XP_022784501_1	Hvul_g12439_1
Spis_XP_022784501_1	Hvul_g12442_1
Spis_XP_022784501_1	Hvul_g12434_1
Spis_XP_022784501_1	Hvul_g12447_1
Spis_XP_022784502_1	Hvul_g12439_1
Spis_XP_022784502_1	Hvul_g12436_1
Spis_XP_022784502_1	Hvul_g12442_1
Spis_XP_022784502_1	Hvul_g12447_1
Spis_XP_022784502_1	Hvul_g12434_1
Spis_XP_022784509_1	Hvul_g12436_1
Spis_XP_022784509_1	Hvul_g12447_1
Spis_XP_022784509_1	Hvul_g12442_1
Spis_XP_022784509_1	Hvul_g12439_1
Spis_XP_022784509_1	Hvul_g12434_1
Spis_XP_022784515_1	Hvul_g12439_1
Spis_XP_022784515_1	Hvul_g12447_1
Spis_XP_022784515_1	Hvul_g12436_1
Spis_XP_022784515_1	Hvul_g12442_1
Spis_XP_022784515_1	Hvul_g12434_1
Spis_XP_022784520_1	Hvul_g12436_1
Spis_XP_022784520_1	Hvul_g12439_1
Spis_XP_022784520_1	Hvul_g12442_1
Spis_XP_022784520_1	Hvul_g12447_1
Spis_XP_022784520_1	Hvul_g12434_1
Spis_XP_022784523_1	Hvul_g12442_1
Spis_XP_022784523_1	Hvul_g12447_1
Spis_XP_022784523_1	Hvul_g12434_1
Spis_XP_022784523_1	Hvul_g12436_1
Spis_XP_022784523_1	Hvul_g12439_1
Spis_XP_022784688_1	Hvul_g26228_1
Spis_XP_022784821_1	Hvul_g26216_1
Spis_XP_022784943_1	Hvul_g15640_1
Spis_XP_022785176_1	Hvul_g7630_1
Spis_XP_022785200_1	Hvul_g33422_1
Spis_XP_022785205_1	Hvul_g23177_1
Spis_XP_022785508_1	Hvul_g28037_1
Spis_XP_022785885_1	Hvul_g10740_1
Spis_XP_022785921_1	Hvul_g10536_1
Spis_XP_022786148_1	Hvul_g29182_1
Spis_XP_022786197_1	Hvul_g3034_1
Spis_XP_022786519_1	Hvul_g6951_1
Spis_XP_022786538_1	Hvul_g31226_1
Spis_XP_022786543_1	Hvul_g18961_1
Spis_XP_022786881_1	Hvul_g15360_1
Spis_XP_022787045_1	Hvul_g16731_1
Spis_XP_022787088_1	Hvul_g5370_1
Spis_XP_022787088_1	Hvul_g5358_1
Spis_XP_022787484_1	Hvul_g13473_1
Spis_XP_022787493_1	Hvul_g24952_1
Spis_XP_022787726_1	Hvul_g26492_1
Spis_XP_022787954_1	Hvul_g24113_1
Spis_XP_022787983_1	Hvul_g4939_1
Spis_XP_022788032_1	Hvul_g13279_1
Spis_XP_022788130_1	Hvul_g31652_1
Spis_XP_022788158_1	Hvul_g6718_1
Spis_XP_022788323_1	Hvul_g1988_1
Spis_XP_022788333_1	Hvul_g9179_1
Spis_XP_022788336_1	Hvul_g2328_1
Spis_XP_022788458_1	Hvul_g16731_1
Spis_XP_022788507_1	Hvul_g5898_1
Spis_XP_022788507_1	Hvul_g5900_1
Spis_XP_022788507_1	Hvul_g5901_1
Spis_XP_022788808_1	Hvul_g28449_1
Spis_XP_022788915_1	Hvul_g5311_1
Spis_XP_022788944_1	Hvul_g19303_1
Spis_XP_022788961_1	Hvul_g30586_1
Spis_XP_022788961_1	Hvul_g22984_1
Spis_XP_022788961_1	Hvul_g33748_1
Spis_XP_022788961_1	Hvul_g28297_1
Spis_XP_022788961_1	Hvul_g33662_1
Spis_XP_022789210_1	Hvul_g31199_1
Spis_XP_022789287_1	Hvul_g5001_1
Spis_XP_022789396_1	Hvul_g5370_1
Spis_XP_022789396_1	Hvul_g5358_1
Spis_XP_022789587_1	Hvul_g10565_1
Spis_XP_022789697_1	Hvul_g6189_1
Spis_XP_022789697_1	Hvul_g13790_1
Spis_XP_022789697_1	Hvul_g22118_1
Spis_XP_022789697_1	Hvul_g26529_1
Spis_XP_022789697_1	Hvul_g26531_1
Spis_XP_022789697_1	Hvul_g362_1
Spis_XP_022789697_1	Hvul_g21039_1
Spis_XP_022789697_1	Hvul_g24839_1
Spis_XP_022789697_1	Hvul_g25310_1
Spis_XP_022789697_1	Hvul_g14735_1
Spis_XP_022789697_1	Hvul_g830_1
Spis_XP_022789697_1	Hvul_g17386_1
Spis_XP_022789725_1	Hvul_g3801_1
Spis_XP_022789747_1	Hvul_g29851_1
Spis_XP_022789785_1	Hvul_g33668_1
Spis_XP_022789920_1	Hvul_g24126_1
Spis_XP_022790148_1	Hvul_g10379_1
Spis_XP_022790162_1	Hvul_g28965_1
Spis_XP_022790172_1	Hvul_g2187_1
Spis_XP_022790526_1	Hvul_g15090_1
Spis_XP_022790567_1	Hvul_g14703_1
Spis_XP_022790680_1	Hvul_g16293_1
Spis_XP_022790686_1	Hvul_g4822_1
Spis_XP_022790817_1	Hvul_g28606_1
Spis_XP_022790819_1	Hvul_g21201_1
Spis_XP_022791011_1	Hvul_g30658_1
Spis_XP_022791236_1	Hvul_g1768_1
Spis_XP_022791248_1	Hvul_g1768_1
Spis_XP_022791258_1	Hvul_g1976_1
Spis_XP_022791259_1	Hvul_g26815_1
Spis_XP_022791468_1	Hvul_g12447_1
Spis_XP_022791468_1	Hvul_g12439_1
Spis_XP_022791468_1	Hvul_g12434_1
Spis_XP_022791468_1	Hvul_g12436_1
Spis_XP_022791468_1	Hvul_g12442_1
Spis_XP_022791471_1	Hvul_g12434_1
Spis_XP_022791471_1	Hvul_g12442_1
Spis_XP_022791471_1	Hvul_g12447_1
Spis_XP_022791471_1	Hvul_g12439_1
Spis_XP_022791471_1	Hvul_g12436_1
Spis_XP_022791500_1	Hvul_g14735_1
Spis_XP_022791500_1	Hvul_g13790_1
Spis_XP_022791500_1	Hvul_g17386_1
Spis_XP_022791500_1	Hvul_g21039_1
Spis_XP_022791500_1	Hvul_g830_1
Spis_XP_022791500_1	Hvul_g6189_1
Spis_XP_022791500_1	Hvul_g362_1
Spis_XP_022791500_1	Hvul_g26529_1
Spis_XP_022791500_1	Hvul_g24839_1
Spis_XP_022791500_1	Hvul_g25310_1
Spis_XP_022791500_1	Hvul_g22118_1
Spis_XP_022791500_1	Hvul_g26531_1
Spis_XP_022791615_1	Hvul_g33440_1
Spis_XP_022791615_1	Hvul_g33396_1
Spis_XP_022791615_1	Hvul_g24114_1
Spis_XP_022791628_1	Hvul_g33440_1
Spis_XP_022791628_1	Hvul_g24114_1
Spis_XP_022791628_1	Hvul_g33396_1
Spis_XP_022791637_1	Hvul_g33396_1
Spis_XP_022791637_1	Hvul_g24114_1
Spis_XP_022791637_1	Hvul_g33440_1
Spis_XP_022791641_1	Hvul_g33440_1
Spis_XP_022791641_1	Hvul_g33396_1
Spis_XP_022791641_1	Hvul_g24114_1
Spis_XP_022791645_1	Hvul_g11765_1
Spis_XP_022791657_1	Hvul_g33440_1
Spis_XP_022791657_1	Hvul_g33396_1
Spis_XP_022791657_1	Hvul_g24114_1
Spis_XP_022791712_1	Hvul_g12909_1
Spis_XP_022791712_1	Hvul_g12906_1
Spis_XP_022791808_1	Hvul_g5879_1
Spis_XP_022791813_1	Hvul_g25540_1
Spis_XP_022792039_1	Hvul_g6880_1
Spis_XP_022792056_1	Hvul_g10565_1
Spis_XP_022792224_1	Hvul_g32585_1
Spis_XP_022792307_1	Hvul_g4720_1
Spis_XP_022792317_1	Hvul_g19261_1
Spis_XP_022792346_1	Hvul_g368_1
Spis_XP_022792483_1	Hvul_g6326_1
Spis_XP_022792712_1	Hvul_g29446_1
Spis_XP_022792789_1	Hvul_g246_1
Spis_XP_022792798_1	Hvul_g3847_1
Spis_XP_022792814_1	Hvul_g9013_1
Spis_XP_022792891_1	Hvul_g33068_1
Spis_XP_022792898_1	Hvul_g18246_1
Spis_XP_022793008_1	Hvul_g28449_1
Spis_XP_022793009_1	Hvul_g28449_1
Spis_XP_022793010_1	Hvul_g28449_1
Spis_XP_022793135_1	Hvul_g18100_1
Spis_XP_022793388_1	Hvul_g6658_1
Spis_XP_022793784_1	Hvul_g26940_1
Spis_XP_022793887_1	Hvul_g16731_1
Spis_XP_022794008_1	Hvul_g9667_1
Spis_XP_022794020_1	Hvul_g14267_1
Spis_XP_022794277_1	Hvul_g31026_1
Spis_XP_022794277_1	Hvul_g10594_1
Spis_XP_022794392_1	Hvul_g2192_1
Spis_XP_022794491_1	Hvul_g10424_1
Spis_XP_022794506_1	Hvul_g28310_1
Spis_XP_022794663_1	Hvul_g30586_1
Spis_XP_022794663_1	Hvul_g33748_1
Spis_XP_022794663_1	Hvul_g22984_1
Spis_XP_022794663_1	Hvul_g28297_1
Spis_XP_022794663_1	Hvul_g33662_1
Spis_XP_022794677_1	Hvul_g2253_1
Spis_XP_022794681_1	Hvul_g24677_1
Spis_XP_022794703_1	Hvul_g14735_1
Spis_XP_022794703_1	Hvul_g24839_1
Spis_XP_022794703_1	Hvul_g6189_1
Spis_XP_022794703_1	Hvul_g26531_1
Spis_XP_022794703_1	Hvul_g13790_1
Spis_XP_022794703_1	Hvul_g26529_1
Spis_XP_022794703_1	Hvul_g362_1
Spis_XP_022794703_1	Hvul_g830_1
Spis_XP_022794703_1	Hvul_g21039_1
Spis_XP_022794703_1	Hvul_g22118_1
Spis_XP_022794703_1	Hvul_g17386_1
Spis_XP_022794703_1	Hvul_g25310_1
Spis_XP_022794724_1	Hvul_g4738_1
Spis_XP_022794724_1	Hvul_g18715_1
Spis_XP_022794724_1	Hvul_g26708_1
Spis_XP_022794724_1	Hvul_g15767_1
Spis_XP_022794724_1	Hvul_g8383_1
Spis_XP_022794724_1	Hvul_g33039_1
Spis_XP_022794724_1	Hvul_g25910_1
Spis_XP_022794724_1	Hvul_g4164_1
Spis_XP_022794724_1	Hvul_g31547_1
Spis_XP_022794724_1	Hvul_g14038_1
Spis_XP_022794724_1	Hvul_g9910_1
Spis_XP_022794724_1	Hvul_g5198_1
Spis_XP_022794724_1	Hvul_g33121_1
Spis_XP_022794724_1	Hvul_g20649_1
Spis_XP_022794724_1	Hvul_g21174_1
Spis_XP_022794724_1	Hvul_g25815_1
Spis_XP_022794724_1	Hvul_g1172_1
Spis_XP_022794724_1	Hvul_g32396_1
Spis_XP_022794753_1	Hvul_g4396_1
Spis_XP_022794753_1	Hvul_g59_1
Spis_XP_022794753_1	Hvul_g26885_1
Spis_XP_022794753_1	Hvul_g26130_1
Spis_XP_022794916_1	Hvul_g1518_1
Spis_XP_022794956_1	Hvul_g8940_1
Spis_XP_022795122_1	Hvul_g31372_1
Spis_XP_022795282_1	Hvul_g33748_1
Spis_XP_022795282_1	Hvul_g22984_1
Spis_XP_022795282_1	Hvul_g33662_1
Spis_XP_022795282_1	Hvul_g30586_1
Spis_XP_022795282_1	Hvul_g28297_1
Spis_XP_022795303_1	Hvul_g22984_1
Spis_XP_022795303_1	Hvul_g33662_1
Spis_XP_022795303_1	Hvul_g33748_1
Spis_XP_022795303_1	Hvul_g28297_1
Spis_XP_022795303_1	Hvul_g30586_1
Spis_XP_022795321_1	Hvul_g4803_1
Spis_XP_022795880_1	Hvul_g31335_1
Spis_XP_022795880_1	Hvul_g18601_1
Spis_XP_022796217_1	Hvul_g6036_1
Spis_XP_022796230_1	Hvul_g21174_1
Spis_XP_022796230_1	Hvul_g4738_1
Spis_XP_022796230_1	Hvul_g33121_1
Spis_XP_022796230_1	Hvul_g14038_1
Spis_XP_022796230_1	Hvul_g25910_1
Spis_XP_022796230_1	Hvul_g4164_1
Spis_XP_022796230_1	Hvul_g8383_1
Spis_XP_022796230_1	Hvul_g26708_1
Spis_XP_022796230_1	Hvul_g32396_1
Spis_XP_022796230_1	Hvul_g9910_1
Spis_XP_022796230_1	Hvul_g5198_1
Spis_XP_022796230_1	Hvul_g20649_1
Spis_XP_022796230_1	Hvul_g33039_1
Spis_XP_022796230_1	Hvul_g15767_1
Spis_XP_022796230_1	Hvul_g25815_1
Spis_XP_022796230_1	Hvul_g31547_1
Spis_XP_022796230_1	Hvul_g18715_1
Spis_XP_022796230_1	Hvul_g1172_1
Spis_XP_022796338_1	Hvul_g29945_1
Spis_XP_022796885_1	Hvul_g30050_1
Spis_XP_022796939_1	Hvul_g1988_1
Spis_XP_022797052_1	Hvul_g25127_1
Spis_XP_022797137_1	Hvul_g31654_1
Spis_XP_022797146_1	Hvul_g15387_1
Spis_XP_022797147_1	Hvul_g15387_1
Spis_XP_022797162_1	Hvul_g15387_1
Spis_XP_022797168_1	Hvul_g15387_1
Spis_XP_022797372_1	Hvul_g5525_1
Spis_XP_022797541_1	Hvul_g27479_1
Spis_XP_022797588_1	Hvul_g15158_1
Spis_XP_022797667_1	Hvul_g33627_1
Spis_XP_022797670_1	Hvul_g2666_1
Spis_XP_022797740_1	Hvul_g22120_1
Spis_XP_022797861_1	Hvul_g28297_1
Spis_XP_022797861_1	Hvul_g33662_1
Spis_XP_022797861_1	Hvul_g22984_1
Spis_XP_022797861_1	Hvul_g30586_1
Spis_XP_022797861_1	Hvul_g33748_1
Spis_XP_022797878_1	Hvul_g14694_1
Spis_XP_022797916_1	Hvul_g31562_1
Spis_XP_022798334_1	Hvul_g13790_1
Spis_XP_022798334_1	Hvul_g21039_1
Spis_XP_022798334_1	Hvul_g14735_1
Spis_XP_022798334_1	Hvul_g830_1
Spis_XP_022798334_1	Hvul_g17386_1
Spis_XP_022798334_1	Hvul_g26531_1
Spis_XP_022798334_1	Hvul_g24839_1
Spis_XP_022798334_1	Hvul_g26529_1
Spis_XP_022798334_1	Hvul_g22118_1
Spis_XP_022798334_1	Hvul_g25310_1
Spis_XP_022798334_1	Hvul_g6189_1
Spis_XP_022798334_1	Hvul_g362_1
Spis_XP_022798698_1	Hvul_g33422_1
Spis_XP_022798725_1	Hvul_g9854_1
Spis_XP_022798783_1	Hvul_g21693_1
Spis_XP_022798931_1	Hvul_g7807_1
Spis_XP_022798981_1	Hvul_g20086_1
Spis_XP_022798981_1	Hvul_g3249_1
Spis_XP_022799041_1	Hvul_g30478_1
Spis_XP_022799176_1	Hvul_g27950_1
Spis_XP_022799537_1	Hvul_g20391_1
Spis_XP_022799612_1	Hvul_g3731_1
Spis_XP_022799620_1	Hvul_g25835_1
Spis_XP_022799633_1	Hvul_g31028_1
Spis_XP_022799673_1	Hvul_g26087_1
Spis_XP_022799683_1	Hvul_g2490_1
Spis_XP_022799701_1	Hvul_g8553_1
Spis_XP_022799810_1	Hvul_g30219_1
Spis_XP_022799847_1	Hvul_g11299_1
Spis_XP_022800071_1	Hvul_g19825_1
Spis_XP_022800280_1	Hvul_g7675_1
Spis_XP_022800322_1	Hvul_g1988_1
Spis_XP_022800335_1	Hvul_g30476_1
Spis_XP_022800416_1	Hvul_g17386_1
Spis_XP_022800416_1	Hvul_g21039_1
Spis_XP_022800416_1	Hvul_g13790_1
Spis_XP_022800416_1	Hvul_g14735_1
Spis_XP_022800416_1	Hvul_g26529_1
Spis_XP_022800416_1	Hvul_g6189_1
Spis_XP_022800416_1	Hvul_g830_1
Spis_XP_022800416_1	Hvul_g24839_1
Spis_XP_022800416_1	Hvul_g362_1
Spis_XP_022800416_1	Hvul_g22118_1
Spis_XP_022800416_1	Hvul_g25310_1
Spis_XP_022800416_1	Hvul_g26531_1
Spis_XP_022800525_1	Hvul_g23599_1
Spis_XP_022800588_1	Hvul_g10051_1
Spis_XP_022801153_1	Hvul_g24893_1
Spis_XP_022801185_1	Hvul_g26133_1
Spis_XP_022801214_1	Hvul_g2461_1
Spis_XP_022801356_1	Hvul_g26216_1
Spis_XP_022801365_1	Hvul_g33662_1
Spis_XP_022801365_1	Hvul_g28297_1
Spis_XP_022801365_1	Hvul_g22984_1
Spis_XP_022801365_1	Hvul_g33748_1
Spis_XP_022801365_1	Hvul_g30586_1
Spis_XP_022801713_1	Hvul_g23666_1
Spis_XP_022801801_1	Hvul_g22450_1
Spis_XP_022801818_1	Hvul_g9626_1
Spis_XP_022802164_1	Hvul_g4396_1
Spis_XP_022802164_1	Hvul_g26130_1
Spis_XP_022802164_1	Hvul_g26885_1
Spis_XP_022802164_1	Hvul_g59_1
Spis_XP_022802168_1	Hvul_g12909_1
Spis_XP_022802168_1	Hvul_g12906_1
Spis_XP_022802333_1	Hvul_g27484_1
Spis_XP_022802526_1	Hvul_g12567_1
Spis_XP_022802578_1	Hvul_g14735_1
Spis_XP_022802578_1	Hvul_g22118_1
Spis_XP_022802578_1	Hvul_g21039_1
Spis_XP_022802578_1	Hvul_g6189_1
Spis_XP_022802578_1	Hvul_g26529_1
Spis_XP_022802578_1	Hvul_g24839_1
Spis_XP_022802578_1	Hvul_g13790_1
Spis_XP_022802578_1	Hvul_g26531_1
Spis_XP_022802578_1	Hvul_g25310_1
Spis_XP_022802578_1	Hvul_g17386_1
Spis_XP_022802578_1	Hvul_g830_1
Spis_XP_022802578_1	Hvul_g362_1
Spis_XP_022802721_1	Hvul_g31028_1
Spis_XP_022802906_1	Hvul_g19151_1
Spis_XP_022803298_1	Hvul_g21606_1
Spis_XP_022803299_1	Hvul_g21606_1
Spis_XP_022803380_1	Hvul_g32465_1
Spis_XP_022803439_1	Hvul_g5358_1
Spis_XP_022803439_1	Hvul_g5370_1
Spis_XP_022803726_1	Hvul_g8000_1
Spis_XP_022803756_1	Hvul_g16700_1
Spis_XP_022804091_1	Hvul_g29973_1
Spis_XP_022804191_1	Hvul_g30507_1
Spis_XP_022804454_1	Hvul_g20769_1
Spis_XP_022804462_1	Hvul_g12591_1
Spis_XP_022804678_1	Hvul_g19303_1
Spis_XP_022804749_1	Hvul_g9841_1
Spis_XP_022804872_1	Hvul_g31028_1
Spis_XP_022805198_1	Hvul_g31225_1
Spis_XP_022805311_1	Hvul_g19602_1
Spis_XP_022805808_1	Hvul_g22984_1
Spis_XP_022805808_1	Hvul_g28297_1
Spis_XP_022805808_1	Hvul_g30586_1
Spis_XP_022805808_1	Hvul_g33748_1
Spis_XP_022805808_1	Hvul_g33662_1
Spis_XP_022806143_1	Hvul_g3730_1
Spis_XP_022806208_1	Hvul_g2419_1
Spis_XP_022806288_1	Hvul_g16731_1
Spis_XP_022806502_1	Hvul_g5731_1
Spis_XP_022806717_1	Hvul_g18479_1
Spis_XP_022807085_1	Hvul_g16731_1
Spis_XP_022807146_1	Hvul_g5252_1
Spis_XP_022807255_1	Hvul_g33748_1
Spis_XP_022807255_1	Hvul_g22984_1
Spis_XP_022807255_1	Hvul_g33662_1
Spis_XP_022807255_1	Hvul_g30586_1
Spis_XP_022807255_1	Hvul_g28297_1
Spis_XP_022807320_1	Hvul_g16274_1
Spis_XP_022807528_1	Hvul_g10700_1
Spis_XP_022807667_1	Hvul_g21039_1
Spis_XP_022807667_1	Hvul_g14735_1
Spis_XP_022807667_1	Hvul_g13790_1
Spis_XP_022807667_1	Hvul_g26529_1
Spis_XP_022807667_1	Hvul_g22118_1
Spis_XP_022807667_1	Hvul_g830_1
Spis_XP_022807667_1	Hvul_g362_1
