gene1	gene2
Spis_XP_022782409_1	Nvec_v1g198584
Spis_XP_022782439_1	Nvec_v1g206468
Spis_XP_022782449_1	Nvec_v1g67209
Spis_XP_022782459_1	Nvec_v1g96877
Spis_XP_022782518_1	Nvec_v1g242787
Spis_XP_022782590_1	Nvec_v1g34342
Spis_XP_022782699_1	Nvec_v1g30373
Spis_XP_022782833_1	Nvec_v1g162294
Spis_XP_022782838_1	Nvec_v1g8907
Spis_XP_022782912_1	Nvec_v1g208035
Spis_XP_022782913_1	Nvec_v1g82785
Spis_XP_022782914_1	Nvec_v1g208034
Spis_XP_022782991_1	Nvec_v1g39924
Spis_XP_022783046_1	Nvec_v1g200658
Spis_XP_022783136_1	Nvec_v1g240009
Spis_XP_022783189_1	Nvec_v1g88753
Spis_XP_022783279_1	Nvec_v1g203375
Spis_XP_022783289_1	Nvec_v1g238589
Spis_XP_022783463_1	Nvec_v1g120142
Spis_XP_022783467_1	Nvec_v1g10765
Spis_XP_022783470_1	Nvec_v1g67328
Spis_XP_022783471_1	Nvec_v1g98450
Spis_XP_022783477_1	Nvec_v1g120503
Spis_XP_022783488_1	Nvec_v1g241656
Spis_XP_022783489_1	Nvec_v1g164325
Spis_XP_022783510_1	Nvec_v1g241656
Spis_XP_022783856_1	Nvec_v1g118178
Spis_XP_022783917_1	Nvec_v1g233675
Spis_XP_022783919_1	Nvec_v1g13916
Spis_XP_022783919_1	Nvec_v1g143620
Spis_XP_022784019_1	Nvec_v1g125309
Spis_XP_022784029_1	Nvec_v1g105520
Spis_XP_022784094_1	Nvec_v1g93844
Spis_XP_022784179_1	Nvec_v1g65438
Spis_XP_022784287_1	Nvec_v1g49810
Spis_XP_022784356_1	Nvec_v1g6843
Spis_XP_022784356_1	Nvec_v1g20538
Spis_XP_022784487_1	Nvec_v1g146324
Spis_XP_022784487_1	Nvec_v1g95374
Spis_XP_022784523_1	Nvec_v1g92405
Spis_XP_022784581_1	Nvec_v1g127783
Spis_XP_022784688_1	Nvec_v1g81249
Spis_XP_022784752_1	Nvec_NVE20289
Spis_XP_022784943_1	Nvec_v1g121294
Spis_XP_022784944_1	Nvec_v1g121215
Spis_XP_022784946_1	Nvec_v1g241767
Spis_XP_022784951_1	Nvec_v1g198525
Spis_XP_022785023_1	Nvec_v1g81516
Spis_XP_022785075_1	Nvec_v1g91098
Spis_XP_022785127_1	Nvec_v1g165267
Spis_XP_022785137_1	Nvec_v1g99612
Spis_XP_022785176_1	Nvec_v1g236569
Spis_XP_022785196_1	Nvec_v1g27142
Spis_XP_022785311_1	Nvec_v1g113856
Spis_XP_022785312_1	Nvec_v1g113856
Spis_XP_022785382_1	Nvec_v1g212609
Spis_XP_022785382_1	Nvec_v1g3149
Spis_XP_022785504_1	Nvec_v1g119149
Spis_XP_022785508_1	Nvec_v1g19525
Spis_XP_022785521_1	Nvec_v1g112786
Spis_XP_022785666_1	Nvec_v1g132285
Spis_XP_022785671_1	Nvec_v1g29806
Spis_XP_022785885_1	Nvec_v1g86916
Spis_XP_022785921_1	Nvec_v1g240998
Spis_XP_022785950_1	Nvec_v1g243542
Spis_XP_022785950_1	Nvec_v1g96861
Spis_XP_022786017_1	Nvec_v1g222367
Spis_XP_022786148_1	Nvec_v1g247683
Spis_XP_022786402_1	Nvec_v1g57885
Spis_XP_022786467_1	Nvec_v1g125098
Spis_XP_022786510_1	Nvec_v1g246249
Spis_XP_022786519_1	Nvec_v1g111410
Spis_XP_022786538_1	Nvec_v1g212385
Spis_XP_022786748_1	Nvec_v1g214146
Spis_XP_022786844_1	Nvec_v1g228395
Spis_XP_022786881_1	Nvec_v1g245260
Spis_XP_022787088_1	Nvec_v1g87244
Spis_XP_022787384_1	Nvec_v1g238672
Spis_XP_022787493_1	Nvec_NVE3568
Spis_XP_022787555_1	Nvec_v1g200356
Spis_XP_022787726_1	Nvec_v1g243341
Spis_XP_022787902_1	Nvec_v1g152310
Spis_XP_022787902_1	Nvec_v1g101676
Spis_XP_022787954_1	Nvec_v1g112080
Spis_XP_022787983_1	Nvec_v1g95177
Spis_XP_022788032_1	Nvec_v1g164599
Spis_XP_022788112_1	Nvec_v1g61034
Spis_XP_022788130_1	Nvec_v1g242270
Spis_XP_022788135_1	Nvec_v1g61034
Spis_XP_022788158_1	Nvec_v1g239929
Spis_XP_022788333_1	Nvec_v1g241356
Spis_XP_022788336_1	Nvec_v1g95962
Spis_XP_022788482_1	Nvec_v1g232632
Spis_XP_022788507_1	Nvec_v1g241935
Spis_XP_022788776_1	Nvec_v1g211521
Spis_XP_022788808_1	Nvec_v1g59063
Spis_XP_022788832_1	Nvec_v1g193459
Spis_XP_022788849_1	Nvec_v1g87565
Spis_XP_022788849_1	Nvec_v1g150375
Spis_XP_022788875_1	Nvec_v1g80243
Spis_XP_022788915_1	Nvec_v1g22855
Spis_XP_022788944_1	Nvec_v1g187589
Spis_XP_022788944_1	Nvec_v1g20650
Spis_XP_022789210_1	Nvec_v1g9068
Spis_XP_022789210_1	Nvec_v1g174238
Spis_XP_022789287_1	Nvec_NVE18085
Spis_XP_022789287_1	Nvec_NVE22947
Spis_XP_022789468_1	Nvec_v1g68554
Spis_XP_022789569_1	Nvec_v1g18324
Spis_XP_022789587_1	Nvec_v1g104083
Spis_XP_022789619_1	Nvec_v1g134436
Spis_XP_022789725_1	Nvec_v1g85569
Spis_XP_022789747_1	Nvec_v1g59568
Spis_XP_022789920_1	Nvec_v1g165261
Spis_XP_022790031_1	Nvec_v1g199398
Spis_XP_022790148_1	Nvec_v1g246590
Spis_XP_022790162_1	Nvec_v1g127920
Spis_XP_022790172_1	Nvec_v1g98128
Spis_XP_022790347_1	Nvec_v1g225627
Spis_XP_022790401_1	Nvec_v1g110792
Spis_XP_022790468_1	Nvec_v1g117688
Spis_XP_022790468_1	Nvec_v1g91847
Spis_XP_022790514_1	Nvec_v1g81163
Spis_XP_022790518_1	Nvec_v1g69041
Spis_XP_022790526_1	Nvec_v1g164975
Spis_XP_022790567_1	Nvec_v1g95684
Spis_XP_022790817_1	Nvec_NVE13315
Spis_XP_022790819_1	Nvec_NVE13317
Spis_XP_022791039_1	Nvec_v1g201862
Spis_XP_022791093_1	Nvec_v1g86952
Spis_XP_022791093_1	Nvec_v1g18367
Spis_XP_022791098_1	Nvec_v1g86952
Spis_XP_022791098_1	Nvec_v1g18367
Spis_XP_022791102_1	Nvec_v1g86952
Spis_XP_022791102_1	Nvec_v1g18367
Spis_XP_022791128_1	Nvec_v1g86952
Spis_XP_022791128_1	Nvec_v1g18367
Spis_XP_022791197_1	Nvec_v1g243069
Spis_XP_022791236_1	Nvec_v1g92799
Spis_XP_022791236_1	Nvec_v1g37078
Spis_XP_022791258_1	Nvec_v1g138693
Spis_XP_022791258_1	Nvec_v1g157078
Spis_XP_022791258_1	Nvec_v1g56637
Spis_XP_022791259_1	Nvec_v1g130873
Spis_XP_022791269_1	Nvec_v1g99489
Spis_XP_022791270_1	Nvec_v1g126214
Spis_XP_022791301_1	Nvec_v1g19443
Spis_XP_022791433_1	Nvec_v1g129257
Spis_XP_022791434_1	Nvec_v1g129257
Spis_XP_022791471_1	Nvec_v1g47573
Spis_XP_022791645_1	Nvec_v1g164762
Spis_XP_022791712_1	Nvec_v1g86955
Spis_XP_022791808_1	Nvec_v1g240231
Spis_XP_022791813_1	Nvec_v1g34679
Spis_XP_022791813_1	Nvec_v1g9381
Spis_XP_022791862_1	Nvec_v1g101664
Spis_XP_022791887_1	Nvec_v1g115913
Spis_XP_022791938_1	Nvec_v1g81309
Spis_XP_022791943_1	Nvec_v1g4795
Spis_XP_022791992_1	Nvec_v1g238213
Spis_XP_022792033_1	Nvec_v1g200278
Spis_XP_022792039_1	Nvec_v1g89029
Spis_XP_022792056_1	Nvec_v1g104083
Spis_XP_022792066_1	Nvec_v1g104923
Spis_XP_022792082_1	Nvec_v1g122473
Spis_XP_022792121_1	Nvec_v1g108729
Spis_XP_022792224_1	Nvec_v1g28519
Spis_XP_022792307_1	Nvec_v1g207172
Spis_XP_022792313_1	Nvec_v1g38679
Spis_XP_022792313_1	Nvec_v1g138488
Spis_XP_022792313_1	Nvec_v1g5001
Spis_XP_022792317_1	Nvec_NVE23841
Spis_XP_022792336_1	Nvec_v1g200765
Spis_XP_022792483_1	Nvec_v1g206550
Spis_XP_022792684_1	Nvec_v1g82910
Spis_XP_022792712_1	Nvec_v1g248844
Spis_XP_022792712_1	Nvec_v1g82757
Spis_XP_022792789_1	Nvec_v1g114579
Spis_XP_022792798_1	Nvec_v1g8923
Spis_XP_022792798_1	Nvec_v1g19862
Spis_XP_022792802_1	Nvec_v1g141567
Spis_XP_022792891_1	Nvec_v1g177453
Spis_XP_022792898_1	Nvec_v1g184519
Spis_XP_022793008_1	Nvec_v1g39596
Spis_XP_022793009_1	Nvec_v1g39596
Spis_XP_022793010_1	Nvec_v1g39596
Spis_XP_022793135_1	Nvec_v1g99425
Spis_XP_022793154_1	Nvec_v1g239907
Spis_XP_022793160_1	Nvec_v1g5943
Spis_XP_022793362_1	Nvec_v1g165407
Spis_XP_022793374_1	Nvec_v1g119550
Spis_XP_022793388_1	Nvec_v1g239453
Spis_XP_022793388_1	Nvec_v1g223952
Spis_XP_022793713_1	Nvec_v1g248021
Spis_XP_022793794_1	Nvec_v1g224692
Spis_XP_022793794_1	Nvec_v1g132249
Spis_XP_022794008_1	Nvec_v1g241050
Spis_XP_022794020_1	Nvec_v1g95157
Spis_XP_022794205_1	Nvec_v1g18367
Spis_XP_022794205_1	Nvec_v1g86952
Spis_XP_022794277_1	Nvec_v1g211292
Spis_XP_022794362_1	Nvec_v1g247202
Spis_XP_022794491_1	Nvec_v1g7208
Spis_XP_022794506_1	Nvec_v1g16815
Spis_XP_022794562_1	Nvec_NVE2819
Spis_XP_022794562_1	Nvec_v1g244636
Spis_XP_022794603_1	Nvec_v1g127828
Spis_XP_022794604_1	Nvec_v1g127891
Spis_XP_022794604_1	Nvec_v1g68647
Spis_XP_022794604_1	Nvec_v1g59839
Spis_XP_022794616_1	Nvec_v1g68616
Spis_XP_022794618_1	Nvec_v1g48313
Spis_XP_022794643_1	Nvec_v1g192469
Spis_XP_022794677_1	Nvec_v1g197493
Spis_XP_022794681_1	Nvec_v1g39891
Spis_XP_022794697_1	Nvec_v1g82763
Spis_XP_022794775_1	Nvec_v1g118896
Spis_XP_022794923_1	Nvec_v1g169225
Spis_XP_022794940_1	Nvec_v1g114090
Spis_XP_022794956_1	Nvec_v1g210481
Spis_XP_022795024_1	Nvec_v1g207818
Spis_XP_022795122_1	Nvec_v1g116463
Spis_XP_022795321_1	Nvec_NVE695
Spis_XP_022795321_1	Nvec_v1g124737
Spis_XP_022795331_1	Nvec_v1g106123
Spis_XP_022795347_1	Nvec_v1g106073
Spis_XP_022795348_1	Nvec_v1g186169
Spis_XP_022795550_1	Nvec_NVE6563
Spis_XP_022795551_1	Nvec_NVE6563
Spis_XP_022795802_1	Nvec_v1g237737
Spis_XP_022795880_1	Nvec_v1g243338
Spis_XP_022796023_1	Nvec_v1g69052
Spis_XP_022796024_1	Nvec_v1g69052
Spis_XP_022796136_1	Nvec_v1g221490
Spis_XP_022796136_1	Nvec_v1g233208
Spis_XP_022796171_1	Nvec_v1g135948
Spis_XP_022796217_1	Nvec_v1g39461
Spis_XP_022796338_1	Nvec_v1g242271
Spis_XP_022796885_1	Nvec_v1g25228
Spis_XP_022797034_1	Nvec_v1g90196
Spis_XP_022797034_1	Nvec_v1g90179
Spis_XP_022797052_1	Nvec_v1g18814
Spis_XP_022797107_1	Nvec_v1g80187
Spis_XP_022797137_1	Nvec_v1g95178
Spis_XP_022797146_1	Nvec_v1g18446
Spis_XP_022797147_1	Nvec_v1g113172
Spis_XP_022797157_1	Nvec_v1g168908
Spis_XP_022797162_1	Nvec_v1g79707
Spis_XP_022797168_1	Nvec_v1g48861
Spis_XP_022797372_1	Nvec_v1g108724
Spis_XP_022797541_1	Nvec_v1g192750
Spis_XP_022797584_1	Nvec_v1g97927
Spis_XP_022797588_1	Nvec_v1g39308
Spis_XP_022797667_1	Nvec_v1g243027
Spis_XP_022797670_1	Nvec_v1g207162
Spis_XP_022797714_1	Nvec_v1g246932
Spis_XP_022797878_1	Nvec_v1g107461
Spis_XP_022797916_1	Nvec_v1g209681
Spis_XP_022797996_1	Nvec_v1g93682
Spis_XP_022798025_1	Nvec_v1g235967
Spis_XP_022798145_1	Nvec_v1g96522
Spis_XP_022798368_1	Nvec_v1g80394
Spis_XP_022798373_1	Nvec_v1g80927
Spis_XP_022798377_1	Nvec_v1g80927
Spis_XP_022798665_1	Nvec_v1g105055
Spis_XP_022798725_1	Nvec_v1g169387
Spis_XP_022798725_1	Nvec_v1g114480
Spis_XP_022798725_1	Nvec_v1g147404
Spis_XP_022798783_1	Nvec_v1g100372
Spis_XP_022798931_1	Nvec_v1g130163
Spis_XP_022798981_1	Nvec_v1g86806
Spis_XP_022798990_1	Nvec_v1g117718
Spis_XP_022799007_1	Nvec_v1g39913
Spis_XP_022799041_1	Nvec_v1g116293
Spis_XP_022799041_1	Nvec_v1g18576
Spis_XP_022799069_1	Nvec_v1g88569
Spis_XP_022799176_1	Nvec_v1g168041
Spis_XP_022799192_1	Nvec_v1g110153
Spis_XP_022799537_1	Nvec_v1g243113
Spis_XP_022799559_1	Nvec_v1g104131
Spis_XP_022799612_1	Nvec_v1g147760
Spis_XP_022799612_1	Nvec_v1g113757
Spis_XP_022799620_1	Nvec_v1g121754
Spis_XP_022799621_1	Nvec_v1g97222
Spis_XP_022799626_1	Nvec_v1g80405
Spis_XP_022799633_1	Nvec_v1g106305
Spis_XP_022799673_1	Nvec_v1g213043
Spis_XP_022799683_1	Nvec_v1g19204
Spis_XP_022799700_1	Nvec_v1g233271
Spis_XP_022799701_1	Nvec_v1g120156
Spis_XP_022799797_1	Nvec_v1g201028
Spis_XP_022799810_1	Nvec_v1g192525
Spis_XP_022799847_1	Nvec_v1g131609
Spis_XP_022799853_1	Nvec_v1g242817
Spis_XP_022800071_1	Nvec_NVE3891
Spis_XP_022800116_1	Nvec_v1g139174
Spis_XP_022800136_1	Nvec_v1g39632
Spis_XP_022800137_1	Nvec_v1g43460
Spis_XP_022800147_1	Nvec_v1g93177
Spis_XP_022800215_1	Nvec_v1g183874
Spis_XP_022800280_1	Nvec_v1g118122
Spis_XP_022800300_1	Nvec_v1g94003
Spis_XP_022800335_1	Nvec_v1g237922
Spis_XP_022800341_1	Nvec_v1g107193
Spis_XP_022800525_1	Nvec_v1g26800
Spis_XP_022800588_1	Nvec_v1g91593
Spis_XP_022800588_1	Nvec_v1g150519
Spis_XP_022800695_1	Nvec_v1g185184
Spis_XP_022800756_1	Nvec_v1g202232
Spis_XP_022800822_1	Nvec_v1g233675
Spis_XP_022800879_1	Nvec_v1g22270
Spis_XP_022801018_1	Nvec_NVE3182
Spis_XP_022801040_1	Nvec_v1g91378
Spis_XP_022801132_1	Nvec_v1g132075
Spis_XP_022801153_1	Nvec_v1g88215
Spis_XP_022801160_1	Nvec_v1g82548
Spis_XP_022801164_1	Nvec_v1g161006
Spis_XP_022801171_1	Nvec_v1g96685
Spis_XP_022801214_1	Nvec_v1g243681
Spis_XP_022801325_1	Nvec_v1g247538
Spis_XP_022801325_1	Nvec_v1g213787
Spis_XP_022801417_1	Nvec_v1g201969
Spis_XP_022801426_1	Nvec_v1g245502
Spis_XP_022801440_1	Nvec_v1g97927
Spis_XP_022801441_1	Nvec_v1g245502
Spis_XP_022801449_1	Nvec_v1g92785
Spis_XP_022801709_1	Nvec_v1g110404
Spis_XP_022801713_1	Nvec_v1g110350
Spis_XP_022801779_1	Nvec_v1g39846
Spis_XP_022801801_1	Nvec_NVE8979
Spis_XP_022801818_1	Nvec_v1g22981
Spis_XP_022801825_1	Nvec_NVE9292
Spis_XP_022801833_1	Nvec_v1g170236
Spis_XP_022802080_1	Nvec_v1g31519
Spis_XP_022802168_1	Nvec_v1g124291
Spis_XP_022802213_1	Nvec_NVE15554
Spis_XP_022802333_1	Nvec_v1g39952
Spis_XP_022802344_1	Nvec_v1g31202
Spis_XP_022802371_1	Nvec_v1g19039
Spis_XP_022802414_1	Nvec_NVE2910
Spis_XP_022802526_1	Nvec_v1g207820
Spis_XP_022802721_1	Nvec_v1g106305
Spis_XP_022802906_1	Nvec_v1g99997
Spis_XP_022802945_1	Nvec_v1g239921
Spis_XP_022802946_1	Nvec_v1g92283
Spis_XP_022802946_1	Nvec_v1g141683
Spis_XP_022803202_1	Nvec_v1g207818
Spis_XP_022803294_1	Nvec_v1g232694
Spis_XP_022803298_1	Nvec_v1g8492
Spis_XP_022803298_1	Nvec_v1g29743
Spis_XP_022803299_1	Nvec_NVE1028
Spis_XP_022803380_1	Nvec_v1g116698
Spis_XP_022803439_1	Nvec_v1g105457
Spis_XP_022803535_1	Nvec_v1g163545
Spis_XP_022803726_1	Nvec_v1g109857
Spis_XP_022803756_1	Nvec_v1g11096
Spis_XP_022803778_1	Nvec_v1g205636
Spis_XP_022803838_1	Nvec_v1g245502
Spis_XP_022803855_1	Nvec_v1g241379
Spis_XP_022803971_1	Nvec_v1g204664
Spis_XP_022804034_1	Nvec_v1g39186
Spis_XP_022804085_1	Nvec_v1g29595
Spis_XP_022804091_1	Nvec_v1g97743
Spis_XP_022804156_1	Nvec_v1g213787
Spis_XP_022804156_1	Nvec_v1g247538
Spis_XP_022804191_1	Nvec_v1g248037
Spis_XP_022804334_1	Nvec_v1g101740
Spis_XP_022804423_1	Nvec_v1g224396
Spis_XP_022804423_1	Nvec_v1g197154
Spis_XP_022804423_1	Nvec_v1g225389
Spis_XP_022804454_1	Nvec_v1g29874
Spis_XP_022804456_1	Nvec_v1g196876
Spis_XP_022804462_1	Nvec_v1g235633
Spis_XP_022804497_1	Nvec_v1g28948
Spis_XP_022804678_1	Nvec_v1g187589
Spis_XP_022804678_1	Nvec_v1g20650
Spis_XP_022804681_1	Nvec_NVE19723
Spis_XP_022804780_1	Nvec_NVE6790
Spis_XP_022804780_1	Nvec_NVE9848
Spis_XP_022804818_1	Nvec_v1g112929
Spis_XP_022804872_1	Nvec_v1g106305
Spis_XP_022804974_1	Nvec_v1g104857
Spis_XP_022805198_1	Nvec_v1g42971
Spis_XP_022805311_1	Nvec_v1g129231
Spis_XP_022805326_1	Nvec_v1g60933
Spis_XP_022805595_1	Nvec_v1g213787
Spis_XP_022805595_1	Nvec_v1g247538
Spis_XP_022806060_1	Nvec_v1g239535
Spis_XP_022806069_1	Nvec_v1g47103
Spis_XP_022806143_1	Nvec_v1g80021
Spis_XP_022806196_1	Nvec_v1g57075
Spis_XP_022806196_1	Nvec_v1g117393
Spis_XP_022806208_1	Nvec_v1g245401
Spis_XP_022806536_1	Nvec_v1g105595
Spis_XP_022806717_1	Nvec_v1g122926
Spis_XP_022807073_1	Nvec_v1g217135
Spis_XP_022807146_1	Nvec_NVE12610
Spis_XP_022807195_1	Nvec_NVE6563
Spis_XP_022807222_1	Nvec_v1g247538
Spis_XP_022807222_1	Nvec_v1g213787
Spis_XP_022807320_1	Nvec_v1g80696
Spis_XP_022807440_1	Nvec_v1g214571
Spis_XP_022807528_1	Nvec_v1g240935
Spis_XP_022807584_1	Nvec_v1g129837
Spis_XP_022807802_1	Nvec_v1g170111
Spis_XP_022807802_1	Nvec_v1g122107
Spis_XP_022808074_1	Nvec_v1g38726
Spis_XP_022808137_1	Nvec_v1g205207
Spis_XP_022808246_1	Nvec_v1g123745
Spis_XP_022808266_1	Nvec_v1g165424
Spis_XP_022808436_1	Nvec_v1g214570
Spis_XP_022808499_1	Nvec_v1g114346
Spis_XP_022808590_1	Nvec_v1g102530
Spis_XP_022808610_1	Nvec_v1g94880
Spis_XP_022808659_1	Nvec_v1g165815
Spis_XP_022808983_1	Nvec_v1g225389
Spis_XP_022808983_1	Nvec_v1g224396
Spis_XP_022808983_1	Nvec_v1g197154
Spis_XP_022809088_1	Nvec_NVE6563
Spis_XP_022809090_1	Nvec_NVE6563
Spis_XP_022809142_1	Nvec_v1g215533
Spis_XP_022809245_1	Nvec_v1g99714
Spis_XP_022809311_1	Nvec_v1g240013
Spis_XP_022809311_1	Nvec_v1g3950
Spis_XP_022809335_1	Nvec_v1g94673
Spis_XP_022809893_1	Nvec_v1g247538
Spis_XP_022809893_1	Nvec_v1g213787
Spis_XP_022809980_1	Nvec_NVE6563
Spis_XP_022810126_1	Nvec_v1g67043
